"Date Range: Aug 1, 2026 - Aug 4, 2026"
"Locations: All locations"
Type,"Part #",Description,Category,Vendor,Location,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,N6802-08-12,"#08 MALE JIC X #12 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-10-08,"#10 MALE JIC X #08 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"266 days",3.00,0.00,1,3
Inventory,N6802-10-10,"#10 MALE JIC X #10 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,N6802-10-10,"#10 MALE JIC X #10 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,N6802-10-12,"#10 MALE JIC X #12 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,N6802-12-08,"#12 MALE JIC X #08 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-12-10,"#12 MALE JIC X #10 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-12-12,"#12 MALE JIC X #12 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,2
Inventory,N6802-12-12,"#12 MALE JIC X #12 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,N6802-12-16,"#12 MALE JIC X #16 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-16-12,"#16 MALE JIC X #12 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-16-16,"#16 MALE JIC X #16 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,N6802-16-16,"#16 MALE JIC X #16 MALE ORB 45","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,1,2
Inventory,N68031-04-04,"#04 BRASS PUSH-ON X #04 FEMALE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,77.00,0.00,0,0
Inventory,N68031-06-06,"#06 BRASS PUSH-ON X #06 FEMALE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"144 days",5.00,0.00,0,0
Inventory,N68031-08-08,"#08 BRASS PUSH-ON X #08 FEMALE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,N68031-10-08,"Fitting 5/8 barbed x 1/2 female JIC","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"76 days",4.00,0.00,0,0
Inventory,N68SL-288,"2.87-3.19"" (73-81mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"139 days",4.00,0.00,2,6
Inventory,N68SL-306,"3.03-3.35"" (77-85mm) SPRING LOADED T-BOLT CLAMP","HD-Cooling & HVAC","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"70 days",7.00,0.00,2,6
Inventory,N68SL-306,"3.03-3.35"" (77-85mm) SPRING LOADED T-BOLT CLAMP","HD-Cooling & HVAC","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"384 days",5.00,0.00,0,0
Inventory,N68SL-338,"3.39-3.70"" (86-94mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"384 days",5.00,0.00,0,0
Inventory,N68SL-338,"3.39-3.70"" (86-94mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"144 days",4.00,0.00,2,6
Inventory,N68SL-356,"'	
3.50-3.82"" (89-97mm) SPRING LOADED T-BOLT CLAMP","HD-Cooling & HVAC","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"3 days",5.00,0.00,2,6
Inventory,N68SL-381,"3.74-4.06"" (95-103mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"53 days",8.00,0.00,2,6
Inventory,N68SL-406,"3.39-3.70"" (86-94mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,N68SL-406,"3.39-3.70"" (86-94mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"74 days",6.00,0.00,2,6
Inventory,N68SL-431," 4.25-4.57"" (108-116mm) SPRING LOADED T-BOLT CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"178 days",10.00,0.00,2,6
Inventory,N73AB-08,"0.30-0.33 MINI BOLT CLAMP","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,5,10
Inventory,N73AB-09,"0.33-0.37 MINI BOLT CLAMP","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,5,10
Inventory,N73AB-10,"0.37-0.43 MINI BOLT CLAMP","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,5,10
Inventory,N75-265278,"10.43-10.94 STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP (T-BOLT CLAMP)","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,N75-3437,"1.34-1.46"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,6
Inventory,N75-4043," 1.57-1.69"" STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"81 days",2.00,0.00,2,6
Inventory,N75-4347,"1.69-1.85"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"256 days",7.00,0.00,2,6
Inventory,N75-4751,"1.85-2.01"" T-Bolt Clamp STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"185 days",6.00,0.00,2,6
Inventory,N75-5155,"2.01-2.17"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"61 days",5.00,0.00,2,6
Inventory,N75-5559," 2.17-2.32"" STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,N75-5963,"2.32-2.48"" STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"97 days",4.00,0.00,2,6
Inventory,N75-6368,"2.48-2.68"" T-Bolt Clamp STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"61 days",3.00,0.00,2,6
Inventory,N75-6873,"2.68-2.87"" T-Bolt Clamp,  STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"199 days",5.00,0.00,2,6
Inventory,N75-7379,"2.87-3.11"" T-Bolt Clamp STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"248 days",5.00,0.00,2,6
Inventory,N75-7985,"3.11-3.35"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,6
Inventory,N75-9197," 3.58-3.82"" STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,4
Inventory,N75CT-104112,"4.09"" - 4.41"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"165 days",7.00,0.00,2,6
Inventory,N75CT-112121,"4.41"" - 4.76"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,N75CT-7985,"3.11"" - 3.35"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,N75CT-8591,"3.35"" - 3.58"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,N79-025,"CUSHIONED TUBE SUPPORT FOR 1/4"" (6mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"74 days",26.00,0.00,10,25
Inventory,N79-031,"CUSHIONED TUBE SUPPORT FOR 5/16"" (8mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"83 days",20.00,0.00,10,25
Inventory,N79-031,"CUSHIONED TUBE SUPPORT FOR 5/16"" (8mm) OD",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"95 days",7.00,0.00,0,0
Inventory,N79-038," CUSHIONED TUBE SUPPORT FOR 3/8"" (9mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"83 days",8.00,0.00,10,25
Inventory,N79-050,"CUSHIONED TUBE SUPPORT FOR 1/2"" (12.7mm) OD",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"87 days",3.00,0.00,0,0
Inventory,N79-050,"CUSHIONED TUBE SUPPORT FOR 1/2"" (12.7mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"67 days",8.00,0.00,5,10
Inventory,N79-063,"CUSHIONED TUBE SUPPORT FOR 5/8"" (16mm) OD",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"80 days",11.00,0.00,0,0
Inventory,N79-063,"CUSHIONED TUBE SUPPORT FOR 5/8"" (16mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"83 days",11.00,0.00,10,25
Inventory,N79-075,"CUSHIONED TUBE SUPPORT FOR 3/4"" (19mm) OD",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"80 days",12.00,0.00,0,0
Inventory,N79-075,"CUSHIONED TUBE SUPPORT FOR 3/4"" (19mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"131 days",19.00,0.00,10,25
Inventory,N79-088,"CUSHIONED TUBE SUPPORT FOR 7/8"" (22mm) OD",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"234 days",12.00,0.00,0,0
Inventory,N79-088,"CUSHIONED TUBE SUPPORT FOR 7/8"" (22mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"67 days",11.00,0.00,10,25
Inventory,N79-100,"CUSHIONED TUBE SUPPORT FOR 1"" (26mm) OD ",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"67 days",8.00,0.00,5,15
Inventory,N79-100,"CUSHIONED TUBE SUPPORT FOR 1"" (26mm) OD ",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"69 days",2.00,0.00,0,0
Inventory,N79-113,"CUSHIONED TUBE SUPPORT 1-1/8"" (28mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"66 days",10.00,0.00,5,10
Inventory,N79-125,"CUSHIONED TUBE SUPPORT 1-1/4"" (32mm) OD ",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"61 days",11.00,0.00,5,15
Inventory,N79-150,"CUSHIONED TUBE SUPPORT 1-1/2"" (38mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"164 days",9.00,0.00,5,10
Inventory,N79-163,"CUSHIONED TUBE SUPPORT FOR 1-5/8"" (41mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"140 days",6.00,0.00,5,10
Inventory,N79-175,"CUSHIONED TUBE SUPPORT FOR 1-3/4"" (44.5mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"59 days",3.00,0.00,5,10
Inventory,N79-200,"CUSHIONED TUBE SUPPORT FOR 2"" (50.8mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"59 days",9.00,0.00,5,10
Inventory,N79-200,"CUSHIONED TUBE SUPPORT FOR 2"" (50.8mm) OD",HD-Fasteners,"Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"80 days",17.00,0.00,0,0
Inventory,N79-250," CUSHIONED TUBE SUPPORT FOR 2-1/2"" (63.5mm) OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"59 days",5.00,0.00,1,5
Inventory,N79-300,"P CLAMP 3"" (76MM) OD (766342)",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"59 days",5.00,0.00,5,10
Inventory,N79-300,"P CLAMP 3"" (76MM) OD (766342)",HD-Fasteners,—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,0,0
Inventory,N79-400,"P CLAMP 4"" (101.6MM) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"138 days",4.00,0.00,0,1
Inventory,N79-400,"P CLAMP 4"" (101.6MM) OD",HD-Fasteners,—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,N79L-025," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 1/4"" (6mm) OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"110 days",8.00,0.00,5,10
Inventory,N79L-025," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 1/4"" (6mm) OD","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,29.00,0.00,0,0
Inventory,N79L-038," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 3/8"" (9mm) OD","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"348 days",13.00,0.00,0,0
Inventory,N79L-038," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 3/8"" (9mm) OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"181 days",2.00,0.00,0,0
Inventory,N79L-050,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 1/2"" (13mm)OD","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,N79L-050,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 1/2"" (13mm)OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"177 days",3.00,0.00,5,10
Inventory,N79L-063,"CUSHIONED TUBE SUPPORT","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,14.00,0.00,0,0
Inventory,N79L-063,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 5/8"" (16mm)OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"70 days",9.00,0.00,5,10
Inventory,N79L-075," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 3/4"" (19mm)OD","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"244 days",12.00,0.00,0,0
Inventory,N79L-075," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 3/4"" (19mm)OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"56 days",12.00,0.00,5,10
Inventory,N79L-100," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 1"" (25mm) OD","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"340 days",5.00,0.00,0,0
Inventory,N79L-125," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) -1-1/4"" (32mm) OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,5,10
Inventory,N79L-150,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) - 1-1/2"" (38mm)OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"158 days",6.00,0.00,5,10
Inventory,N79L-200,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 2"" (51MM)","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"287 days",3.00,0.00,0,0
Inventory,N79L-200,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 2"" (51MM)","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"264 days",2.00,0.00,5,10
Inventory,N79L-250," CUSHIONED TUBE SUPPORT (0.38""SCREW HOLE) FOR 2-1/2""(64mm) OD",HD-Fasteners,"Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"158 days",5.00,0.00,0,0
Inventory,N80067,"CLEAR RTV SILICONE ADHESIVE & SEALANT 11.1OZ",HD-Fluids,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"95 days",3.00,0.00,0,0
Inventory,N805399-S2,"BOLT 9/16""-18X7"" GR8","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,N9004-06-16,"#06 MALE BSPP X 16mm X 1.5 MAL","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,N9005-04-04,"#04 MALE JIC X #04 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,5
Inventory,N9005-04-06,"#04 MALE JIC X #06 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9005-06-04,"#06 MALE JIC X #04 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,5
Inventory,N9005-06-06,"#06 MALE JIC X #06 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,13.00,0.00,5,10
Inventory,N9005-06-08,"#06 MALE JIC X #08 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9005-08-06,"#08 MALE JIC X #06 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,2,5
Inventory,N9005-08-08,"#08 MALE JIC X #08 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"110 days",3.00,0.00,2,5
Inventory,N9005-08-10,"#08 MALE JIC X #10 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"110 days",6.00,0.00,2,5
Inventory,N9005-10-08,"#10 MALE JIC X #08 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,2,5
Inventory,N9005-10-10,"#10 MALE JIC X #10 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,2,5
Inventory,N9005-10-12,"#10 MALE JIC X #12 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,5
Inventory,N9005-12-10,"#12 MALE JIC X #10 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9005-12-12,"#12 MALE JIC X #12 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,N9030T-06,"#06 MALE BSPT HEX PLUG","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,N9030T-08,"#08 MALE BSPT HEX PLUG","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
