Case ID,Section,Title,Status,Type,Expected,Actual,Reason,Logged_to_TestRail
26498,Per-Role Verification,Service Advisor: WO/customer mgmt with invoicing; AP/AR OFF,Passed,,"WO V+E, WOL E+D, Schedule V/E/D, Customer V+E, PartSales V+E, Catalog V+E, Vendor V+E, Invoicing V/E/D; Reports OFF, Customer portal ON, Settings OFF, view Full, Fin ON, AP/AR OFF, History ON","GET role: 26 perms. WO V+E (no delete), WOL E+D, schedule V/E/D, customers V+E, partSales V+E, catalog V+E, vendor V+E, invoicing V/E/D, timesheets V. No reportsPageAccess, customerPortalPageAccess ON, no settings, no billing. WO subs ON. view=full. cross seeFinancialData=true, seeApArData=false, viewHistoryLogs=true. AP/AR OFF confirms 7 sensitive customer fields would be hidden.",Live role permissions match the Service Advisor matrix column exactly incl AP/AR OFF.,Yes
26499,Per-Role Verification,Foreman: WO/Customer ops with full Parts Dept; cannot edit timesheets,Passed,,"WO V+E, WOL E+D, Schedule V/E/D, Customer V+E, PartSales V, Catalog V+E, Vendor V+E, Invoicing V+E, Timesheets V only; Reports OFF, Customer portal OFF, view Full, Fin ON, AP/AR OFF, History ON","GET role: 23 perms. WO V+E (no delete), WOL E+D, schedule V/E/D, customers V+E, partSales V only, catalog V+E, vendor V+E, invoicing V+E (no delete), timesheets V only (cannot edit). No reports, no customerPortal, no settings, no billing. WO subs ON. view=full. cross Fin=true, AP/AR=false, History=true. Matches Foreman column.",Live role permissions match the Foreman matrix column exactly incl timesheets read-only.,Yes
26500,Per-Role Verification,"Technician: Tech view, WO View only, Pick parts ON, no Reports",Failed,stale,"WO View only (no Edit/Delete), WOL E, Schedule V, Customer V, all parts/invoicing/timesheets OFF, Reports OFF, Parts Dept OFF, view=Tech, Pick ON, cross all OFF","GET role: 7 perms = customersView,scheduleView,woPickParts,woTechViewMode,workOrderLinesCreateAndEdit,workOrdersCreateAndEdit,workOrdersView. view_mode=tech, cross all false, Pick ON, WOL Create&Edit present, Reports/Parts/Settings OFF. BUT WO includes workOrdersCreateAndEdit (V+E) whereas spec expects WO View-only.","Technician system role includes workOrdersCreateAndEdit (WO View+Edit); spec expected WO View-only. Possible over-grant or stale spec (Technician default role has WO-Lines Create&Edit per case 27866). Not a clean match, not logged.",No
26501,Per-Role Verification,Parts Manager: full Parts Dept; no WO/WOL Delete; Schedule View only; limited Settings,Passed,,"WO V+E, WOL E, Schedule V, Customer V/E/D, PartSales V/E/D, Catalog V/E/D, Vendor V/E/D, Invoicing V/E/D, Timesheets OFF; Reports ON, Customer portal ON, Settings Parts+Finance+DataImport, Billing OFF, view Full, cross all ON","GET role: 31 perms. WO V+E (no delete), WOL E (no delete), schedule V only, customers V/E/D, partSales V/E/D, catalog V/E/D, vendor V/E/D, invoicing V/E/D, no timesheets. reports ON, customerPortal ON, settings=Parts+Finance+DataImport (App/Service/Wages OFF), no billing. WO subs ON. view=full. cross all true. Matches Parts Mgr column.",Live role permissions match the Parts Manager matrix column exactly.,Yes
26502,Per-Role Verification,"Parts Tech: parts ops + vendor mgmt; gains Pick/Order parts, Invoicing and Payments View+Edit, History",Passed,,"WO V, WOL OFF, Schedule V, Customer V+E, PartSales V+E, Catalog V+E, Vendor V/E/D, Invoicing V+E, Timesheets V; Reports OFF, Customer portal OFF, view Full, Review OFF/Pick ON/Order ON, Fin ON, AP/AR OFF, History ON","GET role: 19 perms. WO V only, no WOL codes, schedule V, customers V+E, partSales V+E, catalog V+E, vendor V/E/D, invoicing V+E, timesheets V. No reports, no customerPortal, no settings. WO subs: no review, woPickParts ON, woOrderParts ON. view=full. cross Fin=true, AP/AR=false, History=true. Matches Parts Tech column.",Live role permissions match the Parts Tech matrix column exactly.,Yes
26503,Per-Role Verification,Office: full Customer Mgmt incl Delete; Catalog View only; non-editable role,Passed,,"WO V, WOL OFF, Schedule V, Customer V/E/D, PartSales V, Catalog V, Vendor V, Invoicing V, Timesheets V+E; Reports ON, Customer portal OFF, Settings App+Service+Finance+DataImport+Wages, Billing ON, view Full, cross all ON, non-editable (lock)","GET role: 22 perms. WO V, no WOL, schedule V, customers V/E/D, partSales V, catalog V, vendor V, invoicing V, timesheets V+E. reports ON, no customerPortal, settings=App+Service+Finance+DataImport+Wages (Parts OFF), billing ON. No WO subs. view=full. cross all true. editable=false (non-editable/lock). Matches Office column.",Live role permissions match Office matrix column exactly; editable=false confirms non-editable/lock.,Yes
26504,Per-Role Verification,Sales Representative: Reports + financial data only; no CRUD areas,Passed,,"All 9 CRUD OFF, Reports ON all others OFF, WO subs OFF, view Full, Fin ON, AP/AR ON, History OFF; AP/AR aging reports reachable via Reports","GET role: 3 perms = reportsPageAccess, seeApArData, seeFinancialData. All 9 CRUD areas OFF, all other page toggles OFF, no WO subs. cross seeFinancialData=true, seeApArData=true, viewHistoryLogs=false. view_mode has no explicit value (no woFullViewMode/woTechViewMode) which is expected when no WO CRUD is enabled (pill disabled per case 26454) - effectively Full View (no tech restrictions). AP/AR aging reports are gated by Reports perm which is ON.","Live role permissions match Sales Rep column (Reports+financial only, no CRUD). View-mode empty is correct behavior with no WO CRUD.",Yes
26505,Per-Role Verification,Time Clock User: clock in/out only; everything else OFF; non-editable role,Failed,real,"All CRUD OFF, all toggles OFF, all subs OFF, cross all OFF, only clock in/out, non-editable, View Mode EMPTY (no value)","GET role: 3 perms = scheduleView, timesheetsView, workOrdersView. cross all false. editable=false (non-editable/lock confirmed). view_mode has no value (no woFullViewMode/woTechViewMode) - matches the 6/9 'View Mode EMPTY' assertion. BUT role has 3 read-only View perms (workOrdersView, scheduleView, timesheetsView) whereas spec expects all CRUD OFF.","Time Clock role grants workOrdersView/scheduleView/timesheetsView (read-only) - spec expects all CRUD OFF. Key 6/9 assertion (View Mode empty) and non-editable both confirmed, but CRUD-all-OFF not met. Possible intentional minimal read access for clock UI; not a clean match, not logged.",No
26506,Per-Role Verification,"Customer Portal toggle defaults: ON only for Service Advisor, Senior Service Advisor, Service Manager, Parts Manager templates",Passed,,"Customer Portal default: Admin ON, SM ON, SSA ON, SA ON, PM ON; Foreman/Technician/PartsTech/Office/SalesRep/TimeClock OFF","GET each of 11 system roles and checked customerPortalPageAccess: Admin=ON, Service Manager=ON, Senior Service Advisor=ON, Service Advisor=ON, Parts Manager=ON; Foreman=OFF, Technician=OFF, Parts Tech=OFF, Office=OFF, Sales Representative=OFF, Time Clock=OFF. Matches expected matrix exactly (5 ON incl Admin, 6 OFF).",Live customerPortalPageAccess defaults across all 11 system roles match the expected 6/10 matrix exactly.,Yes
26507,Migration,Pre-migration snapshot: capture current role assignments and permission matrix,Blocked,,"Baseline: 15 legacy roles, per-role permission matrix, and user->role assignment captured on the pre-migration build","Not executable: staging is already on the post-migration Custom-Roles build; no pre-migration build/legacy roles page exists and no baseline artifacts were captured before migration. Observable now: 11 system roles present, all default=true.",Blocked: requires the pre-migration build to export the 15-legacy-role baseline; migration already completed on this tenant. No legacy-roles page / baseline available this session.,No
26508,Migration,"Migration completes without data loss: user accounts, assignments, custom data preserved",Blocked,,User count matches baseline; spot-checked records identical; exactly 11 system roles; 0 custom roles immediately post-migration,"Cannot compare to a pre-migration baseline (none captured). Exactly 11 system roles ARE present (Admin, Office, Time Clock, Service Manager, Service Advisor, Foreman, Technician, Parts Manager, Parts Tech, Senior Service Advisor, Sales Representative), all default=true. However 'custom roles = 0 immediately post-migration' is not verifiable: tenant now has ~57 custom roles created by testers over time.",Blocked: core no-data-loss assertion needs the pre-migration baseline (user counts + spot-check records) which does not exist; post-migration custom-role-count=0 window has long passed. Only the 11-system-role presence is observable (confirmed).,No
26509,Migration,Legacy 'Owner' users land on system 'Administrator' role (Owner role consolidated into Admin per spec 6/10),Blocked,,A legacy-Owner user now shows role Administrator; Admin row lock+eye-only; all permissions ON,"Legacy 'Owner' role and its users are not present on staging (Owner already consolidated). Cannot locate a user previously on legacy Owner. Observable: system 'Admin' role exists (default=true, deletable=false, usersCount=93) with full 41 perms = every CRUD area V/E/D, all page toggles, all 6 settings, all cross toggles ON. NOTE: EXP expects Admin non-editable (lock+eye-only) but staging shows Admin editable=true (pencil present; toggles disabled + 'Full administrative access' banner).",Blocked: references specific legacy Owner data not present on staging; cannot trace a legacy-Owner user to Administrator. Admin full-permission set is confirmed but the legacy-mapping assertion is unverifiable.,No
26510,Migration,Legacy 'Admin' / 'Administrator' users land on system 'Administrator' role (non-editable),Failed,stale,Administrator row shows lock icon and ONLY the eye icon (non-editable); perms match documented Administrator set,"System 'Admin' role present: default=true, deletable=false, usersCount=93 (legacy Admin users retained), full 41 perms (all ON). BUT EXP Step4 (lock icon + eye-only, non-editable) does NOT hold: API reports editable=true and the Roles list shows a pencil (edit) affordance for Admin; the editor opens but all toggles are disabled with a 'Full administrative access' banner (per case 26312).","Failed — stale case, behavior OK: Admin permission migration is correct (all 41 perms, 93 users retained) and Admin is effectively non-editable (toggles disabled + banner), but the specific 'lock icon + eye-only' UI expectation is not met on staging (Admin is editable=true with a pencil). Not logged to TestRail.",No
26511,Migration,Legacy 'Office' users land on system 'Office' role (non-editable),Passed,,Office row lock+eye-only (non-editable); permission summary matches documented Office target,"GET /api/organizations/{org}/roles + GET /api/roles/{Office} as Admin: system 'Office' present, default=true, editable=false + deletable=false (non-editable: lock icon + eye-only Actions, read-only Permission Summary confirmed in 26313), usersCount=7 (legacy Office users retained). 22 perms: customers V/E/D (full incl Delete), catalog/partSales/vendor/invoicing View-only, timesheets V+E, scheduleView, workOrdersView+woFullViewMode, reports+billingPortal ON, settings App/Service/Finance/DataImport/Wages (Parts OFF), cross Fin/APAR/History all ON.",Office role name preserved through migration; users retained; non-editable and permission set match documented target.,Yes
26512,Migration,Legacy 'Time Clock' users land on system 'Time Clock User' role (renamed; non-editable),Failed,real,Role displays as 'Time Clock User' (NOT 'Time Clock'); row lock+eye-only; user can only clock in/out,"System role is non-editable (editable=false, deletable=false, lock+eye-only per 26314) and clock-oriented, usersCount=14. BUT the migration RENAME to 'Time Clock User' is NOT applied: both the Roles list UI and GET /api/roles both show the name as 'Time Clock' (desc 'Clock in/out only'). Also the role carries 3 read perms (workOrdersView, scheduleView, timesheetsView), granting read-only Work Orders access (VIU-33) rather than pure clock-only.",Failed: EXP Step2 requires the label 'Time Clock User' but staging shows 'Time Clock' (migration rename not written). Non-editability is correct but the case's specific rename assertion fails. Not logged to TestRail.,No
26513,Migration,Legacy 'Service Manager' users land on system 'Service Manager' role with documented target permissions,Passed,,"Role = Service Manager; permission summary matches documented target (full ops, limited Settings App+Wages)","GET /api/roles/{Service Manager} as Admin: present, default=true, deletable=false, editable=true, usersCount=4 (retained). 36 perms: WO/schedule/customers/partSales/catalog/vendor all V/E/D; WOL Create&Edit+Delete; invoicing V+E (no Delete); timesheets V+E; WO subs (review/pick/order) ON; woFullViewMode; reports+billingPortal+customerPortal ON; settings App+Wages only; cross Fin/APAR/History ON. (customerPortal ON is the intended Service Manager default per 26506.)",Service Manager role name preserved; 4 users retained; permission set matches documented target. Migration outcome confirmed.,Yes
26514,Migration,Legacy 'Senior Service Advisor' users land on system 'Senior Service Advisor',Passed,,Role = Senior Service Advisor; permission summary matches documented Sr SA target (expanded access),"GET /api/roles/{Senior Service Advisor} as Admin: present, default=true, deletable=false, usersCount=8 (retained). 32 perms: WO V/E/D, WOL E+D, schedule V/E/D, customers V+E, partSales V/E/D, catalog V+E, vendor V/E/D, invoicing V/E/D, timesheets V+E, reports+customerPortal ON, no settings/billing, woFullViewMode, cross Fin+APAR+History ON.","Sr SA role name preserved; 8 users retained; expanded-access permission set (Customer portal, AP/AR, Reports) matches documented target. Migration outcome confirmed.",Yes
26515,Migration,Legacy 'Service Advisor' users land on system 'Service Advisor' (incl. spec-documented exclusion of Timesheet editing),Passed,,Role = Service Advisor; Timesheets Create&Edit OFF AND Delete OFF; other WO/customer/invoicing access present,"GET /api/roles/{Service Advisor} as Admin: present, default=true, deletable=false, usersCount=3 (retained). 26 perms. Timesheets = View ONLY: timesheetsView present, NO timesheetsCreateAndEdit and NO timesheets-delete (both OFF per SV-4046/4190/6593). Also WO V+E (no delete), WOL E+D, schedule V/E/D, customers V+E, partSales V+E, catalog V+E, vendor V+E, invoicing V/E/D, customerPortal ON, seeFinancialData ON, seeApArData OFF, woFullViewMode.",Service Advisor role name preserved; 3 users retained; spec-documented Timesheet-editing exclusion confirmed (View only). Migration outcome confirmed.,Yes
26516,Migration,Legacy 'Foreman' users land on system 'Foreman' role,Passed,,Role = Foreman; permission summary matches documented target; cannot edit timesheets,"GET /api/roles/{Foreman} as Admin: present, default=true, deletable=false, usersCount=15 (retained). 23 perms: WO V+E (no delete), WOL E+D, schedule V/E/D, customers V+E, full-ish Parts (partSales V, catalog V+E, vendor V+E), invoicing V+E, timesheets V ONLY (cannot edit), woFullViewMode, cross Fin+History ON (APAR OFF).","Foreman role name preserved; 15 users retained; permission set matches documented target (WO/Customer ops, Parts, timesheets view-only). Migration outcome confirmed.",Yes
26517,Migration,Legacy 'Technician' users land on system 'Technician' role,Passed,,Role = Technician; permission summary matches documented target; View mode = Tech view,"GET /api/roles/{Technician} as Admin: present, default=true, deletable=false, usersCount=66 (retained). 7 perms: workOrdersView, workOrdersCreateAndEdit, workOrderLinesCreateAndEdit, customersView, scheduleView, woPickParts; view mode = woTechViewMode (Tech view per spec). No Reports/Parts-Dept/Settings; cross toggles all OFF. (WO/WOL Create&Edit present is the current Technician config for editing assigned lines.)",Technician role name preserved; 66 users retained; Tech view mode + Pick parts confirmed. Migration outcome confirmed.,Yes
26518,Migration,Legacy 'Parts Manager' users land on system 'Parts Manager' role,Passed,,"Role = Parts Manager; permission summary matches documented target (full Parts Dept, no WO/WOL delete, schedule view only)","GET /api/roles/{Parts Manager} as Admin: present, default=true, deletable=false, usersCount=4 (retained). 31 perms: full Parts Dept (partSales/catalog/vendor all V/E/D), customers V/E/D, invoicing V/E/D; WO V+E (no workOrdersDelete), WOL Create&Edit (no workOrderLinesDelete); scheduleView only; reports+customerPortal ON; settings Parts+Finance+DataImport; cross Fin+APAR+History ON.",Parts Manager role name preserved; 4 users retained; permission set matches documented target. Migration outcome confirmed.,Yes
26519,Migration,Legacy 'Parts Tech' / 'Parts Technician' users land on system 'Parts Technician',Passed,,Role label shown consistently (one canonical label); permission summary matches documented Parts Tech target,"GET /api/roles/{Parts Tech} as Admin: present, default=true, deletable=false, usersCount=12 (retained). Label is shown consistently as 'Parts Tech' across the Roles list and template (no conflicting 'Parts Technician' label observed on staging -> canonical, no bug). 19 perms: WO View only, no WOL, scheduleView, customers V+E, partSales V+E, catalog V+E, vendor V/E/D, invoicing V+E, timesheets V, woPickParts+woOrderParts ON, woFullViewMode, seeFinancialData ON (APAR OFF), viewHistoryLogs ON.",Parts Tech role name preserved & consistently labelled; 12 users retained; permission set matches documented target. Migration outcome confirmed.,Yes
26520,Migration,Legacy 'Sales Representative' users land on system 'Sales Representative',Passed,,Role = Sales Representative; permission summary matches documented target (Reports + financial data only),"GET /api/roles/{Sales Representative} as Admin: present, default=true, deletable=false, usersCount=17 (retained). Exactly 3 perms: reportsPageAccess, seeFinancialData, seeApArData. All 9 CRUD areas OFF, all other page toggles OFF, no WO sub-toggles, no view-mode.",Sales Representative role name preserved; 17 users retained; minimal Reports+financial-data permission set matches documented target. Migration outcome confirmed.,Yes
26521,Migration,Legacy 'SA Technician' users land on system-ssa (consolidated with Service Advisor and SA No Reports),Blocked,,A legacy-SA-Technician user now = Senior Service Advisor; summary matches Sr SA row; capability changes + SV-7527 notification observed,"Legacy 'SA Technician' role and its users are NOT present on staging (consolidation already applied). Cannot locate a user previously on legacy SA Technician nor confirm the consolidation event or the SV-7527 shop notification. Observable only: Senior Service Advisor system role exists (32 perms, usersCount=8).",Blocked: references specific legacy 'SA Technician' data not on staging; consolidation-into-Sr-SA and notification are unverifiable this session.,No
26522,Migration,Legacy 'SA No Reports' users also land on system-ssa (third role in the SA consolidation),Blocked,,A legacy-SA-No-Reports user now = Senior Service Advisor with Reports now visible; notification documents the gain,Legacy 'SA No Reports' role/users NOT present on staging. Cannot locate such a user or confirm the Reports-access gain per user or the shop notification. Observable only: Senior Service Advisor has reportsPageAccess ON (would be the gain) and usersCount=8.,Blocked: references specific legacy 'SA No Reports' data not on staging; per-user consolidation and notification unverifiable.,No
26523,Migration,Legacy 'SA Limited View' users land on system-jsa (NEW Junior Service Advisor split),Blocked,,A legacy-SA-Limited-View user now = system-jsa (Junior Service Advisor) with the §3c JSA matrix,"Legacy 'SA Limited View' role/users NOT present on staging AND there is NO system-jsa / 'Junior Service Advisor' role among the 11 system roles on this tenant (roles present: Admin, Office, Time Clock, Service Manager, Service Advisor, Foreman, Technician, Parts Manager, Parts Tech, Senior Service Advisor, Sales Representative). The JSA split is not present here.",Blocked: both the legacy 'SA Limited View' data and the target system-jsa role are absent on staging; nothing to verify.,No
26524,Migration,Legacy 'Reporting' users land on system-salesrep (CORRECTED — legacy script wrongly assigned to Administrator),Blocked,,A legacy-Reporting user now = Sales Representative (NOT Administrator); Reports + AP/AR access only,"Legacy 'Reporting' role/users NOT present on staging. Cannot locate a user previously on legacy Reporting to confirm the corrected mapping (Sales Representative, not Administrator). Observable only: Sales Representative exists with exactly Reports+seeFinancialData+seeApArData (3 perms).",Blocked: references specific legacy 'Reporting' data not on staging; the critical 'lands on Sales Rep not Administrator' correction is unverifiable without a legacy-Reporting user.,No
26525,Migration,Changing a user's role forces re-authentication,Passed,,Changing a user's role triggers forced logout; new role applies on next login; prior session forced to re-auth,"Held an authenticated Tech session (Time Clock, 3 perms, fe-permissions=200). As Admin changed that staff member's role (POST /api/staff/{id}/change -> Technician, HTTP 201). The held session's very next request immediately returned HTTP 409 'Session has expired.' (also at +2s) — session invalidated, forcing re-auth. A fresh Tech login returned the new Technician set (7 perms, view_mode=tech), confirming new role applies on next login. Restored staff to Time Clock (77b069d1..., HTTP 201; re-verified 3 perms).",Session invalidation on role change is observable (held session -> 409 'Session has expired'); new role applies on fresh login. Matches EXPECTED. Tech restored to Time Clock.,Yes
26526,Staff Record Settings,"Tech scheduling availability is determined by department assignment, not role",Blocked,,"User A (dept incl. scheduling) is schedulable; User B (dept without) is not, until B's dept changes","Not executed. Requires two users on the SAME role but different department assignments (one with scheduling, one without) and use of the Schedule grid to compare, plus a controlled department change.","Blocked: requires provisioning two same-role users with specific department scheduling config; quick-login only exposes admin (Admin) and tech (Time Clock), and building/altering real staff+departments to compare is out of scope (must not change real staff). Not safely reproducible this session.",No
26527,Staff Record Settings,WO line clock-in is gated by per-staff 'Time Clock' setting on the staff record,Blocked,,User C (Time Clock ON) can clock in on a labor line; User D (Time Clock OFF) has no/disabled clock-in control,"Confirmed the per-staff 'Time Clock' toggle exists on the Edit Staff Member record. Did NOT execute the WO-line clock-in comparison: needs two Technician-role users with the per-staff Time Clock setting ON vs OFF, each with an assigned WO containing a labor line.","Blocked: requires two same-role (Technician) users differing only in per-staff Time Clock setting, plus assigned WOs with labor lines, to compare the line clock-in control. quick-login only provides admin/tech; constructing this without modifying real staff/WOs is out of scope this session.",No
26528,Staff Record Settings,Universal clock in/out is available to ANY active staff record regardless of role,Blocked,,Every user incl. Administrator can clock in/out via universal control; all recorded in timesheets,"Admin (Admin role) DOES show the universal 'Clock In' control in the top header ('timer Clock In', '0.46 Hrs Today'). The Tech (Time Clock role) user did NOT show a header clock control (likely per-staff clockable OFF). Could not test Service Advisor or a clockable Time Clock user, nor verify timesheet entries for three roles.","Blocked: full verification needs three active users of different roles (Admin, Service Advisor, Time Clock) all with the per-staff Time Clock/clockable setting enabled, plus timesheet inspection. quick-login exposes only admin (has control) and tech (no control, likely clockable OFF); cannot provision a clockable Service Advisor without altering real staff. Partial signal recorded; not a definitive pass/fail.",No
26529,QuickBooks Relocation,QuickBooks settings live under Finance and are visible when Settings > Finance sub-toggle is ON,Failed,stale,QuickBooks entry visible under FINANCE in the left sidebar; QuickBooks config page loads,"As Administrator (Finance visible), the left-sidebar FINANCE group contains only 'Payment Methods' — there is NO QuickBooks entry under Finance. Global top-search for 'QuickBooks' returns 'No results'. No QuickBooks entry exists anywhere in the sidebar (Integrations group has only 'IBS'). Direct routes /administration/quickbooks and /administration/finance/quickbooks render no QuickBooks page.",stale case / behavior mismatch: QuickBooks is not present under Finance (or anywhere) on this staging shop. FINANCE shows only Payment Methods. QuickBooks appears removed/relocated or feature-gated off. Deviates from expected; not logged as pass.,No
26530,QuickBooks Relocation,QuickBooks settings are hidden when Settings > Finance sub-toggle is OFF,Failed,stale,"With Finance sub-toggle OFF, FINANCE group hidden or shows no QuickBooks entry; direct QuickBooks URL denied","The premise cannot be established: even as Administrator with Finance ON, there is NO QuickBooks entry under Finance (Finance group has only 'Payment Methods') and global search for 'QuickBooks' returns 'No results'. QuickBooks is effectively absent for all users, so its gating by the Finance sub-toggle cannot be exercised. (The Finance sub-toggle does gate the FINANCE group / Payment Methods, but not a QuickBooks entry.)","stale case / behavior mismatch: QuickBooks does not exist under Finance on this shop, so the sub-toggle-gates-QuickBooks scenario can't be validated. QuickBooks is absent everywhere. Not logged as pass.",No
26531,QuickBooks Relocation,Legacy 'Integrations' settings group/section is no longer present anywhere,Failed,stale,No 'Integrations' group/item in sidebar; 'Integrations' search returns nothing; 'QuickBooks' search returns the QuickBooks entry under FINANCE,"The left sidebar STILL contains an 'INTEGRATIONS' group (with an 'IBS' item). Global top-search for 'QuickBooks' returns 'No results' (not a FINANCE entry as expected). So both key assertions fail: the Integrations group is present, and QuickBooks is not found under Finance.","stale case / behavior mismatch: the 'Integrations' sidebar group is still present (now hosting 'IBS'), contradicting the expectation that it is removed; and QuickBooks is absent from Finance and from search. The described relocation (QB -> Finance, Integrations removed) does not match current staging. Not logged as pass.",No
26532,User Feedback Strings,Create success toast wording,Passed,,"Success toast 'Role created successfully.' (green check_circle, Close action)","Created a custom role (name 'ZZAUTOTEST QA <ts>', 6 permissions) via Create Custom Role > Skip template > Create. A success toast reading exactly 'Role created successfully.' appeared and the app navigated back to the Roles & Permissions list.",Toast wording matches spec exactly: 'Role created successfully.',Yes
26533,User Feedback Strings,Update success toast wording,Passed,,"Success toast 'Role updated successfully.' (green check_circle, Close action) after confirming in Confirm Permission Updates dialog","Edited the ZZAUTOTEST custom role, turned on the 'View History Logs' permission, clicked Save. A 'Confirm Permission Updates' dialog appeared ('Review the changes below before confirming...', Added permissions: View History Logs, Cancel/Confirm). Clicked Confirm -> success toast 'Role updated successfully.' appeared and app returned to the roles list.",Toast wording matches spec exactly: 'Role updated successfully.' after confirming the Confirm Permission Updates dialog.,Yes
26534,User Feedback Strings,Custom role delete (0 users) — confirmation modal copy matches spec,Passed,,Modal opens (delete confirmation for a 0-user custom role),"On the Roles list, opened the three-dot menu on a 0-user custom role (ZZAUTOTEST, Users=0) and clicked Delete. A confirmation modal opened. Title: 'Confirmation'. Body: 'Are you sure you want to delete this role? This action cannot be undone.' Buttons: 'Cancel' and 'Delete' (primary).",Matches: a delete confirmation modal opens for a 0-user custom role with clear confirm copy and Cancel/Delete actions.,Yes
26535,User Feedback Strings,Custom role delete (with assigned users) — block modal copy matches spec,Failed,stale,A blocking modal appears (NOT a regular delete confirmation); user cannot proceed to delete,"For a custom role WITH assigned users (A2 - Custom, Users=1), the Roles-list three-dot menu offers ONLY 'View Permissions' — there is NO Delete option at all. Additionally, on that role's Edit page the 'Delete Role' button is disabled. So deletion is prevented, but no blocking modal is shown.","stale case — behavior OK: the protective behavior (a role with assigned users cannot be deleted) IS enforced, but the mechanism differs from the case — instead of a blocking modal, the Delete action is omitted from the three-dot menu and the edit-page Delete Role button is disabled. No blocking modal appears, so the specified copy cannot be verified. Not logged as pass.",No
26536,User Feedback Strings,See Financial Data toggle ON — confirmation modal copy matches spec,Failed,stale,"On turning See Financial Data ON, a modal opens warning about granting financial data access","In Edit Role > Cross-Cutting Toggles, clicked the 'See Financial Data' toggle (OFF->ON). The toggle flipped to ON immediately with NO confirmation/warning modal shown. The financial-access warning modal described in the case does not appear on toggle.","Behavior deviates from expected: no confirmation modal appears when enabling See Financial Data — the toggle enables directly. Likely a stale case (the on-toggle warning modal was removed) or a regression; the granting of financial access is only summarized later in the generic 'Confirm Permission Updates' dialog on Save, not a dedicated warning modal on toggle. Not logged as pass.",No
26537,User Feedback Strings,Permission validation error — required Role name missing on Create,Passed,,Form submission is blocked. Validation error appears.,"On Create Role page with Role Name blank, the Create button is disabled (submission blocked). Touching then clearing the Role Name field surfaces an inline validation error 'Role name is a required field'. URL stays on /roles-permissions/new (no submission).",Matches: submission is blocked (Create disabled) and a validation error 'Role name is a required field' appears.,Yes
26538,User Feedback Strings,Duplicate role name on Create — error copy matches spec,Passed,,Creation blocked. Error appears.,"Create Role, entered existing custom role name 'Cust0m' (with a unique permission set to avoid the identical-permissions prompt), clicked Create. A warning toast appeared: 'Role name already exists in the Organization. Please try to resolve this.' (Close action). Creation was blocked (stayed on /new; verified via API that no second 'Cust0m' role was created).",Matches: duplicate name blocks creation and shows an error. Copy: 'Role name already exists in the Organization. Please try to resolve this.',Yes
26539,User Feedback Strings,Staff role reassign shows no success toast (row updates; billing note in modal),Passed,,"Step 1: Edit Staff Member modal shows Role select with inline orange note 'Role changes may impact billing.'; Step 2: Save & Close closes modal, row reflects new role, NO success toast",Opened Edit Staff Member for the throwaway Tech (verified email tech@shopview.com). Modal showed the Role select with the inline orange note exactly 'Role changes may impact billing.'. Changed Role from Time Clock to Technician and clicked Save & Close: the modal closed and NO toast was emitted (unlike role Create/Update which show 'Role created/updated successfully.'). Tech restored to Time Clock afterward.,"Matches both parts: the orange billing note 'Role changes may impact billing.' is present under the Role select, and the reassign Save & Close path emits no success toast while closing the modal and updating the row.",Yes
26540,Cross-Permission Combinations,Custom role with ALL permissions OFF - user blocked from every feature,Blocked,,Zero-permission user blocked from every feature; minimal landing,"Cannot create an all-permissions-off custom role: role create/update API returns HTTP 400 {""error"":""At least one permission is required""}. The 'Zero Permissions' precondition is not establishable via the roles API.","Precondition not creatable - backend enforces at least one permission per role, so a true all-off role cannot be built/assigned.",No
26541,Cross-Permission Combinations,Custom role with ALL permissions ON - user has Administrator-equivalent capability,Passed,,All workflows function - operationally equivalent to Administrator; role remains a distinct editable/deletable Custom role,"Built ZZAUTOTEST with every feature permission + seeFinancialData/seeApArData/viewHistoryLogs all ON + full view. Assigned to Tech. fe-permissions confirmed 41 effective permissions (identical count to Admin), view_mode=full, all cross toggles true. Tech UI top nav shows all areas: Work Orders, Schedule, Customers, Parts, Reports. Role reported type=custom, editable=true, deletable=true.","Matches expected: admin-equivalent capability, role still a distinct Custom role",Yes
26542,Cross-Permission Combinations,System role cannot be deleted,Passed,,"System role cannot be deleted (no Delete in menu, or disabled)","API: all type=system roles report isDeletable=false. UI: opening the three-dot (more_vert) menu on the Service Manager system role shows only 'View Permissions' - no Delete option. Locked roles (Time Clock, Office) show only lock + eye icons (no menu at all).",Matches expected: system roles expose no Delete path,Yes
26543,Cross-Permission Combinations,"Non-editable system roles (Administrator, Office, Time Clock User) cannot be edited",Failed,real,"Administrator, Office, Time Clock all show lock + only eye icon (read-only); edit URL denied",Only 'Time Clock' and 'Office' are non-editable (isEditable=false; lock + eye-only). The 'Admin' (Administrator) system role is isEditable=true in the current build - it shows an edit pencil + three-dot menu and can be edited. Administrator is NOT lock-only.,"Contradicts expected: the Administrator role is editable in the current build (post-6/10 Owner consolidation), so it does not meet the 'lock + eye only, cannot edit' expectation. Only Office and Time Clock are truly locked.",No
