spec,line_no,class,section,story,requirement_id,raw_line
TU,638,CONTEXT-NOTE,Requirements,10,S10-R6,_* Context note: persistence is per-browser (not tied to the user's account); it persists across visits in the same browser but does not follow the user to another browser or device._
TU,640,HEADING,User Feedback Summary,,,## 7. User Feedback Summary
TU,642,TABLE-ROW,User Feedback Summary,,,Trigger| Message| Behavior
TU,643,TABLE-HDR,User Feedback Summary,,,---|---|---
TU,644,TABLE-ROW,User Feedback Summary,,,"No technician has clocked time in scope, or the user cleared all technicians, or the location produces no data| ""Empty bays, endless possibilities. Get Going!""| This exact string is the application's standard reports no-data label, shown in the data area; the Summary row is hidden. (The same message is used for the genuinely-no-data and the filter-cleared causes — this version does not use distinct copy for the two.)"
TU,645,TABLE-ROW,User Feedback Summary,,,"A download starts| ""Download started""| Success notification"
TU,646,TABLE-ROW,User Feedback Summary,,,"A download fails| ""Failed to download report""| Error notification"
TU,648,CONTEXT-NOTE,User Feedback Summary,,, _* Context note: choosing a download with no technician selected is a silent no-op (S7-N1) — it produces neither a file nor a message._
TU,650,HEADING,Change Log,,,## 8. Change Log
TU,652,TABLE-HDR,Change Log,,,Date| Reporter| Change| Notes
TU,653,TABLE-HDR,Change Log,,,---|---|---|---
TU,654,CHANGELOG-ROW,Change Log,,,2026-06-13| @chris / @claude| Spec drafted + hostile-eye locked; companion video recorded; published to Confluence (Draft — pending review).|
TU,655,CHANGELOG-ROW,Change Log,,,"2026-07-11| @claude| **Suite-alignment rewrite (code-verified) + 10-reviewer ESL audit hardening, as part of the 5-spec lockdown.** Added the **multi-location filter** (Story 9; rightmost, default active location, server-side reload, accessible-locations-constrained, hours pooled per technician and per day across locations, defensive restore, All-Locations shortcut, empty→active fallback). Added the **"" All Time""** date range as its own Story 10 (the prior draft referenced it only in the change log). Added a **Loading state** (S1-R10), a **reconciliation-scope** requirement (S1-R9: same range + same single location + closed records; open-clock and multi-location drill-through are deliberate scope differences, not defects) and scoped the §2 ""mismatch = defect"" note to match. **Est. Lost Labor** documented **per location** (S2-R8/S3-R5), with the **null vs $0.00 vs partial** cases pinned (S2-E2/E3/E4: ""$0.00"" for zero internal hours or a known $0 rate; ""—"" only when no rate at any contributing location; partial amounts value only rated-location hours, unmarked in this version) and the summary computed from unrounded values. Extended the **round-half-up** rule to cover Utilization % and made it a requirement (S2-R5/R7). Pinned **sort** behavior (S2-R13: all six columns sortable, first-click-on-Technician→descending, no third state, indicator on load, tiebreak + stable order for duplicate names, nulls-to-bottom S2-R17). Clarified persistence (deselected-technician set; sort not persisted; per-day pooling; expansion not persisted, S4-R5). Reworded the **info-icon tooltip** to the per-location model (S8-R7) and added an **accessibility block** (S8-R10..R14: aria-sort, ""—"" AT text, keyboard expand controls, contrast, touch tooltip, link affordance). CSV comma-quoting (S7-R10). Stripped the sibling-report (""Technician Efficiency"") reference (S1-R1, Story 8) so the spec stands alone; the Timesheet Activities dependency (shared clock data + deep-link target) is retained as a functional dependency. §2 ""shop totals"" → ""visible technicians"".|"
TU,656,CHANGELOG-ROW,Change Log,,,"2026-07-11| @chris| **Owner decision — Est. Lost Labor valued per location** (S2-R8, S3-R5, §3). Each technician's internal hours are valued at the default labor rate of the location where they were clocked, then summed. _Build-delta: the current rollup applies a single (first-encountered, chronologically-earliest) location rate to the technician's total internal hours, and the shipped info-icon tooltip reads ""Default labor rate multiplied by internal hours"" (single-rate); the rollup must be changed to accumulate lost-labor dollars per location and the tooltip updated to the S8-R7 wording. Single-location views are already exact._|"
TU,657,CHANGELOG-ROW,Change Log,,,"2026-07-16| @chris / @claude| Removed All Time (deleted Story 10; simplified S6-R4); capped Custom at 366 days; per-day breakdown now loads lazily on expand (Story 4); **timezone model changed to a single report-level time zone (active workplace) matching Timesheet Activities (S1-R7), resolving the S1-R7/S1-R9 multi-location divergence** ; header cleanup (removed Companion Video row).| Per Milan Zivanovic's 2026-07-15 engineering review (timezone = his option 1)."
TU,658,CHANGELOG-ROW,Change Log,,,"2026-07-29| @chris / @claude| Added the suite-standard column selector; made Est. Lost Labor a toggleable (hideable) column; the PDF export logo now uses the shared resolver (org logo → bundled ShopView default → none); added a per-row Location column (shown when more than one location is in scope) plus a ""Locations:"" export line; exports now mirror the selected columns.|"
WIP,1,CAPTURE-HDR,,,,# WIP (Work In Progress) Report
WIP,3,CAPTURE-HDR,,,,> **VERBATIM CAPTURE — current Confluence spec**
WIP,4,CAPTURE-HDR,,,,> - pageId: 703660034
WIP,5,CAPTURE-HDR,,,,> - Page title: WIP (Work In Progress) Report
WIP,6,CAPTURE-HDR,,,,> - Current version: v6
WIP,7,CAPTURE-HDR,,,,> - Last updated: 2026-07-29T06:33:58.148Z by Chris Ward
WIP,8,CAPTURE-HDR,,,,> - Confluence space: ~712020aa00b8d6a71f4259891982a304227c20
WIP,9,CAPTURE-HDR,,,,"> - Captured: 2026-07-31 (REST storage-format -> markdown via html2text, unicode-preserving; escape-normalized to match the 2026-07-28 capture pipeline — validated 6/6 byte-identical on the prior versions)"
WIP,11,RULE,,,,---
WIP,12,TABLE-ROW,(front matter),,,|
WIP,13,TABLE-HDR,(front matter),,,---|---
WIP,14,META-TABLE,(front matter),,,**Epic**|  TBD
WIP,15,META-TABLE,(front matter),,,**Owner**|  Chris W.
WIP,16,META-TABLE,(front matter),,,**Status**|  Draft — 2026-07-19
WIP,17,META-TABLE,(front matter),,,**Branch**|  TBD
WIP,19,HEADING,Work In Progress — Product Specification,,,# Work In Progress — Product Specification
WIP,21,HEADING,Business Case,,,## 1. Business Case
WIP,23,NARRATIVE,Business Case,,,"Shop managers need to see, at any moment, every open job on the floor and how much money is tied up in it — the work that has been authorized but not yet invoiced. Today that number lives only inside individual work orders; there is no single screen that lists every open job with its earned-versus-remaining value."
WIP,25,NARRATIVE,Business Case,,,"Just as important, an owner wants to know _where_ that money sits: how much has already been earned on the floor and is only waiting to be billed, versus how much is still work left to do. A single grand-total figure hides that split."
WIP,27,NARRATIVE,Business Case,,,"The Work In Progress report answers both. It lists every open work order — one row each — and splits each job's value into what has been **earned** (work already done) and what is still **remaining** (approved work not yet done). A summary strip across the top rolls the whole floor into a handful of headline figures, and four tabs separate jobs by how far along they are."
WIP,29,HEADING,Feature Overview,,,## 2. Feature Overview
WIP,31,NARRATIVE,Feature Overview,,,**Core report**
WIP,33,NARRATIVE,Feature Overview,,,"  * The report shows one row per open work order for the selected location(s): a service work order whose status is Estimate, Approved, In Progress, Review, or Complete."
WIP,34,NARRATIVE,Feature Overview,,,"  * Each open job is placed in one of four tabs by how far along it is: **Approved - partially completed** , **Approved - not started** , **Completed** , and **Estimates**."
WIP,35,NARRATIVE,Feature Overview,,,"  * Each row shows the work order number, status, customer, asset (unit number over vehicle identification number), advisor, how long the job has been open, an earned/remaining money breakdown, an optional labor-hours delta, and a pinned **Total** (earned + remaining)."
WIP,36,NARRATIVE,Feature Overview,,,"  * A summary strip across the top shows the whole floor as headline figures — Total Earned (the hero), Total Remaining, and a per-stage breakdown — and recomputes as the user filters."
WIP,37,NARRATIVE,Feature Overview,,,  * Each tab is a flat table with a pinned **Total** column on the far right and a Totals row at the bottom summing the jobs in that tab.
WIP,38,NARRATIVE,Feature Overview,,,"  * The user can choose which columns show, filter by advisor / customer / asset / date range / location, and download the current tab as a PDF or CSV."
WIP,39,NARRATIVE,Feature Overview,,,"  * A per-row **Location** column appears automatically only when the report is scoped to more than one location, naming each work order's location; it is hidden when a single location is in scope. Every export includes the Location column when it is shown, plus a ""Locations:"" line naming the scope."
WIP,43,CONTEXT-NOTE,Feature Overview,,,"_* Context note: ""earned"" means the value of approved work already performed — labor hours clocked toward the estimate, plus parts already received. ""Remaining"" means the value of approved work not yet performed — labor still to be worked, plus parts ordered but not yet received. A job's Total is earned + remaining; it is the report's own money figure, not the work order's stored grand total._"
WIP,45,NARRATIVE,Feature Overview,,,**Relationship to the work order**
WIP,47,NARRATIVE,Feature Overview,,,  * The report reads live from the same work-order data the shop already maintains; it stores nothing of its own and never changes a work order.
WIP,48,NARRATIVE,Feature Overview,,,  * Every money figure is derived only from the work order's **approved** line items (lines the shop has authorized). Lines that are not yet approved contribute nothing.
WIP,52,LABEL,Feature Overview,,,**Out of scope**
WIP,54,NARRATIVE,Feature Overview,,,"  * **A trend / over-time view.** This report shows the floor as it stands right now. It does not chart work-in-progress dollars over time, and there is no Trend tab in this version. (The nightly WIP snapshot that a future Trend view will read _is_ captured in this version — see Story 11 — but no screen in this report displays that history yet.)"
WIP,55,NARRATIVE,Feature Overview,,,"  * Fees, discounts, and tax on these not-yet-invoiced jobs are not shown; the report is a labor-and-parts earned/remaining view."
WIP,56,NARRATIVE,Feature Overview,,,  * Scheduling exports to run automatically is not included.
WIP,60,HEADING,Feature Overview,,,### Known Limitations (v1)
WIP,62,NARRATIVE,Feature Overview,,,"These are deliberate v1 boundaries, documented so QA does not file them as defects:"
WIP,64,NARRATIVE,Feature Overview,,,  * **No trend view.** Work-in-progress over time is not drawn in this version (see Out of scope). The nightly snapshot that would feed it _is_ captured (Story 11); this version simply has no screen that reads it.
WIP,65,NARRATIVE,Feature Overview,,,"  * **"" Days Open"" is not grammatically pluralized** — it renders ""1 days"" and ""0 days"" (Story 4)."
WIP,66,NARRATIVE,Feature Overview,,,"  * **Export column labels differ from the screen for two columns.** On screen the asset column header reads ""Asset"" and the location column reads ""Location""; in the downloaded PDF/CSV the same two columns are headed ""Unit"" and ""Branch"" (Story 9, S9-E1)."
WIP,70,HEADING,Key Decisions,,,## 3. Key Decisions
WIP,72,NARRATIVE,Key Decisions,,,"  * **A job's Total is Earned + Remaining, not the work order's grand total.** The report's money figure is deliberately the approved-work earned/remaining sum, so it excludes tax, fees, discounts, and any non-approved lines. A Total that differs from the work order's own grand total is expected, not a data error."
WIP,73,NARRATIVE,Key Decisions,,,"  * **The date range defaults to ""This Week.""** A fresh visit shows the open work orders created in the current week; the user can widen to any other preset or a Custom range. ""All Time"" is not offered (Story 7)."
WIP,74,NARRATIVE,Key Decisions,,,"  * **Every open job is listed, including one with nothing approved yet.** An open estimate with no approved lines still appears (in the Estimates tab), with its earned and remaining both at $0.00."
WIP,75,NARRATIVE,Key Decisions,,,"  * **Jobs are separated into four tabs by progress, and there is no on-screen status filter.** The tab a job lands in is derived from its status and whether any work has started (Story 3); the four tabs take the place of a status filter."
WIP,76,NARRATIVE,Key Decisions,,,"  * **The summary strip recomputes from the jobs currently visible.** Filtering by advisor, customer, or asset immediately re-rolls the headline figures and every tab's Totals row from the still-visible jobs, with no reload."
WIP,77,NARRATIVE,Key Decisions,,,"  * **The advisor, customer, and asset filters work on screen only; the date range and location filters reload the report.** Narrowing to an advisor/customer/asset hides rows instantly; changing the date range or location re-fetches from the server."
WIP,78,NARRATIVE,Key Decisions,,,"  * **The report remembers the user's date range, advisor / customer / asset selections, location selection, column selection, and active tab** (per browser) and restores them on return."
WIP,79,NARRATIVE,Key Decisions,,,"  * **"" Est."" labor hours are the measuring stick on this not-yet-invoiced report.** The Inv. Hrs column compares the hours quoted on the approved work against the hours actually worked, so a manager can see whether a job is beating or overrunning its labor estimate before it is billed (Story 4)."
WIP,80,NARRATIVE,Key Decisions,,,"  * **The nightly WIP snapshot is in scope.** Once per day the report captures each open work order's earned and remaining value, keyed per work order per day, using the same money model as the on-screen report (Story 11). No screen reads it in this version; it is captured now so a future Trend view reads a consistent history."
WIP,81,NARRATIVE,Key Decisions,,,"  * **The per-row Location column is automatic, not a manual toggle.** It appears only when the current scope spans more than one location and is hidden for a single location, so a single-location view is never cluttered with a redundant column. Because a work order belongs to exactly one location, each WIP row names its own location — a WIP row never shows ""Multiple"". Every export still names the scope on a ""Locations:"" line."
WIP,85,CONTEXT-NOTE,Key Decisions,,,"_* Context note: removing ""All Time"" and defaulting to ""This Week"" is a Chris product decision, not a scalability fix. Milan Zivanovic had approved keeping ""All Time"" on WIP — its population is bounded to currently-open work orders (not a historical scan), so ""All Time"" was never a scalability risk. This change is a product/UX choice._"
WIP,87,CONTEXT-NOTE,Key Decisions,,,"_* Context note: the report saves its settings in the user's browser only, not on their account. Settings persist across visits and reloads in the same browser but do not follow the user to another browser or device._"
WIP,89,HEADING,Terminology,,,## 4. Terminology
WIP,91,NARRATIVE,Terminology,,,"  * **Open work order** → A service work order whose status is Estimate, Approved, In Progress, Review, or Complete. Invoiced, Paid, and Declined work orders are not open and never appear."
WIP,92,NARRATIVE,Terminology,,,  * **Approved line / approved work** → A line item the shop has authorized (line status authorized or complete). All of the report's money comes only from approved lines.
WIP,93,NARRATIVE,Terminology,,,  * **Earned** → The value of approved work already performed: the portion of approved labor covered by clocked time (capped at the quoted amount per line) plus approved parts already received.
WIP,94,NARRATIVE,Terminology,,,  * **Remaining** → The value of approved work not yet performed: approved labor not yet earned plus approved parts ordered but not yet received.
WIP,95,NARRATIVE,Terminology,,,"  * **Total** → For a row, Earned + Remaining. Shown as the pinned, bold headline column. (Not the work order's stored grand total.)"
WIP,96,NARRATIVE,Terminology,,,  * **Inv. Hrs (labor-hours delta)** → Quoted labor hours minus worked (clocked) labor hours across the approved lines. Positive means the job is under its labor estimate; negative means it has overrun.
WIP,97,NARRATIVE,Terminology,,,"  * **Days Open** → Whole days since the work order was created: elapsed time divided by 24 hours, floored (never negative)."
WIP,98,NARRATIVE,Terminology,,,"  * **Asset** → The vehicle or unit the job is for, identified by its unit number and its vehicle identification number."
WIP,99,NARRATIVE,Terminology,,,"  * **Snapshot** → A once-daily recorded set of per-work-order earned/remaining figures for a given calendar date (Story 11), captured for a future Trend view."
WIP,100,NARRATIVE,Terminology,,,"  * **Location (column)** → A per-row column naming the work order's location, shown automatically only when the report is scoped to more than one location and hidden when a single location is in scope. In every export it is headed ""Branch"" (S9-E1) and is accompanied by a ""Locations:"" line naming the scope."
WIP,104,HEADING,Assumptions,,,## 5. Assumptions
WIP,106,NARRATIVE,Assumptions,,,"  * Approved line items carry the data needed to value them: a labor time estimate and a labor rate for labor, and a quantity and sell price for parts."
WIP,107,NARRATIVE,Assumptions,,,  * A work order's created date is the anchor for Days Open and for the date-range filter.
WIP,108,NARRATIVE,Assumptions,,,"  * Fees, discounts, and tax are not resolved for these non-invoiced work orders and are therefore not shown on this report."
WIP,112,HEADING,Requirements,,,## 6. Requirements
WIP,114,HEADING,Requirements,1,,### Story 1: Report Access and Tabs
WIP,116,STORY-INTRO,Requirements,1,,"The report is reachable from the reports navigation and opens on the first section tab, with four tabs in total."
WIP,118,LABEL,Requirements,1,,**Design:** See Story 10 **Jira:** TBD
WIP,120,LABEL,Requirements,1,,**Prerequisites:**
WIP,122,PREREQ,Requirements,1,,  * The user must have the permission that grants access to Work In Progress reports.
WIP,126,CONTEXT-NOTE,Requirements,1,,"_* Context note: the report reuses one existing reporting permission; it does not add a new one, and the same permission covers the report and its downloads._"
WIP,128,LABEL,Requirements,1,,**Requirements:**
WIP,130,REQ-DEF,Requirements,1,S1-R1,"  * **S1-R1:** The report appears in the reports navigation under the **Performance** group, labeled ""Work In Progress""."
WIP,131,REQ-DEF,Requirements,1,S1-R2,"  * **S1-R2:** Opening the report shows four tabs, labeled (in order) ""Approved - partially completed"", ""Approved - not started"", ""Completed"", and ""Estimates""."
WIP,132,REQ-DEF,Requirements,1,S1-R3,"  * **S1-R3:** The ""Approved - partially completed"" tab is selected by default on load."
WIP,133,REQ-DEF,Requirements,1,S1-R4,"  * **S1-R4:** Each tab's label shows the count of work orders currently in that tab, in parentheses (for example, ""Completed (22)"")."
WIP,134,REQ-DEF,Requirements,1,S1-R5,"  * **S1-R5:** The browser page title is ""Work In Progress - Report | ShopView"" (the separator is a plain hyphen with one space on each side)."
WIP,138,LABEL,Requirements,1,,**Negative Cases:**
WIP,140,REQ-DEF,Requirements,1,S1-N1,"  * **S1-N1:** If the user does not have the required permission, the report does not appear in the navigation."
WIP,144,HEADING,Requirements,2,,"### Story 2: Work-Order Scope, Loading, and Empty State"
WIP,146,STORY-INTRO,Requirements,2,,The report lists every open work order for the selected location(s).
WIP,148,LABEL,Requirements,2,,**Design:** See Story 10 **Jira:** TBD
WIP,150,LABEL,Requirements,2,,**Prerequisites:**
WIP,152,PREREQ,Requirements,2,,  * The report has loaded.
WIP,156,LABEL,Requirements,2,,**Requirements:**
WIP,158,REQ-DEF,Requirements,2,S2-R1,"  * **S2-R1:** A work order appears only if ALL of the following hold: it is a service work order; its status is one of Estimate, Approved, In Progress, Review, or Complete; and it belongs to a selected location (Story 7)."
WIP,159,REQ-DEF,Requirements,2,S2-R2,"  * **S2-R2:** Work orders whose status is Invoiced, Paid, or Declined never appear, in any tab, any Totals row, the summary strip, or any download."
WIP,160,REQ-DEF,Requirements,2,S2-R3,  * **S2-R3:** Part-sale work orders never appear.
WIP,161,REQ-DEF,Requirements,2,S2-R4,"  * **S2-R4:** Each qualifying work order appears exactly once, in exactly one tab (Story 3), including a work order with nothing approved yet (its earned and remaining both show ""$0.00"")."
WIP,162,REQ-DEF,Requirements,2,S2-R5,"  * **S2-R5:** While the report is loading, the data area shows the standard reports loading indicator; existing rows are replaced only when the new data returns."
WIP,163,REQ-DEF,Requirements,2,S2-R6,  * **S2-R6:** The report reloads its rows when the user changes the date range or the location selection (Story 7).
WIP,167,LABEL,Requirements,2,,**Negative Cases:**
WIP,169,REQ-DEF,Requirements,2,S2-N1,"  * **S2-N1:** If no work order qualifies for the current date range and location(s), each tab shows the standard reports no-data message (§7) in place of rows, and no Totals row."
WIP,170,REQ-DEF,Requirements,2,S2-N2,"  * **S2-N2:** If a single tab has no work orders but others do, that tab shows the no-data message while the others show their rows; the tab label count is ""(0)""."
WIP,174,HEADING,Requirements,3,,### Story 3: Tab Placement (Sectioning)
WIP,176,STORY-INTRO,Requirements,3,,"Each open work order is placed in exactly one tab, derived from its status and whether work has started."
WIP,178,LABEL,Requirements,3,,**Design:** See Story 10 **Jira:** TBD
WIP,180,LABEL,Requirements,3,,**Prerequisites:**
WIP,182,PREREQ,Requirements,3,,  * The report has loaded rows (Story 2).
WIP,186,LABEL,Requirements,3,,**Requirements:**
WIP,188,REQ-DEF,Requirements,3,S3-R1,  * **S3-R1:** A work order whose status is Estimate is placed in the **Estimates** tab.
WIP,189,REQ-DEF,Requirements,3,S3-R2,  * **S3-R2:** A work order whose status is Complete is placed in the **Completed** tab.
WIP,190,REQ-DEF,Requirements,3,S3-R3,  * **S3-R3:** A work order whose status is In Progress or Review is placed in the **Approved - partially completed** tab.
WIP,191,REQ-DEF,Requirements,3,S3-R4,"  * **S3-R4:** A work order whose status is Approved is placed in the **Approved - partially completed** tab when any labor time has been clocked or any part has been received against it, and in the **Approved - not started** tab otherwise."
WIP,195,CONTEXT-NOTE,Requirements,3,S3-R4,"_* Context note: ""work has started"" means a technician has clocked time to the job or a part has been received for it. An approved job with neither is treated as not started._"
WIP,197,HEADING,Requirements,4,,### Story 4: Columns and Calculations
WIP,199,STORY-INTRO,Requirements,4,,"Each row shows the work order's identity, its aging, and its earned/remaining money breakdown, in a fixed column order."
WIP,201,LABEL,Requirements,4,,**Design:** See Story 10 **Jira:** TBD
WIP,203,LABEL,Requirements,4,,**Prerequisites:**
WIP,205,PREREQ,Requirements,4,,  * The report has loaded rows (Story 2).
WIP,209,LABEL,Requirements,4,,**Requirements:**
WIP,211,REQ-DEF,Requirements,4,S4-R1,"  * **S4-R1:** The columns, in left-to-right order, are: WO #, Status, Customer, Asset, VIN, Location, Advisor, Days Open, Last Activity, Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Inv. Hrs, Total."
WIP,212,REQ-DEF,Requirements,4,S4-R2,"  * **S4-R2:** On first visit, the visible columns are: WO #, Status, Customer, Asset, Advisor, Days Open, Earned, Remaining, and Total."
WIP,213,REQ-DEF,Requirements,4,S4-R3,"  * **S4-R3:** Every other column (VIN, Last Activity, Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Inv. Hrs) is available in the column selector and off by default (Story 8). The **Location** column is not offered in the column selector; its visibility is automatic — shown only when more than one location is in scope (Story 7)."
WIP,214,REQ-DEF,Requirements,4,S4-R4,"  * **S4-R4:** WO #, Status, Customer, Asset, VIN, Location, and Advisor are left-aligned; every other column is right-aligned."
WIP,215,REQ-DEF,Requirements,4,S4-R5,  * **S4-R5:** WO # is shown as a link that opens the work order in the same browser tab; the user returns via the browser's back navigation.
WIP,216,REQ-DEF,Requirements,4,S4-R6,"  * **S4-R6:** Status is shown as a badge using the status's label (""Estimate"", ""Approved"", ""In Progress"", ""Review"", ""Complete""), color-coded per the application's standard status colors; the label text is always present, so color is never the sole signal."
WIP,217,REQ-DEF,Requirements,4,S4-R7,"  * **S4-R7:** The **Asset** column is a two-line cell: the unit number on the first line in bold, and the vehicle identification number on the second line in a smaller, muted style."
WIP,218,REQ-DEF,Requirements,4,S4-R8,"  * **S4-R8:** When a work order has no unit number, the Asset cell's first line shows ""(no unit #)""; when it has no vehicle identification number, the second line shows ""— no VIN —""."
WIP,219,REQ-DEF,Requirements,4,S4-R9,  * **S4-R9:** The Asset column sorts by unit number.
WIP,220,REQ-DEF,Requirements,4,S4-R10,"  * **S4-R10:** The **VIN** column (off by default) shows the vehicle identification number on its own line as a separate, sortable column."
WIP,221,REQ-DEF,Requirements,4,S4-R11,  * **S4-R11:** Customer shows the customer's company name; it is blank when no customer name exists.
WIP,222,REQ-DEF,Requirements,4,S4-R12,"  * **S4-R12:** Days Open shows the whole number of days since the work order was created — elapsed time divided by 24 hours, floored, never negative — rendered as ""X days"". The value is not grammatically pluralized: a same-day work order shows ""0 days"" and a one-day-old work order shows ""1 days""."
WIP,223,REQ-DEF,Requirements,4,S4-R13,"  * **S4-R13:** Last Activity shows how recently the work order was last touched: ""Today"" when the most recent activity was today, otherwise ""Xd ago""; it shows ""—"" when the work order has no recorded activity."
WIP,224,REQ-DEF,Requirements,4,S4-R14,"  * **S4-R14:** Money columns (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) show US-dollar currency with a leading ""$"", two decimal places, and thousands separators; a negative value shows a leading minus before the ""$"" (for example ""$1,234.56"" and ""-$1,234.56""); a genuine zero shows ""$0.00""."
WIP,225,REQ-DEF,Requirements,4,S4-R15,"  * **S4-R15:** **Labor Earned** is the value of approved labor already performed: for each approved line, the share of its quoted labor value covered by the time clocked to it (never more than the full quoted value), summed across the work order's approved lines."
WIP,226,REQ-DEF,Requirements,4,S4-R16,  * **S4-R16:** **Labor Remaining** is the approved labor value not yet earned: the total quoted value of the approved labor minus Labor Earned.
WIP,227,REQ-DEF,Requirements,4,S4-R17,  * **S4-R17:** **Parts Earned** is the sell value of approved-line parts already received.
WIP,228,REQ-DEF,Requirements,4,S4-R18,  * **S4-R18:** **Parts Remaining** is the sell value of approved-line parts ordered but not yet received (the outstanding quantity valued at its sell price including any core charge).
WIP,229,REQ-DEF,Requirements,4,S4-R19,  * **S4-R19:** **Earned** is Labor Earned plus Parts Earned.
WIP,230,REQ-DEF,Requirements,4,S4-R20,  * **S4-R20:** **Remaining** is Labor Remaining plus Parts Remaining.
WIP,231,REQ-DEF,Requirements,4,S4-R21,"  * **S4-R21:** **Total** is Earned plus Remaining. It is NOT the work order's stored grand total, and it is NOT the sum of any other displayed subtotal beyond Earned + Remaining."
WIP,232,REQ-DEF,Requirements,4,S4-R22,"  * **S4-R22:** The **Total** column is pinned to the far right of the row, shown in bold, and stays fixed to the right edge while the user scrolls the row sideways."
WIP,233,REQ-DEF,Requirements,4,S4-R23,"  * **S4-R23:** **Inv. Hrs** shows the quoted labor hours minus the worked (clocked) labor hours across the approved lines, as a signed number with one decimal place (""+2.0"", ""-14.0"", ""0.0""). A zero value shows unsigned as ""0.0"" (never ""+0.0"" or blank)."
WIP,234,REQ-DEF,Requirements,4,S4-R24,"  * **S4-R24:** On screen, Inv. Hrs is colored: green when positive, red when negative, and the default text color at exactly 0.0."
WIP,235,REQ-DEF,Requirements,4,S4-R25,"  * **S4-R25:** The initial sort is Days Open, longest-open first (descending)."
WIP,236,REQ-DEF,Requirements,4,S4-R26,"  * **S4-R26:** The user can re-sort by selecting any column header. The first click on a header sorts ascending; clicking the same header again toggles to descending; there is no third ""cleared"" state, and only one column sorts at a time."
WIP,237,REQ-DEF,Requirements,4,S4-R27,"  * **S4-R27:** Money and numeric columns sort by their underlying value; Days Open by its day count; Status by its displayed label; WO #, Customer, Asset, VIN, Location, and Advisor as text."
WIP,238,REQ-DEF,Requirements,4,S4-R28,  * **S4-R28:** Sorting reorders the rows within the active tab only; the Totals row stays at the bottom.
WIP,242,LABEL,Requirements,4,,**Edge Cases:**
WIP,244,REQ-DEF,Requirements,4,S4-E1,"  * **S4-E1:** In the Estimates tab, an open estimate with no approved work shows ""$0.00"" for every money column, including Total."
WIP,245,REQ-DEF,Requirements,4,S4-E2,"  * **S4-E2:** A row where the job has overrun its labor estimate shows a negative Inv. Hrs (for example ""-14.0"") in red; a job under its estimate shows a positive value in green."
WIP,249,CONTEXT-NOTE,Requirements,4,S4-E2,_* Context note: the WO # link opens in the same browser tab and the user returns via the browser's back navigation — the suite convention shared with Sales By Customer and Sales By Rep. (This report previously opened the work order in a new tab.)_
WIP,251,CONTEXT-NOTE,Requirements,4,S4-E2,"_* Context note: ""Days Open"" on screen is computed live and advances as time passes; in a downloaded file it is frozen at the moment the file was generated (Story 9), so a file can show a day count one higher than the screen it was generated from._"
WIP,253,HEADING,Requirements,5,,### Story 5: Summary Strip
WIP,255,STORY-INTRO,Requirements,5,,"A strip across the top shows the whole floor as headline figures, and recomputes as the user filters."
WIP,257,LABEL,Requirements,5,,**Design:** See Story 10 **Jira:** TBD
WIP,259,LABEL,Requirements,5,,**Prerequisites:**
WIP,261,PREREQ,Requirements,5,,  * The report has loaded rows (Story 2).
WIP,265,CONTEXT-NOTE,Requirements,5,,"_* Context note: throughout this story, ""visible jobs"" means the work orders that pass the current advisor, customer, and asset filters (Story 7) — not the rows scrolled into view, and across all four tabs together._"
WIP,267,LABEL,Requirements,5,,**Requirements:**
WIP,269,REQ-DEF,Requirements,5,S5-R1,"  * **S5-R1:** The summary strip shows seven figures, in this order: **Total Earned** , **Total Remaining** , **Not Started** , **Started — Earned**, **Started — Remaining**, **Ready to Invoice** , and **Estimates**."
WIP,270,REQ-DEF,Requirements,5,S5-R2,"  * **S5-R2:** **Total Earned** is the report's hero figure, shown larger and with a colored underline. It equals Started — Earned plus Ready to Invoice."
WIP,271,REQ-DEF,Requirements,5,S5-R3,  * **S5-R3:** **Total Remaining** equals Not Started plus Started — Remaining.
WIP,272,REQ-DEF,Requirements,5,S5-R4,"  * **S5-R4:** **Not Started** is the total approved value (earned + remaining) of the jobs in the ""Approved - not started"" tab."
WIP,273,REQ-DEF,Requirements,5,S5-R5,"  * **S5-R5:** **Started — Earned** is the total Earned of the jobs in the ""Approved - partially completed"" tab."
WIP,274,REQ-DEF,Requirements,5,S5-R6,"  * **S5-R6:** **Started — Remaining** is the total Remaining of the jobs in the ""Approved - partially completed"" tab."
WIP,275,REQ-DEF,Requirements,5,S5-R7,"  * **S5-R7:** **Ready to Invoice** is the total Earned of the jobs in the ""Completed"" tab."
WIP,276,REQ-DEF,Requirements,5,S5-R8,"  * **S5-R8:** **Estimates** is the total quoted value of the jobs in the ""Estimates"" tab, and is shown in a muted style."
WIP,277,REQ-DEF,Requirements,5,S5-R9,  * **S5-R9:** The Estimates figure is excluded from Total Earned and from Total Remaining.
WIP,278,REQ-DEF,Requirements,5,S5-R10,"  * **S5-R10:** Every figure shows US-dollar currency with a leading ""$"", two decimals, and thousands separators."
WIP,279,REQ-DEF,Requirements,5,S5-R11,"  * **S5-R11:** When the user changes the advisor, customer, or asset filter, every summary figure recomputes immediately from the visible jobs, with no reload."
