internal_id,testrail_case_id,testrail_link,report,section,title,verdict,field_title,field_preconditions,field_steps,field_expected,field_references,field_section,field_notes,observed,evidence,recheck_obligation,build_marker,notes_addition
TU-ELL-05,C30408,https://shopview.testrail.io/index.php?/cases/view/30408,Technician Utilization,TU — Est. Lost Labor,Internal hours split across rated and unrated locations show a part value,EXTERNAL-DEPENDENCY,"OK — accurate, 73 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Partial valuation needs internal hours spanning a rated and an UNRATED location; no unrated location can be produced on this build - see TU-ELL-04 for the full characterisation. The rated-plus-rated case WAS proven (Location ""Multiple"" with Est. Lost Labor equal to the exact sum of both per-location amounts), so the per-location summation half of the behaviour is verified; only the exclusion-of-unrated-hours half is blocked.","evidence/tu/unrated/unrated-location.json; evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run once a location with no default labor rate exists.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SORT-01,C30409,https://shopview.testrail.io/index.php?/cases/view/30409,Technician Utilization,TU — Sorting,On load rows sort by Technician A to Z with the ascending indicator,VIU-Observed-PASS,"OK — accurate, 67 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"On load the rows are Technician A to Z (Alexander Cohen, Alyssa Randall, Andrew Wade, Angela Roman, ...) and the Technician header carries the ascending arrow plus aria-sort=""ascending"" while every other header has no aria-sort.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SORT-02,C30410,https://shopview.testrail.io/index.php?/cases/view/30410,Technician Utilization,TU — Sorting,"All six columns sort on screen: ascending first, toggling with no third state",VIU-Observed-PASS,"OK — accurate, 77 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"All six headers sort on screen with ZERO server calls: the first click on Total Hours sorts ascending (aria-sort moves to it and clears from Technician), a second click on Est. Lost Labor flips it to descending, and there is no third cleared state - clicking only ever toggles.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SORT-03,C30411,https://shopview.testrail.io/index.php?/cases/view/30411,Technician Utilization,TU — Sorting,A data reload resets the sort to Technician A to Z,VIU-Observed-PASS,"OK — accurate, 50 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"After sorting by Est. Lost Labor descending, changing the location forced one reload and the order returned to Technician A to Z with the ascending indicator back on the Technician header.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SORT-04,C30412,https://shopview.testrail.io/index.php?/cases/view/30412,Technician Utilization,TU — Sorting,Sorting reorders only the technician rows,VIU-Observed-PASS,"OK — accurate, 41 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Across four different sorts the Summary row stayed at the bottom every time, and an expanded technician's day rows stayed directly beneath that technician in date order.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SORT-05,C30413,https://shopview.testrail.io/index.php?/cases/view/30413,Technician Utilization,TU — Sorting,Sorting Est. Lost Labor keeps em-dash rows last both ways; $0.00 sorts as 0,EXTERNAL-DEPENDENCY,"OK — accurate, 75 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The SORT MECHANISM was verified live - ascending puts every $0.00 row at the top and descending puts the largest values first, with $0.00 sorting as a number - but the specific assertion that em-dash rows stay at the BOTTOM in BOTH directions cannot be observed because no em-dash Est. Lost Labor value can be produced on this organisation. See TU-ELL-04 for the full characterisation of why.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/unrated/unrated-location.json",Re-run the both-directions em-dash sort once a location with no default labor rate exists.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SUM-01,C30414,https://shopview.testrail.io/index.php?/cases/view/30414,Technician Utilization,TU — Summary,"A pinned Summary row labeled Summary sits at the bottom, stays visible on scroll",VIU-Observed-PASS,"OK — accurate, 80 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A row labelled exactly ""Summary"" sits at the bottom; its cells compute position: sticky with bottom: 0, and a full-height screenshot with 28 rows shows it held at the foot of the viewport while rows scroll behind it. It carries no ""TOTAL:"" or ""AVG:"" prefix and uses the same number formats as the technician rows.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/ui/tu-scrolled-bottom.png",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SUM-02,C30415,https://shopview.testrail.io/index.php?/cases/view/30415,Technician Utilization,TU — Summary,Summary totals visible technicians from unrounded hours; 0.01 drift expected,VIU-Observed-PASS,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,The Summary totals only the VISIBLE technicians and recalculates on the spot: with three rows it read 0.15 / 0.00 / 0.15 and $21.40; deselecting one technician changed it to 0.14 / 0.00 / 0.14 and $19.66 with no server call. At This-Year scale it reads 15914.83 / 12841.91 / 3072.92 - the sums of the underlying unrounded seconds.,"evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SUM-03,C30416,https://shopview.testrail.io/index.php?/cases/view/30416,Technician Utilization,TU — Summary,Summary Utilization % is the weighted rate; not an average of the rows,VIU-Observed-PASS,"OK — accurate, 70 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Summary Utilization % is the WEIGHTED rate, not an average of the rows: 12841.91 / 15914.83 = 80.69% renders ""80.7%"", whereas the mean of the 28 per-row percentages is about 84%.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/pv/extra-checks.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-SUM-04,C30417,https://shopview.testrail.io/index.php?/cases/view/30417,Technician Utilization,TU — Summary,Summary Est. Lost Labor sums rated contributions; em-dash only if all are,VIU-Observed-PASS,"OK — accurate, 73 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Summary Est. Lost Labor is the sum of the rows' rated contributions: $1.74 + $9.06 + $0.93 = $11.73 exactly, and $462,704.18 at This-Year scale. Honest limit: the ""Summary shows an em-dash only when EVERY visible technician is an em-dash"" clause cannot be observed - no em-dash value is producible on this organisation (see TU-ELL-04).","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/unrated/unrated-location.json",Re-check the all-em-dash Summary clause once a location with no default labor rate exists.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-DAY-01,C30418,https://shopview.testrail.io/index.php?/cases/view/30418,Technician Utilization,TU — Per-Day Breakdown,Each technician row has an accessible expand/collapse control,DEVIATION,"OK — accurate, 61 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Every technician row carries an expand control whose accessible name is exactly ""Expand <name>'s daily breakdown"" and flips to ""Collapse <name>'s daily breakdown"" when opened, and the control is keyboard-focusable. But the control exposes NO aria-expanded attribute, so its expanded/collapsed state reaches assistive technology only through the changing name. SPEC S8-R12 (verbatim): ""The expand/collapse controls ... expose their expanded/collapsed state to assistive technology"". Read as an accessibility build defect, narrow and precise.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-DAY-02,C30419,https://shopview.testrail.io/index.php?/cases/view/30419,Technician Utilization,TU — Per-Day Breakdown,"Expanding shows one row per clocked day in date order, loaded on demand",VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Expanding a technician issues exactly ONE request - GET /api/reporting/reports/technician-utilization/{staff_id}/daily?range=custom&start_date=...&end_date=...&locations=... - which fires only on expand and not on the initial load, and inserts one row per clocked day in date order directly under that technician. Days with no clocked time produce no row, and a multi-location day pools into a single row showing ""Multiple"".","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-DAY-03,C30420,https://shopview.testrail.io/index.php?/cases/view/30420,Technician Utilization,TU — Per-Day Breakdown,Day rows use the same columns and formats as the technician rows,VIU-Observed-PASS,"OK — accurate, 64 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The day row shows the identical columns and formats as its technician row - date in the Technician slot, Location ""Multiple"", 0.01 / 0.00 / 0.01 / 0.0% / $1.74 - including its own per-day Est. Lost Labor valued per location.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-DAY-04,C30421,https://shopview.testrail.io/index.php?/cases/view/30421,Technician Utilization,TU — Per-Day Breakdown,One control in the table header expands or collapses all technician rows,VIU-Observed-PASS,"OK — accurate, 72 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A single control lives in the table HEADER row inside the Technician column (data-test-id button_tu_expand_all, not in the toolbar action cluster) with the accessible name ""Expand all technicians"".","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-DAY-05,C30422,https://shopview.testrail.io/index.php?/cases/view/30422,Technician Utilization,TU — Per-Day Breakdown,Expansion state is view-only: it resets on any reload and fresh visit,VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Expansion state is not persisted: after a location change reload every row was collapsed again, and deselecting a technician in the on-screen filter left the other rows' expansion untouched.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-TECH-01,C30423,https://shopview.testrail.io/index.php?/cases/view/30423,Technician Utilization,TU — Technician Filter,Filter by Technician starts with every technician selected on a first visit,DEVIATION,"OK — accurate, 75 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"On a first visit every technician IS selected (the control reads ""All technicians"" and the saved view records an empty deselected set) and it is a multi-select. But the control is labelled just ""Technician"". SPEC S5-R1 (verbatim): 'The toolbar has a filter labeled ""Filter by Technician""'. Read as a build defect on the label - and note the same menu offers ""All technicians"" where S5-R6 asks for a control labelled ""Select all"".","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/final/final-ui.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-TECH-02,C30424,https://shopview.testrail.io/index.php?/cases/view/30424,Technician Utilization,TU — Technician Filter,Deselecting a technician hides the row and recalculates the Summary,VIU-Observed-PASS,"OK — accurate, 67 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Deselecting a technician hides that row immediately with ZERO server calls and the Summary recalculates (0.15 to 0.14; $21.40 to $19.66); re-selecting brings the row back. The control's label becomes ""2 technicians"".","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-TECH-03,C30425,https://shopview.testrail.io/index.php?/cases/view/30425,Technician Utilization,TU — Technician Filter,Select all and Clear all controls set every technician on or off,DEVIATION,"OK — accurate, 64 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The menu does offer a working select-all and clear-all pair, and clearing all deselects every listed technician (the report then shows the no-data message), and a date-range or location change keeps the deselected set. But the select-all control is labelled ""All technicians"", not ""Select all"". SPEC S5-R6 (verbatim): 'The filter has a control labeled ""Select all"" to select all technicians at once.' Read as a build defect on the label; ""Clear all"" matches exactly.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-TECH-04,C30426,https://shopview.testrail.io/index.php?/cases/view/30426,Technician Utilization,TU — Technician Filter,Previously deselected technicians stay deselected on the next visit,VIU-Observed-PASS,"OK — accurate, 67 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The saved view stores the DESELECTED set (extra.deselectedTechnicianIds) rather than the selected set, so a technician who first appears later is selected by default; the stored key is read back on the next visit and the previously deselected technicians remain deselected.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LINK-01,C30428,https://shopview.testrail.io/index.php?/cases/view/30428,Technician Utilization,TU — Deep Links,Total Hours is a real link with a non-color affordance and keyboard access,DEVIATION,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Total Hours value IS a real anchor, keyboard-focusable, and on focus it gains BOTH an underline and a 2px solid focus outline; the Summary row's Total Hours is NOT a link. But AT REST the anchor computes text-decoration: none and is distinguished by colour alone (rgb 34,118,218) - the underline appears only on hover or focus. SPEC S6-R1 (verbatim): ""The link is distinguished by more than color - it carries an underline (or equivalent non-color affordance) ..."". Read as an accessibility build defect at rest. Honest limit: Enter-key activation was not driven.",evidence/final/final-ui.json,Drive Enter-key activation and re-check the at-rest affordance once the branch is final.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LINK-02,C30429,https://shopview.testrail.io/index.php?/cases/view/30429,Technician Utilization,TU — Deep Links,The Total Hours link opens Timesheet Activities in the same tab,VIU-Observed-PASS,"OK — accurate, 63 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Clicking the link navigates in the SAME tab to /reports/punch-clock-activities?range=custom&startDate=2026-08-01&endDate=2026-08-04&technicianId=<staff id>; the landed page is titled ""Punch Clock Activities | ShopView"", shows ""Timesheet Activities"", and its ""Filter By Staff"" control is pre-set to that technician with the same date range.",evidence/final/final-ui.json; evidence/final/tu-link-landed-timesheet.png,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LINK-03,C30430,https://shopview.testrail.io/index.php?/cases/view/30430,Technician Utilization,TU — Deep Links,"Same range, single location, closed records: Total Hours matches Timesheet",VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Reconciled live: the technician's Technician Utilization row read 0.01 / 0.00 / 0.01 and the Timesheet Activities Totals row for the same technician and range read 0.01 / 0 / 0.01 - equal to the cent, with the single closed clock record (""Training"", 07:25 PM to 07:26 PM) visible as the source. Honest limit: this was a small seeded record, not a large historical population.",evidence/final/final-ui.json,Re-reconcile a high-volume technician once the branch is final.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LINK-04,C30431,https://shopview.testrail.io/index.php?/cases/view/30431,Technician Utilization,TU — Deep Links,Reconcile exception (a): an open clock is snapshotted at each load instant,VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Proven live with a deliberately OPEN clock: the same technician's Total Hours read 0.06, then 0.13, then 0.76 across successive page loads and never advanced while a page sat open - each load takes its own snapshot. The record was closed at cleanup (clock-out 201) and the row returned to a closed value.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/final/final-ui.json; evidence/cleanup.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LINK-05,C30432,https://shopview.testrail.io/index.php?/cases/view/30432,Technician Utilization,TU — Deep Links,Reconciliation exception (b): the link passes no location,VIU-Observed-PASS,"OK — accurate, 57 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The link href carries range, startDate, endDate and technicianId ONLY - there is no location parameter - and the landed Timesheet Activities view is scoped to the active shop, exactly as the drill-through limitation describes.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-LINK-06,C30433,https://shopview.testrail.io/index.php?/cases/view/30433,Technician Utilization,TU — Deep Links,A day row's Total Hours links to that technician's single-day timesheet,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,A day row's Total Hours links to the same report narrowed to that single day: startDate=2026-08-03&endDate=2026-08-03 with the same technicianId.,"evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/final/final-ui.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-01,C30434,https://shopview.testrail.io/index.php?/cases/view/30434,Technician Utilization,TU — Exports,"Three-dot menu is leftmost, then Column Selection; three download options",DEVIATION,"OK — accurate, 73 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The three-dot menu IS leftmost in the action cluster, followed by Column Selection, then the date-range picker, the technician filter and the location filter - matching the spec exactly. But the menu holds FOUR items, not three: ""Summary (PDF)"", ""Summary (CSV)"", ""Expanded (PDF)"", ""Expanded (CSV)"" - no ""Download"" prefix anywhere, and a second CSV variant the spec does not describe. SPEC S7-R2/R3/R4 (verbatim): 'an option labeled ""Download Summary (PDF)""', '""Download Expanded View (PDF)""', '""Download (CSV)""'. Read as shipped strings and a shipped extra variant - a product question for Chris Ward, not a bug ticket. NO CASE CHANGE until he rules.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/ui/tu-export-menu.png",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-02,C30435,https://shopview.testrail.io/index.php?/cases/view/30435,Technician Utilization,TU — Exports,The Summary PDF holds the technician rows plus the Summary,DEVIATION,"OK — accurate, 58 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Summary PDF does contain the technician rows, is titled ""Technician Utilization"", carries the ""Locations:"" line and an embedded logo - but it does NOT contain the Summary row (the last data row is followed straight by the footer ""Software Powered by ShopView / Page 2 of 2""), and the file is named ""technician-utilization-summary.pdf"" not ""Technician-Utilization-Summary.pdf"". SPEC S7-R5 (verbatim): ""The Summary PDF shows the technician rows and the Summary row.""; S7-R12 names the Title-Case filenames. Read as two build defects.","evidence/tu/exports/tu-pdf-thisyear-summary-multi.pdf, tu-pdf-summary.txt",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-EXP-03,C30436,https://shopview.testrail.io/index.php?/cases/view/30436,Technician Utilization,TU — Exports,"The CSV is always summary-level, quotes comma-containing values",DEVIATION,"OK — accurate, 63 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"CSV comma-quoting is exactly right (""$7,248.85"", ""$139,819.85"" are quoted; plain numbers are not). But the CSV DOES vary by the summary/expanded choice - the expanded CSV adds one row per clocked day (1,869 lines vs 30) - and neither CSV contains the Summary row, and the filenames are technician-utilization-summary.csv / -expanded.csv rather than technician-utilization.csv. SPEC S7-R7 (verbatim): ""The CSV file shows the technician rows and the Summary row. The CSV is always this summary-level content; it does not vary by the summary/expanded choice."" Read as build defects on all three points.","evidence/tu/exports/tu-csv-thisyear-summary-multi.csv, tu-csv-thisyear-expanded-multi.csv",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
