internal_id,testrail_case_id,testrail_link,section,title,verdict,reason,merge_group,merge_survivor,tier,sense_verdict,sense_reason,refs_ok,title_over_80
SCH-PERM-11,C30084,https://shopview.testrail.io/index.php?/cases/view/30084,Permissions,"Clocking into work order line tasks is gated by the staff record's 'Time Clock' setting, not the permission model",KEEP,"Clock-in gated by the staff-record 'Time Clock' setting, not the Schedule tier — a real gate boundary.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-12,C30614,https://shopview.testrail.io/index.php?/cases/view/30614,Permissions,"With Work Orders: View OFF, work-order-derived details on shifts (customer, lines, money fields) are hidden or masked",KEEP,WO-derived data masked on blocks/tooltips/modal without Work Orders View (Branko Q3) — data-exposure contract; FE half of SCH-API-03.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EDGE-01,C30085,https://shopview.testrail.io/index.php?/cases/view/30085,Edge Cases and Responsiveness,Planned hours across technicians may exceed the estimate - accepted without error,CUT,"Duplicate of SCH-SPREAD-10 (C29986): same setup (spread the same order's full estimate on technician A then B) and the same assertion (over-estimate accepted, no error) — SCH-SPREAD-10's expected line 3 states it verbatim.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EDGE-02,C30086,https://shopview.testrail.io/index.php?/cases/view/30086,Edge Cases and Responsiveness,"Below 960px the grid scrolls horizontally, and the sidebar collapses on narrow viewports",KEEP,Sub-960px horizontal scroll + sidebar collapse — the responsiveness floor (with the honest mobile-out-of-scope note).,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EDGE-03,C30087,https://shopview.testrail.io/index.php?/cases/view/30087,Edge Cases and Responsiveness,The sidebar work order list and line drill-down stay smooth with 50+ items,WEAK-KEEP,Perception-based performance check (sidebar smooth at 50+) — no crisp pass/fail beyond visible jank; kept as the honest perf probe.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EDGE-04,C30088,https://shopview.testrail.io/index.php?/cases/view/30088,Edge Cases and Responsiveness,The grid renders smoothly at full load - 15 technicians × 7 days with several shifts per cell,WEAK-KEEP,Perception-based performance check (grid at 15 techs x 7 days) — same as above for the grid.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EDGE-05,C30089,https://shopview.testrail.io/index.php?/cases/view/30089,Edge Cases and Responsiveness,Shop closures do NOT block spread in V1 - shifts can land on closure days,KEEP,"Shop closures do NOT block or get skipped by spread in V1 (SV-8691 Key Decision, reverses the old rule) — a real regression guard (NQ-1 conflict flagged).",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EDGE-06,C30090,https://shopview.testrail.io/index.php?/cases/view/30090,Edge Cases and Responsiveness,"Scheduled hours, the estimate, and actual (clocked) hours are three separate quantities that are not forced to reconcile",WEAK-KEEP,Three-quantities-not-reconciled invariant — largely a restatement of the scheduling model; the concrete over-schedule behaviour lives in SCH-SPREAD-10.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-HRS-01,C38846,https://shopview.testrail.io/index.php?/cases/view/38846,Working Hours Settings,"Edit Location has a 'Set business hours for this shop' toggle, off by default",MERGE,"Absorbed into SCH-HRS-02 (C38847) — the 'Set business hours for this shop' toggle label, its off-by-default state, and the reveal become steps 1-2 of the per-day editor case",G-HRS-LOCATION,SCH-HRS-02,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-HRS-02,C38847,https://shopview.testrail.io/index.php?/cases/view/38847,Working Hours Settings,Edit Location shows a per-day (Mon-Sun) From-To business-hours editor,KEEP,Per-day Mon-Sun From-To business-hours editor feeding the Schedule; survivor of G-HRS-LOCATION (gains the toggle/default).,G-HRS-LOCATION,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-HRS-03,C38848,https://shopview.testrail.io/index.php?/cases/view/38848,Working Hours Settings,"Edit Staff has a 'Set custom hours for this technician' toggle, off by default",KEEP,Technician custom-hours toggle on Edit Staff ('off by default') — the per-tech half of the working-hours settings.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-HRS-04,C38849,https://shopview.testrail.io/index.php?/cases/view/38849,Working Hours Settings,A technician with no custom hours inherits the shop business hours,KEEP,Inheritance rule: no custom hours ⇒ shop business hours apply (ties the settings to the start-time/conflict consumers).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-HRS-05,C38850,https://shopview.testrail.io/index.php?/cases/view/38850,Working Hours Settings,"'Add hours' appends a removable second range for split shifts, starting empty",KEEP,"'Add hours' split-shift ranges (removable, start empty) — verbatim story behaviour (NQ-4 model conflict honestly flagged).",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-HRS-06,C38851,https://shopview.testrail.io/index.php?/cases/view/38851,Working Hours Settings,Overlapping hour ranges flag red with a message and disable Save,KEEP,Overlap validation (red flag + exact message + Save disabled); survivor of G-HRS-VALIDATION (gains the incomplete-row rule).,G-HRS-VALIDATION,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-HRS-07,C38852,https://shopview.testrail.io/index.php?/cases/view/38852,Working Hours Settings,Incomplete hour rows (empty From or To) are ignored by the overlap check,MERGE,"Absorbed into SCH-HRS-06 (C38851) — the incomplete-row-ignored rule becomes a second validation scenario of the overlap-validation case (same editor, same sitting)",G-HRS-VALIDATION,SCH-HRS-06,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EXP-01,C38853,https://shopview.testrail.io/index.php?/cases/view/38853,Week Export and Printing,Week Export opens a printable Department-by-Technician week grid,KEEP,"Week Export printable Department-by-Technician grid; survivor of G-WEEK-EXPORT (scope pending Branko, honestly flagged).",G-WEEK-EXPORT,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EXP-02,C38854,https://shopview.testrail.io/index.php?/cases/view/38854,Week Export and Printing,Exported week view lists each department with its technicians and shifts,MERGE,"Absorbed into SCH-EXP-01 (C38853) — the exported content checks (department headers, technician rows, shifts in correct day columns, week date range) fold into the open-the-export case",G-WEEK-EXPORT,SCH-EXP-01,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REAS-06,C38855,https://shopview.testrail.io/index.php?/cases/view/38855,Reassignment and Context Menu,'New Work Order' in the cell menu points the user to the Work Orders tab,KEEP,'New Work Order' cell-menu shortcut behaviour — new-scope action pinned by design + SV-8700.,,,T1,FIX-WORDING,"Expected line 3 — 'The exact target flow (toast or navigation) is confirmed during live testing' — is a to-be-confirmed placeholder, not a pass criterion a cold tester can apply. Fix: move it to the notes; keep E1-E2 as the pass bar.",yes,
SCH-SPREAD-11,C38863,https://shopview.testrail.io/index.php?/cases/view/38863,Multi-Day Spread Scheduling,Spread past 8 weeks asks to confirm; a series can never exceed 120 shifts,KEEP,"The series caps (8-week confirm + 120-shift hard refusal, no partial series) — a real tech-plan guardrail; UI half of SCH-API-02.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DEL-10,C38864,https://shopview.testrail.io/index.php?/cases/view/38864,"Deletion, Series Scopes and Undo","Schedule actions save immediately - Undo reverses them, closing does not cancel",KEEP,Commit-immediately semantics (refresh does not cancel; Undo = compensating action) with a Rule-24-style tester note — prevents false bug reports.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EDGE-07,C38865,https://shopview.testrail.io/index.php?/cases/view/38865,Edge Cases and Responsiveness,A multi-week series keeps the same local start time across the clock change,KEEP,DST integrity: a series keeps the same local wall-clock time across the clock change — a classic real-world scheduling bug.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EDGE-08,C38866,https://shopview.testrail.io/index.php?/cases/view/38866,Edge Cases and Responsiveness,Schedule and all its dialogs display correctly in dark mode,KEEP,"Dark-mode readability sweep across the schedule + all its dialogs — tech-plan-mandated pass, real readability bugs.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REG-01,C38867,https://shopview.testrail.io/index.php?/cases/view/38867,Cross-Module and Rewrite Regression,Shifts and events created before the Schedule rewrite still appear after it,KEEP,Rewrite migration regression: pre-release shifts/events survive losslessly — the highest-stakes cutover check.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REG-02,C38868,https://shopview.testrail.io/index.php?/cases/view/38868,Cross-Module and Rewrite Regression,Dashboard shows one schedule row per work order even with many shifts,KEEP,Dashboard one-row-per-WO after the rewrite (with the tester note preventing a false missing-rows bug).,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REG-03,C38869,https://shopview.testrail.io/index.php?/cases/view/38869,Cross-Module and Rewrite Regression,A work order created with an appointment shows up on the Schedule board,KEEP,WO-created appointment lands on the Schedule board — a rewired cross-module path with zero other coverage.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REG-04,C38870,https://shopview.testrail.io/index.php?/cases/view/38870,Cross-Module and Rewrite Regression,A multi-location technician's shift appears only on the work order's location,KEEP,Multi-location technician's shift appears only on the WO's location — intended behaviour change + tester note.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REG-05,C38871,https://shopview.testrail.io/index.php?/cases/view/38871,Cross-Module and Rewrite Regression,Work order form offers a Priority (High/Medium/Low) that drives the sidebar,KEEP,The new WO-form Priority field driving the sidebar filter — the setting side the filter depends on (overlap with Filters project noted).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-API-01,C38872,https://shopview.testrail.io/index.php?/cases/view/38872,Schedule,API - Schedule reads need View; writes need Edit; deletes need Delete (403),KEEP,"BE enforcement matrix in ONE case (View/Edit/Delete → GET/POST-PATCH/DELETE, clean 403s) — the backend half of the permission tiers, no per-endpoint explosion.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-API-02,C38873,https://shopview.testrail.io/index.php?/cases/view/38873,Schedule,API - Series past 8 weeks returns 409 until acknowledged; over 120 shifts 422,KEEP,API series caps (409 until acknowledged / 422 hard cap / no partial series) — the backend half of SCH-SPREAD-11.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-API-03,C38874,https://shopview.testrail.io/index.php?/cases/view/38874,Schedule,API - No pricing fields in Schedule responses; WO details need Work Orders View,KEEP,No pricing in ANY schedule response + WO-derived fields absent without Work Orders View — response-level proof behind SCH-PERM-12.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-API-04,C38875,https://shopview.testrail.io/index.php?/cases/view/38875,Schedule,"API - A shift from another location returns 404, not another shop's data",KEEP,"Location scoping: foreign-location shift ids return 404, no cross-location read/edit/leak — the tenant-isolation contract.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
