Ticket,Area,Release,Verdict,Confidence,What The Bug Is,Steps To Reproduce,What Should Happen,What Actually Happens Now,Screenshot,Notes
SV-6446,payments / ShopPay,v0.54 Bug Fixes,NOT-TESTABLE,high,"When sending a payment to a physical Stripe/ShopPay card reader (terminal), an error occurred and payments were blocked. A previously duplicated reader connection was reported; after disconnecting/reconnecting, test connection succeeds but sending a payment to the terminal errors out, with the error changing on retry.",Reviewed the ShopPay payments / reader flow scope: the reported defect is triggered by sending a live payment to a physical Stripe Terminal card reader (WisePOS/BBPOS hardware) and observing the reader error.,Payments can be sent to a connected card reader without the connection/send error; no duplicate reader entries.,"This defect requires a physical Stripe/ShopPay card reader (terminal hardware) paired to the account and an actual payment sent to that device. No such hardware reader is available in the automated harness, and the send-to-terminal error path cannot be exercised without it (Stripe Terminal SDK talks to real/simulated devices, not reachable via headless browser + API here).",,Hardware-dependent (Stripe Terminal card reader). Out of scope for the browser/API harness; requires a paired physical reader to reproduce the send/connection error.
SV-6628,roles / permissions,v0.54 Bug Fixes,FIXED,medium,"Intermittent: after adding clock-in/out times for some staff and only clock-in (open punch) for others, refreshing and opening the Staff filter, some staff members were missing from the filter list.","Logged in as admin, opened Reports -> Timesheet Activities (/reports/punch-clock-activities), period This Month. | Identified the 'Filter By Staff' dropdown and confirmed via network that it is populated by GET /api/staff/clocked (returns staff with punch-clock activity for the period). | Opened the Filter By Staff dropdown and enumerated its members; opened the New Timesheet dialog to exercise adding staff punch entries.",The Staff filter lists all staff members that have clock/punch activity in the selected period (including staff with only a clock-in / open punch).,"The 'Filter By Staff' dropdown loads from /api/staff/clocked and lists the staff who have clock activity in the period (this month: Admin ShopView, Vikt Custom Role A2, Viktoria Vid). The filter populates correctly from the dedicated clocked-staff endpoint; no staff with activity were observed missing. The New Timesheet dialog (Select Staff / Department / Start / End) allows adding both complete and open (clock-in-only) punches.",build/bugfix-regression/screenshots/SV-6628.png,"The originally-reported defect is explicitly intermittent and tied to a specific mix of clocked-in-only vs clocked-out staff on a given day. I confirmed the filter's data source (/api/staff/clocked) and that it returns staff with activity, but could not deterministically force the intermittent clock-in-only edge case within the harness budget. Verdict rests on the working filter mechanism plus the ticket's existing Prod_Verified and Staging_Verified labels. Confidence medium because the exact intermittent condition was not reproduced end-to-end."
SV-6669,payments / ShopPay,v0.54 Bug Fixes,NOT-TESTABLE,medium,"Immediately after a payment processes, clicking 'Print Invoice and Receipt' does not show/display the receipt (the receipt does not appear). The plain 'Print Receipt' button was also flagged for review.",Reviewed the flow: the reported defect occurs in the post-payment success screen of a ShopPay/Stripe payment - immediately after a charge processes you click 'Print Invoice and Receipt' and the receipt fails to display.,"After a payment processes, clicking 'Print Invoice and Receipt' (and 'Print Receipt') correctly displays/generates the receipt document.","Reaching the 'Print Invoice and Receipt' control in the reported state requires completing a live ShopPay/Stripe payment to land on the post-payment success dialog where that button appears. The automated harness cannot process a real card payment (no live Stripe charge / card entry), so the immediate post-payment receipt-display path cannot be exercised end-to-end here.",,Depends on a completed live ShopPay/Stripe payment to reach the post-payment 'Print Invoice and Receipt' action. Not reproducible in the harness without processing a real card charge. Referenced Loom repro in the ticket. Recommend a manual re-check after a test ShopPay payment.
SV-6671,customer portal / customers,v0.54 Bug Fixes,NOT-TESTABLE,medium,"On the invoices page in the (customer) portal, once you filter for a customer you cannot unselect that customer filter without re-searching that customer name. Need the ability to remove the customer from the filtered results to re-display unfiltered invoices easily.","Attempted to locate the reported invoices page in the staging admin SPA (app.staging.shopview.com). | Probed candidate routes: /invoices, /billing, /billing-portal, /customer-portal, /portal, /portal/invoices, /unpaid-invoices, /reports/unpaid-invoices, /finance/unpaid-invoices — all return the app's 'page not found' screen or fall back to the app shell. | Extracted route definitions from the app JS bundle (invoices, unpaid-invoices, invoices-import, ap-unpaid-invoices) — none resolve to a reachable staff-facing invoices page with a customer filter. | Confirmed the reported page is the customer-facing portal ('in the portal', per the ticket + Loom), which is a separate customer-authenticated experience.",The customer filter on the portal invoices page should be clearable (e.g. an X/clear affordance) so unfiltered invoice results are re-displayed without re-searching.,"The reported invoices page is part of the customer-facing billing/customer portal, which requires a customer-portal login. The available authentication method (staff quick-login for admin/tech) cannot access the customer portal, and the admin app has no equivalent invoices page (all invoice route probes 404). The customer-filter deselect behavior therefore could not be exercised.",,Requires a customer-portal login (customer account) not provisionable via the staff quick-login harness. Ticket is labelled QAcomplete / Staging_Verified. Needs manual verification by logging into the customer portal and clearing the customer filter on the invoices page.
SV-6681,payments / ShopPay,v0.54 Bug Fixes,NOT-TESTABLE,high,"A physical card reader/terminal stops working after being disconnected from one location and reconnected to a different location. Setup appears successful and the settings screen shows the reader connected, but sending a payment to the terminal fails and 'Test reader' reports connection failed.","Reviewed the reported scenario: it requires a physical Stripe/ShopPay card reader terminal, two shop locations, and live disconnect/reconnect of hardware, then an actual card-present payment to the terminal.","After moving a reader between locations, the reconnected reader should actually work and successfully process a terminal payment.","Cannot be exercised in this automated harness: it depends on physical card-reader hardware, a live third-party payment terminal (Stripe/ShopPay Terminal), and multi-location hardware re-pairing. No screen/API interaction can simulate the reader firmware handshake or a card-present transaction.",,Live 3rd-party payment hardware dependency — out of scope for browser/API automation. Requires manual verification with a real terminal moved between two locations.
SV-6682,mobile,v0.54 Bug Fixes,FIXED,high,"In Dark Mode on mobile, Work Order text was not properly visible — it appeared overridden by white color, causing poor contrast and making the text difficult/impossible to read.","Logged in as admin in a mobile emulation context (390x844, isMobile+touch, iPhone UA, deviceScaleFactor 3). | Enabled Dark Mode via the app's persisted theme (localStorage 'mode' = dark), reloaded, and confirmed body class 'body--dark' with background rgb(20,24,36). | Navigated to the Work Orders section (Estimates list) and captured a screenshot; also programmatically measured text/background contrast ratios. | Attempted to open a WO detail (mobile redirected back to the list view).",Text should have proper contrast in Dark Mode; all Work Order text should remain clearly legible.,"In mobile Dark Mode, Work Order text is clearly legible: WO numbers (e.g. S9-24948), customer names (Brabay Maintenance), asset/VIN values, and tab labels all render in white/light on the dark background with good contrast. Status badges ('Estimate') render in blue. No white-on-white or blended/invisible text was observed. The muted grey secondary labels ('Asset', 'Unit #') are intentional design and remain readable.",build/bugfix-regression/screenshots/SV-6682.png,Tested via Chromium mobile-viewport emulation with Dark Mode enabled (as permitted for mobile-web tickets). WO list text contrast is good; bug does not reproduce.
SV-6725,customer portal / customers,v0.54 Regressions,NOT-TESTABLE,medium,Attachment thumbnails in Customer → Notes display correctly for Administrators but appear truncated for Technicians when the note is accessed via notifications (technician tagged in a note that has picture + file attachments).,"As admin, opened Customers → A 2 Company → Notes; existing notes with attachment cards render correctly. Measured the attachment card: 250x102px, overflow:hidden (admin baseline). | Created a customer note via the composer (POST /api/note/create = 201). | Attempted to attach the test image and @mention the technician via the composer — the attach-files control did not open a file chooser headlessly and the @mention dropdown did not appear, so no image thumbnail / tech notification could be generated. | Logged in as the automation tech (quick-login): effective perms are only scheduleView/timesheetsView/workOrdersView. The Notifications panel showed 'no notifications', and navigating to the customer notes URL redirected to /workorders (no customersView). | Checked all notes via API for existing image (thumbnail-bearing) attachments — found none (only xlsx/csv/pdf file cards).","Attachment thumbnails in a customer note should render fully (not truncated) for technicians viewing the note via notification, matching the administrator view.","Could not reproduce the technician-side notification view within the harness. The automation tech role cannot access customer notes and received no note-mention notification, and the note composer's image-attach and @mention controls could not be driven headlessly. On the admin side, attachment cards render cleanly (250x102, no visible clipping of the file cards). The specific 'thumbnail truncated for tech via notification' rendering could not be exercised.",build/bugfix-regression/screenshots/SV-6725.png,"Requires an image-attachment customer note delivered to a technician via a mention notification, then visually inspecting the technician's rendered thumbnail. Harness blockers: (1) composer image-attach/@mention would not drive headlessly; (2) the automation tech role (Time Clock) has no customer/notification access so no note notification is generated; (3) no existing notes contain image thumbnails to inspect. Admin-side baseline looked correct. Ticket carries the Staging_Verified label. Needs manual verification with a real technician account that receives the note notification."
SV-6784,work orders,v0.54 Regressions,FIXED,high,"“Approved” and “In Progress” work order statuses were both displaying in the same green color, making them hard to distinguish at a glance.","Logged in as admin (SPA hydration) and opened /workorders. | Viewed the Work Orders list and the 'By Status' grouped view; captured computed colors of status badges. | Approved badge rendered teal: color rgb(0,105,92) on background rgb(224,242,241). | No in_progress work orders currently exist in staging data, so extracted the authoritative status→color map from the live app JS bundle to compare Approved vs In Progress definitively.","Each work order status (Approved, In Progress, Review, etc.) should have a clearly distinct color for quick visual identification.","The live app color map assigns approved:[""teal-10"",""teal-1""] (teal) and in_progress:[""green-10"",""green-1""] (green) — two distinct color families. In the rendered UI, Approved shows as teal (rgb(0,105,92)/rgb(224,242,241)); In Progress maps to green. The two statuses no longer share the same color.",build/bugfix-regression/screenshots/SV-6784.png,"Verified both by rendered computed styles (By Status view) and by the status→color mapping object in the current staging JS bundle. Approved=teal, In Progress=green are distinct. (Note: separately observed Approved and Paid share the same teal color, but that pair is out of scope for this ticket.)"
SV-6785,work orders,v0.54 Regressions,FIXED,high,"On the Work Orders list view, 'Approved' and 'In Progress' appeared visually similar (both green badges), making it difficult to quickly distinguish the two operational states.","Logged in as admin and opened /workorders (list + 'By Status' grouped view). | Captured computed styles of status badges: Approved renders teal (color rgb(0,105,92) on rgb(224,242,241)). | No in_progress WOs exist in current staging data, so extracted the status→color map from the live JS bundle to compare Approved vs In Progress directly.","Approved and In Progress should have distinct visual styling (color/badge), so users can identify the operational stage at a glance.","Live status→color map: approved:[""teal-10"",""teal-1""] (teal) vs in_progress:[""green-10"",""green-1""] (green). Approved and In Progress now use different color families and are clearly distinguishable. Same underlying issue as SV-6784.",build/bugfix-regression/screenshots/SV-6785.png,Duplicate of SV-6784 (same root cause). Confirmed distinct colors via both rendered UI and the JS bundle color map.
SV-6786,general / UI,v0.54 Regressions,FIXED,medium,Sentry-reported backend DivisionByZeroError (SHOPVIEW-API-29J) on Production and Staging. No repro steps in the ticket; only a Sentry link (not accessible from this harness).,"No Sentry access from the harness, so inferred the most likely trigger: a financial margin/markup computation dividing by a $0 value (margin% = (sell - cost) / sell), which is the same $0-price condition called out in the related ticket SV-6787. | Exercised the financial/invoice pipeline against a WO containing a $0-sell-price part (S12-24601): loaded its Finance tab and triggered invoice details + estimate/PDF generation via the real SPA. | Checked all API responses for 500s / DivisionByZeroError across the invoice/estimate/details endpoints and across multiple WOs.",The code path performing the division should guard against a zero denominator so it no longer raises DivisionByZeroError.,"The margin-computing financial pipeline handled a $0-price part without error: GET /api/invoices/{id}/details = 200 and POST /api/work-orders/invoices/estimate = 200 (HTML + PDF), with no 500 and no DivisionByZeroError surfaced anywhere in the exercised flows. The $0-denominator financial division appears guarded.",build/bugfix-regression/screenshots/SV-6786.png,"Sentry issue not directly inspectable from the harness; verdict inferred from exercising the most plausible trigger (financial division by a $0 price), which now returns 200. Ticket is labelled QAcomplete / Verified_on_prod / Hotfix. Confidence medium because the exact Sentry stack frame could not be confirmed."
SV-6787,work orders,v0.54 Regressions,FIXED,medium,User received an error when attempting to Review and Invoice Work Order S-1101; the system prevented the WO from moving forward in the invoicing process. NOTE: the part price is $0.,"Logged in as admin. The reported WO (S-1101, Ed Rose Trucking) is an account-specific record not present on staging, so I reproduced the underlying scenario: a work order containing a part with sell price $0. | Located an in-workplace WO with a $0-sell-price received part (S12-24601) via the lines API. | Opened its Finance tab in the real SPA and let the invoice pipeline run; captured the invoice-details and estimate/PDF endpoint responses. | Also attempted a full UI Review -> Create Invoice on a WO; the Create Invoice button stays disabled until review/parts-received gating is satisfied, which the automated harness could not fully complete. | Confirmed my raw direct-API estimate calls returned 500 for ALL WOs (including ones with no $0 parts) due to an incomplete payload — a red herring, not the reported bug.","The work order should successfully move to Review and allow invoicing without errors, even when a part price is $0.","For the WO containing a $0-price part (S12-24601), the invoicing pipeline works: GET /api/invoices/{id}/details returned 200 (this is the margin/financials computation), and POST /api/work-orders/invoices/estimate returned 200 twice — generating both the invoice HTML and the PDF. No 500, no DivisionByZeroError, and no error rendered on the Finance page. The margin computation that involves the $0-price part completed successfully.",build/bugfix-regression/screenshots/SV-6787.png,Could not click the final 'Create Invoice' button end-to-end because it stays disabled behind review/received-parts gating that the harness couldn't drive; however the margin-computing invoice-details + estimate/PDF generation (exactly where the original error occurred) now processes a $0-price part with HTTP 200. Original WO S-1101 is a customer account record not available on staging. Marked FIXED (v0.54.hotfix-1) with medium confidence.
SV-6788,work orders,v0.54 Regressions,FIXED,medium,Sometimes the ShopCoach line builder needs to be run multiple times before it works. It stops loading and gives no results; clicking Build Lines again restarts it and it loads the second time. Issue is intermittent and not reproduced every time.,"Logged in as admin (SPA hydration). | Opened multiple estimate work orders' Lines tab (S12-24939, S12-24579, S12-23512, S12-23300). | For each, typed a prompt into the ShopCoach 'Dot Inspection...' field and clicked Build Lines. | Watched the POST /api/shopcoach/run-assistant response and the resulting UI for each run. | Ran the builder 4 times total across different WOs; on a repeated same-WO attempt, re-triggered to check the 'run again' path.",ShopCoach line builder should reliably return results on the first run.,"Every ShopCoach build attempt returned HTTP 200 with valid line suggestions and rendered the 'SHOPCOACH LINE BUILDER' preview panel (e.g. 'Replace air filter' 0.3h + Engine Air Filter part, 'Check tire pressure' 0.2h) with an 'Add (N Lines)' button. No run stalled or returned empty results. The builder produced results on the first run in 4/4 attempts. (Note: line count doesn't auto-increment until the user clicks 'Add (N Lines)', which is the expected review flow, not a failure.)",build/bugfix-regression/screenshots/SV-6788.png,Bug is intermittent by nature; could not reproduce any stall/no-results across 4 runs — builder worked reliably each time. Confidence medium because an intermittent failure cannot be fully ruled out from a limited sample.
SV-6789,work orders,v0.54 Regressions,FIXED,medium,"Loading text descriptions were previously removed from the ShopCoach line builder, but the regression brought them back. They should be removed from the ShopCoach line builder.",Logged in as admin and opened an estimate WO Lines tab. | Typed a prompt in the ShopCoach 'Dot Inspection...' field and clicked Build Lines. | Polled the DOM every ~350ms during the build to capture any loading/description text and screenshotted the loading state. | Also grepped the live app JS bundle for loading text literals.,No verbose loading-text descriptions should appear in the ShopCoach line builder while it works.,"During a build, the UI shows only a brief section header 'SHOPCOACH WORKING..' and the button label changes from 'Build Lines' to 'Building Lines...'. No verbose/rotating loading-text descriptions appear. When done, a clean 'SHOPCOACH LINE BUILDER' preview panel renders the suggested lines. The only descriptive text in the panel is the instructional help line ('Click to edit names, descriptions, labor hours, or parts...'), not loading text.",build/bugfix-regression/screenshots/SV-6789.png,Verbose loading-text descriptions are gone; only a short 'SHOPCOACH WORKING..' status header and a 'Building Lines...' button state remain (standard minimal loading indicators). Confidence medium because the exact historical loading text being referenced could not be recovered to compare against.
SV-6790,mobile,v0.54 Regressions,FIXED,medium,"On the mobile Work Order view, the asset section expand/collapse icon is misaligned and positioned too close to the asset switch icon, creating a touch-target conflict that makes it hard to expand the asset section and access the Mileage field.","Emulated an iPhone (390x844, isMobile+touch, iPhone UA) via Chromium and opened a Work Order detail (S9-15740). | Inspected the top asset/summary card and enumerated its icons and their coordinates. | Toggled the 'Show Details' control to expand the full Customer and Asset cards. | Located the asset card's switch icon and the expand/collapse control and confirmed Mileage is present in the expanded asset card.",Mileage should be easily accessible for technicians; the expand arrow should be repositioned so it does not conflict with the asset switch icon.,"The mobile asset area has been reworked. The compact WO card shows a single edit-pencil icon (top-right, ~25x25px) with no crowded expand-arrow/switch-icon pair. Expansion is now driven by a distinct, clearly-labeled 'Show Details / Hide Details' toggle (text + chevron) at the top of the section. In the expanded view each card (Customer, Asset) has a single swap/switch icon (⇄) in its own top-right corner, well separated from the 'Show/Hide Details' collapse control. Mileage is present and reachable in the expanded asset card. No misalignment or touch-target conflict between an expand arrow and the asset switch icon was observed.",build/bugfix-regression/screenshots/SV-6790.png,"Tested via Chromium mobile-viewport emulation (responsive/mobile-web is testable per harness rules). The specific crowded/misaligned expand-vs-switch icon layout described in the ticket no longer exists; the expand/collapse is a separate labeled control and Mileage is accessible. Confidence medium because the exact original account's card ('1/off Kustoms, LLC') could not be reproduced, but the general current mobile asset-card layout does not exhibit the reported conflict."
SV-6791,work orders,v0.54 Regressions,FIXED,high,"WO number incorrectly duplicates the shop ID when displayed in the Customers > Work Orders tab (e.g. shop id 2 shows S22-123 instead of S2-123), compounding with each shop ID change.","Logged in as admin and opened the Work Orders tab; noted numbers render as S12-24939, S12-24579, etc. (current shop ID prefix = S12). | Confirmed via API GET /api/work-orders that the raw number field is 'S12-24939' (single, correct prefix). | Navigated to a customer detail page (11 A new Company) which routed to /customers/{id}/work-orders (Customers > Work Orders tab). | Read the WO numbers rendered in the Customers > Work Orders tab and compared them to the main Work Orders tab.","The WO number should display the correct shop ID prefix consistently across the app, including the Customers > Work Orders tab. Shop ID should never be duplicated.","Both the Work Orders tab and the Customers > Work Orders tab render identical, correctly-prefixed numbers (S12-24939, S12-24579, S12-23512, ...). No shop ID duplication was observed in the Customers > Work Orders tab. The API also returns the single correct prefix.",build/bugfix-regression/screenshots/SV-6791.png,Current staging shop ID prefix is S12. The reported duplication (e.g. S1212-) does not occur; prefix is consistent across tabs. Could not force a shop-ID change (Settings > Locations write) but the display-layer duplication described in the ticket is no longer present.
SV-6792,work orders,v0.54 Regressions,FIXED,high,"When selecting 'Save and Add Line', the 'What are you doing?' field (line description header) persists and carries over into the next new line instead of clearing.","Logged in as admin, opened an Estimate work order (S9-15740) and went to its Lines tab. | Clicked New Line to open the line editor dialog. | In the 'What Are You Doing?' field selected a value (canned job 'Replace - Brake pot'); the dialog showed Title = 'Replace - Brake pot'. | Clicked 'Save & Add Line'. | Observed the new line form that opened automatically and read the 'What Are You Doing?' field.",The new line form should open blank; the 'What are you doing?' field should reset and not retain the previous entry.,"The line saved (Lines count went 2 -> 3, the Brake pot line was added to the WO). The new-line form that opened automatically has an EMPTY 'What Are You Doing?' field (only the floating placeholder label is shown, no value). 'Why Are You Doing It?' is also empty. The previous entry did NOT carry over. (Technician defaults to the WO lead tech, which is expected and not part of this ticket.)",build/bugfix-regression/screenshots/SV-6792.png,The 'What Are You Doing?' field is a canned-job selector; after Save & Add Line the next form opens blank. Verified via screenshot. Created a disposable ZZAUTOTEST line on staging WO S9-15740 in the process.
SV-6794,roles / permissions,v0.54 Regressions,FIXED,high,Multiple filter issues in Timesheet Activities: (A) selecting a staff with no data alongside a date filter auto-selects a different staff who has data instead of showing empty; (B) selecting certain date filters with no staff selected auto-selects a staff member.,"Logged in as admin, opened Reports > Timesheet Activities (/reports/punch-clock-activities). Confirmed default 'This Month' shows data for all staff with an empty 'Filter By Staff'. | Issue A: Selected staff 'Tech ShopView' (who has data for 'This Month' - rows Jul 01 and Jul 03 2026 - but no punch data for yesterday Jul 04). | Changed the date filter from 'This Month' to 'Yesterday'. | Read back the 'Filter By Staff' input value, the date label, and the results table. | Issue B (from prior run, fresh-cookie confirmation): with no staff selected, changed date filter and confirmed the staff control stayed empty.","If a selected staff has no data for the chosen date range, the table should show an empty state and not auto-select a different staff. No staff should be auto-selected when changing the date filter without an explicit staff selection.","Issue A does NOT reproduce. After selecting 'Tech ShopView' and switching the date filter to 'Yesterday' (a range with no data for that staff), the 'Filter By Staff' control still showed 'Tech ShopView' (it did NOT auto-swap to a different staff who has data), and the results table showed an empty state (0 rows, empty-state hint present). This matches expected_after_fix. Issue B was previously verified: selecting a date filter with no staff selected does not auto-select any staff. Both issues behave correctly on current staging.",build/bugfix-regression/screenshots/SV-6794.png,"Re-run with fresh cookies completes Issue A (previously blocked by session expiry). Issue A: no auto-selection, empty state shown. Issue B: no auto-selection on date change without explicit staff. Both fixed."
SV-6797,work orders,v0.54 Regressions,FIXED,high,"When a user enters a 'what are you doing' and then selects 'save and add line', the new modal for the new line persists the previous 'what are you doing'.","Logged in as admin, opened an Estimate work order (S9-15740) and went to its Lines tab. | Clicked New Line to open the line editor dialog. | In the 'What Are You Doing?' field selected a value (canned job 'Replace - Brake pot'); the dialog showed Title = 'Replace - Brake pot'. | Clicked 'Save & Add Line'. | Observed the new line form that opened automatically and read the 'What Are You Doing?' field.",The 'what are you doing' field should be empty so the user can generate a new subsequent line.,"The line saved (Lines count went 2 -> 3, the Brake pot line was added to the WO). The new-line form that opened automatically has an EMPTY 'What Are You Doing?' field (only the floating placeholder label is shown, no value). 'Why Are You Doing It?' is also empty. The previous entry did NOT carry over. (Technician defaults to the WO lead tech, which is expected and not part of this ticket.)",build/bugfix-regression/screenshots/SV-6797.png,The 'What Are You Doing?' field is a canned-job selector; after Save & Add Line the next form opens blank. Verified via screenshot. Created a disposable ZZAUTOTEST line on staging WO S9-15740 in the process.
SV-6799,work orders,v0.54 Regressions,STILL-REPRODUCES,high,"The 'Approved' and 'Paid' work order statuses both display in the same green color, making them hard to distinguish at a glance in the Work Orders tab and Customers > Work Orders tab.","Logged in as admin, opened Work Orders, and confirmed via API that both 'approved' (17) and 'paid' (42) WOs exist. | Opened the Work Orders 'By Status' view which renders status badges for Approved, Paid, Invoiced, Complete, Estimate, etc. | Read the computed pill background and text color of each status badge directly from the DOM.",Each work order status should have a clearly distinct color. Approved and Paid should be visually distinguishable at a glance.,"Approved and Paid render with IDENTICAL styling: pill background rgb(224,242,241) and text color rgb(0,105,92) (a teal-green). Every other status has a distinct color (Estimate blue rgb(1,87,155)/rgb(229,237,255), Complete orange rgb(188,56,3)/rgb(255,239,202), Invoiced green rgb(67,160,71)). Approved and Paid are visually indistinguishable.",build/bugfix-regression/screenshots/SV-6799.png,Verified by reading exact computed CSS of each status pill (border-radius 800px badges). Approved pill color == Paid pill color exactly. Bug persists on current staging.
SV-6801,payments / ShopPay,v0.54 Bug Fixes,NOT-TESTABLE,medium,"For account KC Wholesale, a ShopPay payout total is correct ($8,303.78 on 4/14/2026) but 'View Payments' only displays 2 of the contributing payments ($5,548.95 + $163.09 = $5,712.04), leaving $2,591.74 of payments not shown. Backend aggregation is correct but the UI payment breakdown is incomplete.","Reviewed the ticket: it concerns a specific ShopPay payout on the production account 'KC Wholesale' (payout date 4/14/2026, amount $8,303.78) and its contributing payment transactions (S-129590, P-129606, etc.). | Determined this requires the specific production ShopPay payout/settlement data from that merchant's connected payment processor, which is not present on the disposable staging shop and cannot be recreated (payouts are generated by the live ShopPay/processor settlement, not creatable via the harness).",The 'View Payments' breakdown for a ShopPay payout should list ALL contributing payment transactions so the sum of displayed payments matches the payout amount.,Not reproducible in the staging test harness. The bug is tied to a specific production ShopPay payout and its underlying processor settlement transactions for the KC Wholesale account; staging has no equivalent payout data and payouts cannot be synthesized. There is no way to drive a real ShopPay payout aggregation in this environment.,,"Live 3rd-party ShopPay/processor payout data, production-account-specific. Would require the KC Wholesale production merchant's payout+payment records to verify the View Payments breakdown. Note: staging session cookies also expired during this batch, preventing further API inspection of any payout endpoints."
SV-6802,work orders,v0.54 Regressions,FIXED,high,"On the mobile view, when a user is clocked in, the line is not green anymore. The only indicator is the STOP button; the green line indicator is gone. Mobile view only.","Emulated an iPhone (390x844, isMobile+touch) and opened the mobile Work Orders view. | Tapped 'Clock In', selected a work order (S9-24927) with an Approved line. | Captured the line card background color BEFORE clocking in (white, rgb(255,255,255)). | Tapped 'Start' on the approved line to clock into it. | Captured the line card background color and header state AFTER clocking in. | Cleaned up: stopped the line timer and clocked out (verified header returned to 'Clock In').","When clocked into a line on mobile, the line should show a green indicator so technicians can easily tell which line they are clocked into.","When clocked into the line, the entire line card turns GREEN: background color changes from white to rgba(165,214,167,0.3) (a light green / Material green-200 tint). The header shows a green stop_circle icon with a running timer (00:00:01...), the WO status badge flips to 'In Progress', and the line shows a red 'Stop' button. The green line indicator is clearly present, making it easy to identify the clocked-into line.",build/bugfix-regression/screenshots/SV-6802.png,"Tested via Chromium mobile-viewport emulation. Measured the line card computed background color before vs after clocking in: white -> green tint rgba(165,214,167,0.3). Cleaned up by stopping the line and clocking admin out (verified). No Tech role change was needed for this test."
SV-6803,payments / ShopPay,v0.54 Regressions,NOT-TESTABLE,medium,"For account KC Wholesale, the customer is no longer receiving payment notification/confirmation emails for ShopPay transactions (previously working). No emails since ~1 day before report; spam/junk already checked.",Reviewed the ticket: it concerns delivery of ShopPay payment-confirmation emails to an external mailbox for the production account KC Wholesale. | Determined that verifying email delivery requires (a) a real ShopPay payment via the live payment processor and (b) access to the recipient's email inbox / mail-delivery logs — neither is available in the staging test harness.,"When an invoice is paid via ShopPay, the usual payment confirmation/notification email should be triggered and delivered to the customer.","Not reproducible in the staging test harness. Confirming whether payment-notification emails are sent/delivered requires a live ShopPay transaction and inspection of an external inbox or the mail provider's delivery logs, which the harness cannot access. Cannot be validated via UI/API driving alone.",,Email delivery + live 3rd-party ShopPay payment; production-account-specific. Requires mailbox/mail-log access outside the harness. Staging session cookies also expired during this batch.
SV-6805,customer portal / customers,v0.54 Regressions,NOT-TESTABLE,medium,"For account Central Iowa Ag & Machinery, transferring a customer transaction to QuickBooks fails with 'Bookkeeping customer not found for name ""Jeff Burkley""'. The item appears under Reports > QB Unexported Items (Type: Payment Create, Txn 4625, Customer: Jeff Burkley). Expectation is the integration should auto-create the QuickBooks customer.","Reviewed the ticket (its own repro says 'Unable to Reproduce'). It concerns a live QuickBooks Online integration export for the production account Central Iowa Ag & Machinery and a specific unexported transaction (4625 / customer 'Jeff Burkley'). | Determined this requires an actively connected QuickBooks company file plus the specific production account's unexported transaction, neither of which exists on the disposable staging shop; a real QB export round-trip against a live QuickBooks tenant is needed to observe the 'Bookkeeping customer not found' error.",QuickBooks export should not fail when the bookkeeping customer is missing; the integration should create the customer (or handle it gracefully) so the transaction exports successfully.,"Not reproducible in the staging test harness. The failure occurs during a live QuickBooks Online export for a specific production merchant/transaction; staging has no connected QuickBooks company with the matching customer/transaction, and the export cannot be exercised against the real 3rd-party integration here. The ticket itself is marked 'Unable to Reproduce'.",,"Live 3rd-party QuickBooks Online integration, production-account-specific data. Requires a connected QB tenant and the exact unexported transaction to reproduce. Staging session cookies also expired during this batch, preventing QB-unexported endpoint inspection."
SV-6807,parts / inventory,v0.54 Regressions,FIXED,high,"On Parts > Inventory, clicking the 3-dot menu and selecting 'Cycle Count' incorrectly opens the Column Chooser panel instead of (or in addition to) starting the Cycle Count workflow. The Cycle Count action did not initiate.","As admin, navigated to Parts > Inventory (/parts/inventory). | Clicked the 3-dot menu (button aria-label 'Inventory actions' / more_vert). Menu items: 'Cycle count', 'Export'. | Selected 'Cycle count'. | Observed the resulting UI state (checked for any Column Chooser panel/dialog and for Cycle Count mode).",Selecting Cycle Count should open the Cycle Count workflow; column visibility settings should remain unchanged (no Column Chooser).,"Selecting 'Cycle count' correctly initiated the Cycle Count workflow: the inventory grid switched into count mode showing a 'Count' input column per row, Save/Cancel buttons, and 'Count changes available: 200'. No Column Chooser panel or dialog/menu opened (verified programmatically - no column-chooser dialog/menu present). Column visibility was unchanged. This matches expected_after_fix.",build/bugfix-regression/screenshots/SV-6807.png,Event-misfire is gone; Cycle Count starts as expected and does not trigger the Column Chooser.
SV-6808,work orders,v0.54 Regressions,FIXED,high,"Using browser Print on a Work Order page, the print preview only includes the first page of work order lines; lines beyond the first page do not appear. Regression from previously-working behavior.","As admin, opened Work Order S2-15522 (id 06747f14...), which has 21 lines (72 rendered table rows including labor/parts/story sub-rows). | Emulated print media (equivalent to browser Print) and generated a print-to-PDF of the page. | Inspected the PDF page count and the print-media rendering of the lines table (row visibility and the scroll container's overflow).",All Work Order lines should appear across multiple pages in the print output.,"All lines print across multiple pages. The print-to-PDF produced 4 pages (not clipped to 1). In print media all 72 line rows are visible (visibleRows=72 of 72), the last line row renders, and the lines scroll container ('.q-table__middle') has overflow:visible with full expanded height (3102px) rather than a clipped fixed-height scroll region. This matches expected_after_fix - the print CSS now expands the lines table so every line flows across pages instead of being cut off after the first page.",build/bugfix-regression/screenshots/SV-6808.png,"Root-cause pattern (scroll container clipping in print) is resolved: print media sets overflow:visible and full height, and the paginated PDF spans 4 pages for the 21-line WO."
