internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,sense_verdict,sense_reason,contradiction_group,contradiction_counterparts,contradiction_resolution,genuine_refs_ok,layman_runnable,layman_note,status_ledger,status_note,type,api_related
TU-DAY-05,C30422,https://shopview.testrail.io/index.php?/cases/view/30422,TU,TU — Per-Day Breakdown,Expansion state is view-only: it resets on any reload and fresh visit,KEEP,"Expansion is view-only state - and crucially an on-screen filter change must NOT disturb it, unlike a reload.",,,SENSIBLE,Three steps drawing the distinction.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-ELL-01,C30404,https://shopview.testrail.io/index.php?/cases/view/30404,TU,TU — Est. Lost Labor,Est. Lost Labor values internal hours at each location's default rate,KEEP,"Per-location rate valuation summed at full precision and rounded once - this report's central money contract, with a known build-delta flagged.",,,SENSIBLE,Step 1 prescribes the hand computation including the rounding order.,,,,Y,OK,Needs two rated locations with different rates.,VIU-Observed-PASS,,Functional,False
TU-ELL-02,C30405,https://shopview.testrail.io/index.php?/cases/view/30405,TU,TU — Est. Lost Labor,"Est. Lost Labor, when shown, is pinned right and bold with the info icon",KEEP,"Pinned bold column, the verbatim info-icon text on hover/focus/tap, no icon on any other header, and hideability.",,,SENSIBLE,Four steps; the known build-delta on the tooltip wording is flagged.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-ELL-03,C30406,https://shopview.testrail.io/index.php?/cases/view/30406,TU,TU — Est. Lost Labor,"Zero internal hours - or a configured $0.00 rate - shows $0.00, never an em-dash",KEEP,"The $0.00-versus-em-dash semantic distinction (known rate with nothing to value, versus unknown rate) - subtle and easy to get wrong.",,,SENSIBLE,Expected 3 states the distinction in plain words.,,,,Y,OK,Needs a location rate set to exactly $0.00.,VIU-Observed-PASS,,Functional,False
TU-ELL-04,C30407,https://shopview.testrail.io/index.php?/cases/view/30407,TU,TU — Est. Lost Labor,Internal hours with no default labor rate anywhere show an em-dash,KEEP,The em-dash branch plus its assistive-technology label - the other half of the same semantic.,,,SENSIBLE,Two steps.,,,,Y,TOOL,Step 2 needs a screen reader; and no unrated location can exist on this org.,EXTERNAL-DEPENDENCY,,Functional,False
TU-ELL-05,C30408,https://shopview.testrail.io/index.php?/cases/view/30408,TU,TU — Est. Lost Labor,Internal hours split across rated and unrated locations show a part value,KEEP,"Partial valuation across rated and unrated locations, declared a known limitation - prevents a false bug report about hours not matching dollars.",,,SENSIBLE,Two steps with the arithmetic named.,,,,Y,OK,Needs an unrated location.,EXTERNAL-DEPENDENCY,,Functional,False
TU-EXP-01,C30434,https://shopview.testrail.io/index.php?/cases/view/30434,TU,TU — Exports,"Three-dot menu is leftmost, then Column Selection; three download options",KEEP,"Menu position, the Column Selection control after it, and the three download options; the build ships four, so this case is load-bearing.",,,SENSIBLE,Two steps.,,,,Y,OK,,DEVIATION,,Functional,False
TU-EXP-02,C30435,https://shopview.testrail.io/index.php?/cases/view/30435,TU,TU — Exports,The Summary PDF holds the technician rows plus the Summary,KEEP,Summary versus Expanded PDF content and the Title-Case filenames.,,,SENSIBLE,Two steps.,,,,Y,OK,,DEVIATION,,Functional,False
TU-EXP-03,C30436,https://shopview.testrail.io/index.php?/cases/view/30436,TU,TU — Exports,"The CSV is always summary-level, quotes comma-containing values",KEEP,"The CSV is always summary-level regardless of the menu choice, plus comma quoting - the build breaks the first half.",,,SENSIBLE,Three steps in a plain-text editor.,,,,Y,OK,,DEVIATION,,Functional,False
TU-EXP-04,C30437,https://shopview.testrail.io/index.php?/cases/view/30437,TU,TU — Exports,"Downloads cover only selected technicians, locations, and date range",KEEP,"Downloads scoped to the selected technicians, locations and range, mirroring the shown columns, with the Locations line and the automatic Location carve-out.",,,SENSIBLE,Five steps; expected 6 pre-empts the Location column for the tester.,,,,Y,OK,,DEVIATION,,Functional,False
TU-EXP-05,C30438,https://shopview.testrail.io/index.php?/cases/view/30438,TU,TU — Exports,Downloads always order rows Technician A to Z; the on-screen sort is ignored,KEEP,"Downloads always order A-to-Z and deliberately ignore the on-screen sort - explicitly unlike Parts Velocity, and the build breaks it.",,,SENSIBLE,The note names the deliberate cross-report difference.,,,,Y,OK,,DEVIATION,,Functional,False
TU-EXP-06,C30439,https://shopview.testrail.io/index.php?/cases/view/30439,TU,TU — Exports,"PDF logo: the uploaded logo, else the bundled ShopView logo; CSV never",KEEP,Logo resolution chain in both PDF views and the CSV-never-has-a-logo negative.,,,SENSIBLE,Three steps; the note says to restore the logo.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-EXP-07,C30440,https://shopview.testrail.io/index.php?/cases/view/30440,TU,TU — Exports,Choosing a download with no technician selected is a silent no-op,KEEP,The specified silent no-op with no technician selected; the build downloads a file and raises a success toast instead - a real defect this case caught.,,,SENSIBLE,Three steps.,,,,Y,OK,,DEVIATION,,Negative,False
TU-EXP-08,C30441,https://shopview.testrail.io/index.php?/cases/view/30441,TU,TU — Exports,A starting download notifies; a failed one shows the failure message,KEEP,Two verbatim download notifications; the build's success text differs.,,,SENSIBLE,Closed strings pinned to the TU §7 table + spec version - Rule 42 satisfied.,,,,Y,OK,,DEVIATION,,Functional,False
TU-EXP-09,C38887,https://shopview.testrail.io/index.php?/cases/view/38887,TU,TU — Exports,An over-cap Technician Utilization export is refused with the too-large message,KEEP,Over-cap export refusal with the suite-wide message; the spec is silent so the case carries the engineering-plan cap and says so.,,,SENSIBLE,Four steps including recovery; the note flags the spec silence as a question for Chris.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
TU-HRS-02,C30401,https://shopview.testrail.io/index.php?/cases/view/30401,TU,TU — Hours & Utilization,"Headers in fixed order; Total, WO and Internal Hours show clocked hours (2 dp)",KEEP,"Header order plus the definitions of all three hours columns, the include-unrated-hours rule, and the rounding.",,,SENSIBLE,"Scope-conditioned for Location and version-pinned - Rule 42 satisfied. The build renders Location second rather than leftmost, which is a build deviation, not a case error.",,,,Y,OK,,DEVIATION,,Functional,False
TU-HRS-03,C30402,https://shopview.testrail.io/index.php?/cases/view/30402,TU,TU — Hours & Utilization,Utilization % is WO hours over total hours from unrounded values,KEEP,Utilization % computed from unrounded hours - a real precision contract with a tie example.,,,SENSIBLE,Step 1 prescribes the hand computation from unrounded values.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-HRS-04,C30403,https://shopview.testrail.io/index.php?/cases/view/30403,TU,TU — Hours & Utilization,A technician with only internal hours shows 0.0% utilization,KEEP,"The internal-only 0.0% case, the never-above-100% invariant, and the honest statement that the undefined state is unreachable.",,,SENSIBLE,Two steps; expected 3 explains why a tester will never see the em-dash.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-LINK-01,C30428,https://shopview.testrail.io/index.php?/cases/view/30428,TU,TU — Deep Links,Total Hours is a real link with a non-color affordance and keyboard access,KEEP,"Link affordance beyond colour, keyboard focus and activation, and that the Summary row's value is NOT a link - it found a real colour-only-at-rest defect.",,,SENSIBLE,Three steps.,,,,Y,OK,,DEVIATION,,Functional,False
TU-LINK-02,C30429,https://shopview.testrail.io/index.php?/cases/view/30429,TU,TU — Deep Links,The Total Hours link opens Timesheet Activities in the same tab,KEEP,The deep link carries the technician and the range into Timesheet Activities in the same tab - a navigation contract with real context to get wrong.,,,SENSIBLE,Three steps with a non-default range so the carry is provable.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-LINK-03,C30430,https://shopview.testrail.io/index.php?/cases/view/30430,TU,TU — Deep Links,"Same range, single location, closed records: Total Hours matches Timesheet",KEEP,"The headline reconciliation guarantee between two reports, with the scope conditions under which a mismatch IS a defect stated explicitly.",,,SENSIBLE,"The 2026-07-28 repair corrected ""to the cent"" to ""to two decimals"" - the compared values are hours.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-LINK-04,C30431,https://shopview.testrail.io/index.php?/cases/view/30431,TU,TU — Deep Links,Reconcile exception (a): an open clock is snapshotted at each load instant,KEEP,The open-clock snapshot exception - it stops a tester filing a defect over two reports loaded a minute apart.,,,SENSIBLE,Three steps including the reload that proves the snapshot.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-LINK-05,C30432,https://shopview.testrail.io/index.php?/cases/view/30432,TU,TU — Deep Links,Reconciliation exception (b): the link passes no location,KEEP,"The link deliberately passes no location, so the drill-through can legitimately disagree - the second documented exception.",,,SENSIBLE,Three steps.,,,,Y,OK,Needs one technician clocked at two locations.,VIU-Observed-PASS,,Functional,False
TU-LINK-06,C30433,https://shopview.testrail.io/index.php?/cases/view/30433,TU,TU — Deep Links,A day row's Total Hours links to that technician's single-day timesheet,KEEP,A day row's link narrows to that single day - a distinct link target from the technician row's.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-LOC-01,C30442,https://shopview.testrail.io/index.php?/cases/view/30442,TU,TU — Location Filter,The Location filter is the rightmost multi-select; All Locations = select-all,KEEP,"Location filter anatomy, the select-all semantics of ""All locations"", and per-row identification.",,,SENSIBLE,Four steps; expected 2 already carves out the one-location case.,,,,Y,OK,,DEVIATION,,Functional,False
TU-LOC-02,C30443,https://shopview.testrail.io/index.php?/cases/view/30443,TU,TU — Location Filter,Location changes reload with hours pooled into one row per technician,KEEP,Location changes reload (unlike the technician filter) and hours POOL into one row per technician - the row-model contract of this report.,,,SENSIBLE,Four steps.,,,,Y,OK,Needs one technician clocked at two locations.,VIU-Observed-PASS,,Functional,False
TU-LOC-03,C30444,https://shopview.testrail.io/index.php?/cases/view/30444,TU,TU — Location Filter,The saved location selection restores defensively; bad ones are dropped,KEEP,"Defensive restore of a saved location selection, including the empty-remainder fallback.",,,SENSIBLE,Two steps.,,,,Y,OK,Needs an admin to change location access.,VIU-Observed-PASS,,Negative,False
TU-LOC-05,C30446,https://shopview.testrail.io/index.php?/cases/view/30446,TU,TU — Location Filter,Technician Utilization: Location filter hidden for a one-location user,KEEP,PO-ruled hidden Location filter for a one-location user; the build refutes it.,,,SENSIBLE,Two steps.,,,,Y,OK,,DEVIATION,,Functional,False
TU-LOC-06,C38915,https://shopview.testrail.io/index.php?/cases/view/38915,TU,TU — Location Filter,The Location column shows only with more than one location; Summary row blank,KEEP,"Location column position, Multiple on spanning rows, per-day behaviour, the blank Summary cell, selector exclusion, and all three downloads.",,,FIX-WORDING,"Expected 8 is the FIFTH copy of the cosmetic filter-width assertion (with IV-LOC-06, PV-FILT-14, SBC-LOC-04, SBR-LOC-05). Consolidate into one styling case or drop from all five.",,,,Y,OK,,DEVIATION,,Functional,False
TU-NAV-01,C30392,https://shopview.testrail.io/index.php?/cases/view/30392,TU,TU — Access & Display,"Technician Utilization sits under Performance, below existing report links",KEEP,Navigation placement below the four named anchor reports.,,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-NAV-02,C30393,https://shopview.testrail.io/index.php?/cases/view/30393,TU,TU — Access & Display,One row per technician who clocked time in the range at those locations,KEEP,Row inclusion: only technicians with clocked time in scope get a row.,,,SENSIBLE,Two steps over two deliberately-shaped technicians.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-NAV-03,C30394,https://shopview.testrail.io/index.php?/cases/view/30394,TU,TU — Access & Display,First visit defaults to the This Month preset and the user's active location,KEEP,First-visit date and location defaults; the build defaults location to all locations instead.,,,SENSIBLE,Two steps on a fresh profile.,,,,Y,OK,,DEVIATION,,Functional,False
TU-NAV-04,C30395,https://shopview.testrail.io/index.php?/cases/view/30395,TU,TU — Access & Display,Changing the date range reloads the rows; a Custom range is capped at 366 days,KEEP,Range change reloads plus the 366-day cap.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-NAV-05,C30396,https://shopview.testrail.io/index.php?/cases/view/30396,TU,TU — Access & Display,The loading indicator shows on load and reload; rows swap only on data,WEAK-KEEP,Loading indicator behaviour; a near-duplicate of PV-NAV-03 (C30324) and SBR-STATE-03 (C30300) across reports.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-NAV-06,C30397,https://shopview.testrail.io/index.php?/cases/view/30397,TU,TU — Access & Display,All clock records are day-grouped and windowed in one report-level time zone,KEEP,"A single report-level time zone governing day grouping, the midnight split and the range boundary - the hardest and highest-value assertion in this report.",,,SENSIBLE,Three steps over three deliberately-shaped records.,,,,Y,OK,"Needs cross-midnight and boundary-straddling records, ideally in two time zones.",VIU-Observed-PASS,,Functional,False
TU-NAV-07,C30398,https://shopview.testrail.io/index.php?/cases/view/30398,TU,TU — Access & Display,Without reports access Technician Utilization is hidden,KEEP,Permission negative for the navigation entry.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
TU-NAV-08,C30399,https://shopview.testrail.io/index.php?/cases/view/30399,TU,TU — Access & Display,Standard no-data message when no time in scope or all technicians cleared,KEEP,"The no-data message from BOTH triggers plus the hidden Summary row, and the explicit statement that the copy is not differentiated.",,,SENSIBLE,Verbatim string pinned to TU §7 + spec version - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
TU-SORT-01,C30409,https://shopview.testrail.io/index.php?/cases/view/30409,TU,TU — Sorting,On load rows sort by Technician A to Z with the ascending indicator,KEEP,"Default sort, its visual indicator, and the aria-sort exposure.",,,SENSIBLE,Three steps.,,,,Y,TOOL,Step 3 needs the accessibility tree.,VIU-Observed-PASS,,Functional,False
TU-SORT-02,C30410,https://shopview.testrail.io/index.php?/cases/view/30410,TU,TU — Sorting,"All six columns sort on screen: ascending first, toggling with no third state",KEEP,"All six columns sortable, the first-click-descending consequence of the default, no third state, client-side application, and the tie order.",,,SENSIBLE,Expected 1 is precise about why the first Technician click goes descending - exactly the kind of detail a cold tester needs.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-SORT-03,C30411,https://shopview.testrail.io/index.php?/cases/view/30411,TU,TU — Sorting,A data reload resets the sort to Technician A to Z,KEEP,"A reload resets the sort and the sort is NOT persisted, unlike the other settings - a deliberate asymmetry worth pinning.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-SORT-04,C30412,https://shopview.testrail.io/index.php?/cases/view/30412,TU,TU — Sorting,Sorting reorders only the technician rows,KEEP,Sort scope: Summary stays pinned and day rows keep date order rather than re-sorting.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-SORT-05,C30413,https://shopview.testrail.io/index.php?/cases/view/30413,TU,TU — Sorting,Sorting Est. Lost Labor keeps em-dash rows last both ways; $0.00 sorts as 0,KEEP,Em-dash rows stay at the bottom in BOTH directions and $0.00 sorts as a number - a genuine null-ordering contract.,,,SENSIBLE,Three steps.,,,,Y,OK,"Needs an unrated location, which cannot exist on this org.",EXTERNAL-DEPENDENCY,,Functional,False
TU-SUM-01,C30414,https://shopview.testrail.io/index.php?/cases/view/30414,TU,TU — Summary,"A pinned Summary row labeled Summary sits at the bottom, stays visible on scroll",KEEP,"Summary row label, bottom pinning, format parity and the no-prefix rule.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-SUM-02,C30415,https://shopview.testrail.io/index.php?/cases/view/30415,TU,TU — Summary,Summary totals visible technicians from unrounded hours; 0.01 drift expected,KEEP,"Summary totals over the VISIBLE technicians from unrounded hours, with the 0.01 eye-sum drift declared expected.",,,SENSIBLE,"The 2026-07-28 repair corrected ""a cent"" to 0.01 - the values are hours.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-SUM-03,C30416,https://shopview.testrail.io/index.php?/cases/view/30416,TU,TU — Summary,Summary Utilization % is the weighted rate; not an average of the rows,KEEP,Weighted utilisation rather than an average of the row percentages - a classic and expensive aggregation bug.,,,SENSIBLE,The skewed 100%/0% seeding makes the two answers unmistakably different.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-SUM-04,C30417,https://shopview.testrail.io/index.php?/cases/view/30417,TU,TU — Summary,Summary Est. Lost Labor sums rated contributions; em-dash only if all are,KEEP,"Summary Est. Lost Labor sums only the rated contributions, understates deliberately, and shows an em-dash only when every visible row is one.",,,SENSIBLE,Two steps; expected 2 states the deliberate understatement.,,,,Y,OK,Needs an unrated location.,VIU-Observed-PASS,,Functional,False
TU-TECH-01,C30423,https://shopview.testrail.io/index.php?/cases/view/30423,TU,TU — Technician Filter,Filter by Technician starts with every technician selected on a first visit,KEEP,"Filter label, the all-selected first-visit default, and multi-select.",,,SENSIBLE,Three steps.,,,,Y,OK,,DEVIATION,,Functional,False
TU-TECH-02,C30424,https://shopview.testrail.io/index.php?/cases/view/30424,TU,TU — Technician Filter,Deselecting a technician hides the row and recalculates the Summary,KEEP,Deselecting hides the row and recalculates the Summary with NO reload - the on-screen-only contract.,,,SENSIBLE,"The 2026-08-03 repair is the model Rule-4 fix: devtools removed, the network claim left in TU-API-02, and expected 5 says plainly that no tools are needed.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-TECH-03,C30425,https://shopview.testrail.io/index.php?/cases/view/30425,TU,TU — Technician Filter,All technicians and Clear all controls set every technician on or off,KEEP,"Select-all / Clear-all plus the deselected-set tracking model, which decides how a newly-appearing technician behaves - genuinely subtle.",,,SENSIBLE,Four steps that walk the whole state machine.,,,,Y,OK,,DEVIATION,,Functional,False
TU-TECH-04,C30426,https://shopview.testrail.io/index.php?/cases/view/30426,TU,TU — Technician Filter,Previously deselected technicians stay deselected on the next visit,KEEP,The deselected set persists per browser and a newly-appearing technician is selected by default.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-VIS-01,C30447,https://shopview.testrail.io/index.php?/cases/view/30447,TU,TU — Visual & Accessibility,All-white table with no row shading; toolbar controls in the fixed order,WEAK-KEEP,"All-white table and toolbar control order; cosmetic, though the v5 toolbar reorder gives it delta value right now.",,,SENSIBLE,Three steps; expected 3 states where the expand-all control is NOT.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
TU-VIS-02,C30448,https://shopview.testrail.io/index.php?/cases/view/30448,TU,TU — Visual & Accessibility,Dark mode keeps every report element legible,WEAK-KEEP,Dark-mode legibility across seven named elements; cosmetic.,,,SENSIBLE,"The 2026-08-03 repair replaced ""measure the contrast"" with a by-eye check and named the owner - the right pattern.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-API-01,C30528,https://shopview.testrail.io/index.php?/cases/view/30528,WIP,WIP — API,Nightly snapshot records one row per then-open job per calendar date,KEEP,"One row per open job per calendar date, next-day accumulation, and idempotent re-run - the capture contract all WIP history rests on.",,,SENSIBLE,Four steps; the note admits the re-run rule comes from the engineering plan because the spec is silent.,,,,Y,TECHNICAL,Needs backend/DB access; correctly in an API-titled section.,EXTERNAL-DEPENDENCY,,Functional,True
WIP-API-03,C30530,https://shopview.testrail.io/index.php?/cases/view/30530,WIP,WIP — API,Captured Earned and Remaining use the same maths as the on-screen report,KEEP,Captured Earned and Remaining equal the on-screen figures to the cent - the equivalence contract that makes history trustworthy.,,,SENSIBLE,Three steps across a capture boundary.,,,,Y,TECHNICAL,Needs backend/DB access.,EXTERNAL-DEPENDENCY,,Functional,True
WIP-API-04,C30531,https://shopview.testrail.io/index.php?/cases/view/30531,WIP,WIP — API,Nightly snapshot spans every location with no user location filter,KEEP,"The capture uses the report's scope conditions, spans every location with no user filter, and excludes the closed and part-sale kinds.",,,SENSIBLE,Three steps.,,,,Y,TECHNICAL,Needs backend/DB access.,EXTERNAL-DEPENDENCY,,Functional,True
WIP-API-06,C30533,https://shopview.testrail.io/index.php?/cases/view/30533,WIP,WIP — API,Nightly snapshot: a job with nothing approved is captured at $0.00; not skipped,KEEP,"A nothing-approved job is captured at $0.00 rather than skipped - the ""row silently disappears from history"" risk.",,,SENSIBLE,Two steps.,,,,Y,TECHNICAL,Needs backend/DB access.,EXTERNAL-DEPENDENCY,,Functional,True
WIP-CALC-01,C30474,https://shopview.testrail.io/index.php?/cases/view/30474,WIP,WIP — Earned & Remaining,Money columns show US dollars to two decimals with thousands separators,KEEP,Money formatting including the negative and genuine-zero branches.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-02,C30475,https://shopview.testrail.io/index.php?/cases/view/30475,WIP,WIP — Earned & Remaining,Labor Earned is the clocked share of each approved line's quoted value,KEEP,Labor Earned as the clocked share of the quoted value WITH the per-line cap - the central money semantic of this report.,,,SENSIBLE,"Two deliberately-shaped work orders, including an over-clocked one.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-03,C30476,https://shopview.testrail.io/index.php?/cases/view/30476,WIP,WIP — Earned & Remaining,Labor Remaining is the approved labor's quoted value minus Labor Earned,KEEP,The Labor Earned + Labor Remaining = quoted identity.,,,SENSIBLE,Three steps with the addition done by hand.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-04,C30477,https://shopview.testrail.io/index.php?/cases/view/30477,WIP,WIP — Earned & Remaining,Parts Earned is the sell value of approved-line parts already received,KEEP,Parts Earned counts only received quantity - the not-yet-received exclusion is the assertion.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-05,C30478,https://shopview.testrail.io/index.php?/cases/view/30478,WIP,WIP — Earned & Remaining,Parts Remaining values the not-yet-received quantity at its sell price,KEEP,Parts Remaining values outstanding quantity INCLUDING the core charge - an easy omission with real money consequences.,,,SENSIBLE,Three steps over two work orders.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,WIP,WIP — Earned & Remaining,Earned + Remaining make Total; not the WO's grand total,KEEP,The three composition identities plus the explicit statement that Total is NOT the work order's grand total - prevents a recurring false defect.,,,SENSIBLE,Five steps ending in a comparison against the work order itself.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-07,C30480,https://shopview.testrail.io/index.php?/cases/view/30480,WIP,WIP — Earned & Remaining,Lines that are not yet approved contribute nothing to any money figure,KEEP,Unapproved lines contribute nothing - proved by adding lines and showing the figures do not move.,,,SENSIBLE,Three steps with a before/after read.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,WIP,WIP — Earned & Remaining,Inv. Hrs shows quoted minus worked hours; signed to one decimal,KEEP,"Inv. Hrs signed formatting, colour direction, and the unsigned zero.",,,SENSIBLE,Three deliberately-shaped jobs.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-09,C30482,https://shopview.testrail.io/index.php?/cases/view/30482,WIP,WIP — Earned & Remaining,An open estimate with no approved work shows $0.00 in every money column,KEEP,Nothing-approved shows $0.00 in every money column AND the row still appears.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-CALC-10,C38890,https://shopview.testrail.io/index.php?/cases/view/38890,WIP,WIP — Earned & Remaining,"A technician still clocked in counts toward Labor Earned, capped at the quote",KEEP,"A running clock counts toward Labor Earned, still capped - an explicit regression guard against a known legacy defect that dropped open clock records.",,,SENSIBLE,Three steps; the note names the exact failure to catch.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-COL-01,C30466,https://shopview.testrail.io/index.php?/cases/view/30466,WIP,WIP — Columns & Rows,"With all toggleable columns on, the fixed column order and alignment hold",KEEP,Fixed column order and alignment across seventeen columns.,,,CONTRADICTION,"Precondition 4 says ""Location is turned ON in the column-selection control (it is off by default)"" while the case's own refs quote WIP v6 S4-R3: ""The Location column is not offered in the column selector; its visibility is automatic"". Group CG-WIP-LOCATION-COLUMN, shared with WIP-COL-02. Winner: S4-R3 (the current spec, and the model every other report's Location case follows). Repair: assert the automatic behaviour and record the selector-controlled build as the deviation.",CG-WIP-LOCATION-COLUMN,see sense_reason,aligned to the precedence winner (see sense_reason),Y,OK,,DEVIATION,,Functional,False
WIP-COL-02,C30467,https://shopview.testrail.io/index.php?/cases/view/30467,WIP,WIP — Columns & Rows,First visit shows the default columns; the rest are in the column selector,KEEP,First-visit default column set and which columns are available-but-off.,,,CONTRADICTION,"Expected 3 and 4 assert ""Location IS offered in the column-selection control ... does NOT appear on its own ... That is what the build does today"" - the exact opposite of WIP v6 S4-R3 cited in its own refs, and the opposite of the Location cases on all five other reports (IV-LOC-06, PV-FILT-14, SBC-LOC-04, SBR-LOC-05, TU-LOC-06). Group CG-WIP-LOCATION-COLUMN. Winner: S4-R3. The case as written CANNOT FAIL a build that breaks the current spec - it was aligned to the build instead, which inverts the Rule-33 precedence order.",CG-WIP-LOCATION-COLUMN,see sense_reason,aligned to the precedence winner (see sense_reason),Y,OK,,DEVIATION,,Functional,False
WIP-COL-03,C30468,https://shopview.testrail.io/index.php?/cases/view/30468,WIP,WIP — Columns & Rows,The WO # is a link that opens the WO in the same browser tab,KEEP,"The WO # link opens in the same tab - a 2026-07-21 behaviour change, so a real regression target.",,,SENSIBLE,Three steps; the note names the previous new-tab behaviour.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-COL-04,C30469,https://shopview.testrail.io/index.php?/cases/view/30469,WIP,WIP — Columns & Rows,Status shows as a color-coded badge whose label text is always present,KEEP,Status badge labels and the colour-is-never-the-sole-signal accessibility rule.,,,SENSIBLE,Closed five-label list version-pinned to WIP v6 S4-R6 - Rule 42 satisfied.,,,,Y,OK,,DEVIATION,,Functional,False
WIP-COL-05,C30470,https://shopview.testrail.io/index.php?/cases/view/30470,WIP,WIP — Columns & Rows,"Asset cell identifies the asset by VIN, falling back to Unit #, then plate",KEEP,"The asset identifier chain Chris Ward ruled standard, plus the plain non-vehicle serial-number note.",,,SENSIBLE,Three steps; expected 3 honestly asks the tester to record the second-line rendering rather than asserting it.,,,,Y,OK,,DEVIATION,,Functional,False
WIP-COL-06,C30471,https://shopview.testrail.io/index.php?/cases/view/30471,WIP,WIP — Columns & Rows,Customer shows the customer's company name,WEAK-KEEP,Customer column content plus the blank-when-absent branch; per-column display filler with one useful negative.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-COL-07,C30472,https://shopview.testrail.io/index.php?/cases/view/30472,WIP,WIP — Columns & Rows,Days Open shows whole days since creation and reads 0 days / 1 days,KEEP,"Days Open floor arithmetic AND the documented ""1 days"" non-pluralisation - the second half stops a recurring false bug report.",,,SENSIBLE,Three deliberately-aged work orders; expected 3 marks the grammar as correct.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-COL-08,C30473,https://shopview.testrail.io/index.php?/cases/view/30473,WIP,WIP — Columns & Rows,Last Activity shows Today; Xd ago; or an em-dash when there is none,WEAK-KEEP,"Last Activity's three renderings; per-column display, though the em-dash branch has some value.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-EXP-01,C30510,https://shopview.testrail.io/index.php?/cases/view/30510,WIP,WIP — Exports,Work In Progress: a three-dot menu holds Download (PDF) and Download (CSV),KEEP,"Export menu and its two verbatim labels, per tab.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
WIP-EXP-02,C30511,https://shopview.testrail.io/index.php?/cases/view/30511,WIP,WIP — Exports,"Downloads keep shown columns, honor filters, include the tab's Totals row",KEEP,"Exports mirror the shown columns, honour every filter, carry the tab's Totals row and the Locations line, with the Branch/Unit heading carve-out.",,,SENSIBLE,Expected 1's in-line exception (Inv. Hrs cannot be exported on this build) and expected 5's plain naming note are both honest disclosures a cold tester can act on.,,,,Y,OK,,DEVIATION,,Functional,False
