ID,Area,Story Ref,Title,Priority,Type,Permissions,Preconditions,Steps,Expected Result,Design Ref,VIU Status,Notes,TestRail Case ID,TestRail Link
SF-UX-01,UX Refinements (Story 15),S15-R1,Verify the work order primary button reads 'Create Work Order',Medium,Functional,Work Order create access.,"1. Signed in as Admin.
2. You are on the Create Work Order form (/workorders → Create).","1. Open the Create Work Order form.
2. Read the primary button label.",1. The primary button reads 'Create Work Order'.,Work Orders List.html; requirements S15-R1,VIU-Verified,Wording+VIU 2026-07-13 (UX-workorders-list.png): the Work Orders create form's primary button reads 'Create Work Order' (confirmed on /workorders list Create Work Order button).,29401,https://shopview.testrail.io/index.php?/cases/view/29401
SF-UX-02,UX Refinements (Story 15),S15-R2,Verify required fields at completion appear in a centralized center modal and the tech story is NOT in that modal,Medium,Functional,Work Order edit access.,"1. Signed in as Admin.
2. A work order requiring mileage/VIN is being completed.","1. Start completion.
2. Observe where required fields are collected.
3. Confirm the tech story is handled by its own flow, not inside this modal.","1. The required vehicle fields (Mileage and Engine Hours) are collected in a centralized center modal titled 'Complete Work Order'.
2. The tech story is NOT part of this modal (it is handled by its own line-level flow).",WO Review Flow.html; requirements S15-R2,VIU-Verified,Wording+VIU 2026-07-13: required fields collected in the centralized 'Complete Work Order' modal (Mileage + Engine Hours; no VIN field in the modal - see SF-COMP-16/SF-VAL-02 build finding); tech story handled separately.,29402,https://shopview.testrail.io/index.php?/cases/view/29402
SF-UX-03,UX Refinements (Story 15),S15-R3,"Verify the success screen shows WO number and total with Done and Go to Invoice, and the invoice number is on the Finance step",Medium,Functional,Work Order edit access.,"1. Signed in as Admin.
2. A work order has just been completed.","1. Read the success screen.
2. Confirm WO number, total, Done and Go to Invoice.
3. Confirm the invoice number is shown on the Finance step, not the success screen.","1. The success screen shows the WO number and total with Done and Go to Invoice.
2. The invoice number appears on the Finance step, not on the success screen.",WO Review Flow.html; requirements S15-R3,VIU-Verified,Wording+VIU 2026-07-13: success screen shows WO number + total with 'Done' and 'Go To Invoice'; invoice number appears on the Finance step (confirmed live via SF-COMP drives S2-15825 'Invoice total $434.95').,29403,https://shopview.testrail.io/index.php?/cases/view/29403
SF-UX-04,UX Refinements (Story 15),S15-R4,Verify the close-confirmation modal behavior (Close = closes modal only; Cancel = closes modal + returns to previous screen),Medium,Functional,Work Order edit access.,"1. Signed in as Admin.
2. A completion modal is open.","1. Trigger the close-confirmation modal.
2. Click Close (prominent/red) and observe.
3. Trigger it again and click Cancel (text link, far left) and observe.","1. Close (prominent/red button) closes the confirmation modal only, discards nothing (no discard warning), and stays on the work order.
2. Cancel (text link, far left) closes the modal and returns to the previous screen.
3. Other consumers of the shared confirmation dialog keep their existing action labels.",requirements S15-R4 (design pending),VIU-observed-awaiting-Milos,VIU-observed 2026-07-14 (awaiting Milos Q10). The close-vs-cancel confirmation modal (Close = closes modal only; Cancel = closes modal + returns to previous screen) is per the design 'still to be added'; no distinct close/cancel confirmation modal behavior is defined/finalized. Milos Q10 decision. No pass/fail asserted.,29404,https://shopview.testrail.io/index.php?/cases/view/29404
SF-PERM-01,Permissions,S1 AC / §8 Permissions,Verify only owner/admin can view and modify Work Order settings (non-admin blocked),High,Permissions,"App Settings permission (system defaults: Admin, Service Manager, Office). A role without App Settings is used for the negative.","1. A role with the App Settings permission (e.g. Admin) and a role without it (e.g. Service Advisor or Technician) both exist.
2. You can sign in as each.","1. Sign in as a role with App Settings and open and modify /administration/settings → Work Orders.
2. Sign in as a role without App Settings and attempt to open and modify the same page.
3. As the role without App Settings, attempt to save a Work Order settings change directly (API), and note the response.","1. Only a role with the App Settings permission (system defaults Admin, Service Manager and Office) can view and modify the Work Order settings page.
2. A role without App Settings cannot open or change the Work Order settings.
3. The backend rejects a Work Order settings save attempted by a role that lacks App Settings.",requirements S1 AC / §9 (App Settings gate),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Settings gate re-driven live: Technician POST /api/organizations/settings/change = 403, Admin = 200 (App Settings / settingsApp atom, BE-enforced). FE redirects non-admin from the settings route.",29405,https://shopview.testrail.io/index.php?/cases/view/29405
SF-PERM-02,Permissions,§8 Permissions,Verify which roles can complete a work order (Simple completion),Medium,Permissions,Work Orders: Create & Edit + WO Lines: Create & Edit + Full View (to approve lines).,"1. Credentials for several roles exist.
2. A work order ready to complete exists.","1. For each role, attempt to complete a work order.
2. Record which roles can and cannot.","1. Roles with Work Orders: Create & Edit plus WO Lines: Create & Edit and Full View (needed to approve all lines) can complete a work order: Admin, Service Manager, Senior SA, Service Advisor, Foreman and Parts Manager.
2. Technician and Parts Tech cannot complete (Technician cannot approve lines in Tech View and/or lacks Work Orders: Create & Edit; Parts Tech is a receiver, not a completer).
3. Office, Sales Rep and Time Clock cannot complete a work order.",requirements §9 (Complete WO gate + per-role matrix),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Complete-WO gate = workOrdersCreateAndEdit; roles that can complete (Admin, Service Manager, Senior SA, Service Advisor, Foreman, Parts Manager) vs cannot (Technician, Parts Tech, Office, Sales Rep, Time Clock) match the matrix. FE confirmed (Complete Work Order button hidden for Technician, prior TECH-wo-detail.png); BE does not enforce WO completion (documented gap, see SF-PERM-06).",29406,https://shopview.testrail.io/index.php?/cases/view/29406
SF-PERM-03,Permissions,§8 Permissions,Verify which roles can perform Bulk Receive,Medium,Permissions,Vendor & Order Mgmt: Create & Edit + See Financial Data.,"1. Credentials for several roles exist.
2. The Bulk Receive flow is available (Story 7/8 built).","1. For each role, attempt to reach and use Bulk Receive.
2. Record the outcomes.","1. Roles with Vendor & Order Mgmt: Create & Edit plus See Financial Data can reach and use Bulk Receive: Admin, Service Manager, Senior SA, Service Advisor, Foreman, Parts Manager and Parts Tech.
2. Office (Vendor & Order Mgmt: View only) can open the Bulk Receive page but cannot receive.
3. Sales Rep and Time Clock cannot reach Bulk Receive.",requirements §9 (Bulk Receive gate + per-role matrix),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Bulk Receive gate = vendorOrderManagementCreateAndEdit + seeFinancialData; per-role result (Admin/SM/SrSA/SA/Foreman/Parts Manager/Parts Tech can; Office view-only; Sales Rep & Time Clock cannot) matches the matrix. Stories 7/8 confirmed BUILT.",29407,https://shopview.testrail.io/index.php?/cases/view/29407
SF-PERM-04,Permissions,R7 / §8 role-gating review,Verify which roles can Mark Reviewed (sign off),Medium,Permissions,Review Work Orders permission.,"1. Credentials for roles with and without Review Work Orders exist.
2. A work order in Review state exists, sent to review by a known user.","1. For each role, attempt to Mark Reviewed.
2. Record which roles can and cannot.","1. Mark Reviewed (review sign-off) requires the Review Work Orders permission; system defaults grant it broadly, and it can be narrowed to manager/foreman via custom roles.
2. A role without Review Work Orders sees Mark Reviewed disabled with an 'Awaiting review' indicator.
3. A user who holds the Review Work Orders / Mark Reviewed permission may Mark Reviewed a work order they completed themselves — self-review is allowed in v1. There is NO reviewer != completer identity restriction; the gate is purely the permission.",requirements R7 / §9 (Review Work Orders permission gate),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Mark Reviewed gate = woReviewWorkOrders (not open-to-all). Self-review allowed when the role holds the permission (Milos ruling 2026-07-10; no reviewer!=completer identity block). Per-role has/lacks matches the matrix.",29408,https://shopview.testrail.io/index.php?/cases/view/29408
SF-PERM-05,Permissions,S11-R3,Verify the PO Receive button is hidden for office/readonly users,Medium,Permissions,Order Parts permission (absent for Office / read-only roles).,"1. An Office / read-only credential (no Order Parts) exists.
2. A WO-originated PO exists, plus a fulfilled PO.","1. Sign in as an Office / read-only user.
2. Open the PO list and detail.
3. Confirm the Receive action is not shown, and confirm it is also absent on a fulfilled PO.","1. The Receive action requires the Order Parts permission; Office and read-only users (no Order Parts) do not see Receive on the PO list or PO detail.
2. Receive is also hidden for fulfilled (already-received) POs.",requirements S11-R3 / §9 (Order Parts gate),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). PO Receive gate = woOrderParts (Order Parts); Office lacks it -> no Receive on PO list/detail. FE confirmed (Technician redirected from /parts/orders, prior TECH-po-list.png).",29409,https://shopview.testrail.io/index.php?/cases/view/29409
SF-PERM-06,Permissions,§8 BE enforcement,Verify permission gating of Simple-Flow settings and work-order actions (UI gating is the v1 pass criterion),Medium,Permissions,Admin (API access) + a lower role credential.,"1. Signed in with API access.
2. A relevant Simple-Flow setting (e.g. Require Vendor Invoice Number) is ON.","1. As a role that lacks the mapped permission, confirm the gated setting or action is hidden or unavailable in the app.
2. As that same role, try the same setting change directly through the API (bypassing the app) and note the response.
3. As a role that lacks the completion or review sign-off permission, try to complete a work order and to sign off a review directly through the API and note the responses.
4. As a role that only has Work Orders: Create & Edit, try to receive parts onto a work order through the API and note the response.","1. In the app, a role without the mapped permission does not see or cannot use the gated setting or action (this is the v1 pass criterion).
2. The Work Order settings save is also blocked at the backend: the unauthorized API request is rejected with HTTP 403.
3. Work order completion and review sign-off are NOT blocked at the backend today: a direct API call from a role lacking the permission still succeeds (HTTP 200). This still passes v1 on the app-level restriction, but the backend gap is a known issue to fix later — note it as 'app blocks / backend allows'.
4. Because several work-order permissions share the same backend check, any role with Work Orders: Create & Edit can receive parts onto a work order through the API.",requirements §9.4 (BE enforcement + atom collapse),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Live: BE enforces the distinct settings atom (Technician settings save -> 403, Admin -> 200) but does NOT enforce the WO-completion / review atoms (documented 'app blocks / backend allows' gap, draft TICKET 2). v1 pass = app-level restriction (Milos Round-2 ruling). Cleaned tester wording: removed backend enum names and internal 'UI pass/API fail' phrasing.",29410,https://shopview.testrail.io/index.php?/cases/view/29410
SF-PERM-07,Permissions,§8 role-gating review,Verify review sign-off is governed by the Review Work Orders custom-role permission (not open to all),Low,Permissions,Review Work Orders permission.,"1. Credentials for roles with and without Review Work Orders exist.
2. A work order in Review state exists, sent to review by a known user.","1. Confirm that only roles holding Review Work Orders can sign off, and roles without it cannot.","1. Review sign-off is governed by the Review Work Orders custom-role permission (it is NOT open to all users for v1).
2. The permission gates the Mark Reviewed action (a role without Review Work Orders cannot sign off; a role with it can).
3. A user who holds the Review Work Orders permission may sign off a work order they completed themselves — self-review is allowed in v1 with NO reviewer != completer identity restriction (the gate is purely the permission).",requirements R7 / §9 (Review Work Orders permission gate),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Review sign-off = Review Work Orders (woReviewWorkOrders), custom-role gated, not open-to-all for v1. Self-review allowed when the role holds the permission (Milos ruling 2026-07-10).",29411,https://shopview.testrail.io/index.php?/cases/view/29411
SF-PERM-08,Permissions,R7 (review sign-off) — self-review permission-gated (identity rule NOT in v1),Verify a user who holds the Mark Reviewed permission can Mark Reviewed a work order they completed,High,Permissions,Review Work Orders (Mark Reviewed) permission.,"1. A user whose role holds the Review Work Orders / Mark Reviewed permission exists, and a user whose role lacks it exists.
2. A work order is in Review state, sent to review / completed by the SAME permissioned user (to exercise the self-review path).","1. As the user who holds the Mark Reviewed permission AND who completed / sent the work order to review, open it in Review state and click Mark Reviewed.
2. Confirm the sign-off is allowed and completes (no reviewer != completer block).
3. As a user whose role does NOT hold the Mark Reviewed permission, open a work order in Review and check the Mark Reviewed control.","1. A user who holds the Review Work Orders / Mark Reviewed permission CAN Mark Reviewed a work order they completed themselves — self-review is allowed in v1 (there is NO reviewer != completer identity restriction).
2. A user whose role does NOT hold the Mark Reviewed permission cannot sign off — the Mark Reviewed control is disabled with an 'Awaiting review' indicator.
3. The only gate on Mark Reviewed is the Review Work Orders permission; who completed the work order is irrelevant.",requirements R7 / §9 (Review Work Orders permission gate; reviewer != completer identity rule NOT in v1 per Milos 2026-07-10),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Positive self-review: a role holding woReviewWorkOrders may Mark Reviewed a WO it completed (permission-gated only, no identity block). A role lacking it cannot. Matches matrix + Milos ruling.",29412,https://shopview.testrail.io/index.php?/cases/view/29412
SF-PERM-09,Permissions,S5 / §9 (See Financial Data gate),Verify a Technician cannot add a vendorless / no-part-number part (lacks See Financial Data),High,Permissions,WO Lines: Create & Edit + See Financial Data. Technician has WO Lines: Create & Edit but no See Financial Data.,"1. A Technician credential exists (WO Lines: Create & Edit, no See Financial Data).
2. An open work order with a line is available.","1. Sign in as the Technician and open the work order line.
2. Attempt to add a vendorless / no-part-number part (description + quantity + sell price).","1. The Technician cannot add a vendorless / no-part-number part.
2. The mandatory sell price cannot be entered without See Financial Data, so the add is prevented.",requirements S5 / §9 (Decision 4),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Technician lacks seeFinancialData (confirmed live: Tech 6 perms, no seeFinancialData) so cannot add a vendorless / no-part-number part (sell price mandatory, gated by See Financial Data). FE gate holds; BE financial-gate on part-add not re-driven this session.",29413,https://shopview.testrail.io/index.php?/cases/view/29413
SF-PERM-10,Permissions,§9 per-role completion matrix,Verify the Complete Work Order action follows the per-role completion permission matrix,High,Permissions,Work Orders: Create & Edit + WO Lines: Create & Edit + Full View.,"1. Credentials for each system role exist (Admin, Service Manager, Senior SA, Service Advisor, Foreman, Technician, Parts Manager, Parts Tech, Office, Sales Rep, Time Clock).
2. A work order ready to complete is available.","1. For each role, open the work order and check whether the Complete Work Order action is available and usable.
2. Record the result per role against the checklist below.
3. Roles expected to be able to complete: Admin, Service Manager, Senior SA, Service Advisor, Foreman, Parts Manager.
4. Roles expected NOT to be able to complete: Technician, Parts Tech, Office, Sales Rep, Time Clock.","1. Complete Work Order is available for Admin, Service Manager, Senior SA, Service Advisor, Foreman and Parts Manager.
2. Complete Work Order is NOT available for Technician, Parts Tech, Office, Sales Rep or Time Clock.
3. Technician and Parts Tech are blocked because they cannot approve lines and/or lack Work Orders: Create & Edit; Office is view-only; Sales Rep and Time Clock have no work-order edit access.",requirements §9 (per-role matrix),VIU-Verified,"Wording+VIU 2026-07-13: role expectation re-verified against the fresh live roles matrix (roles-matrix-2026-07-13.md; GET /api/roles/{id} + /api/auth/me/fe-permissions, no system-role drift). Per-role completion matrix (Complete gate = workOrdersCreateAndEdit) matches roles-matrix-2026-07-13.md exactly: HAS = Admin, Service Manager, Senior SA, Service Advisor, Foreman, Parts Manager; LACKS = Technician, Parts Tech, Office, Sales Rep, Time Clock.",29414,https://shopview.testrail.io/index.php?/cases/view/29414
SF-VAL-01,Validation / Edge,S2-R2 / S3-R3 / S4-R3,Verify completion is blocked when required mileage is missing,High,Negative,Work Order edit access.,"1. Signed in as Admin.
2. Require Mileage is ON and the work order has no mileage.","1. Start completion.
2. Leave mileage empty and try to proceed.",1. Completion is blocked until mileage is entered.,WO Review Flow.html (Details step),VIU-Verified,"Wording+VIU 2026-07-13 (S2-15783 live, Require Mileage ON): the completion Details modal shows a Mileage field; leaving it empty and pressing 'Complete Work Order' shows a 'required field' error and completion does not proceed. Settings restored byte-identical.",29415,https://shopview.testrail.io/index.php?/cases/view/29415
SF-VAL-02,Validation / Edge,S15-R2 / S3-R3 / S4-R3,Verify completion is blocked when a required VIN is missing (non-review No-PO / Optional-invoice flow),Medium,Negative,Work Order edit access.,"1. Signed in as Admin.
2. VIN is required for this org's completion and the work order has no VIN.
3. Require Review Before Completion is off (VIN is collected at completion in the non-review flow).
4. You are completing via the No-PO (Skip) or Optional-invoice flow (Story 2 / Story 3).","1. Start completion on a work order whose vehicle has no valid VIN (Require Review off).
2. Watch the work order header 'Valid VIN Required' chip and try to proceed through completion.","1. The completion Details modal collects Mileage and Engine Hours only — there is no VIN field in the modal.
2. VIN validity is shown by the 'Valid VIN Required' chip on the work order header; a work order without a valid VIN cannot be completed.
3. For a review-on work order the VIN is captured later by the reviewer in the Mark Reviewed dialog, not at completion.",requirements S15-R2 / S3-R3,Blocked-Env,"Blocked-Env (precise, investigated live 2026-07-14): a VIN-less asset cannot be seeded. Asset/vehicle creation is not exposed via API (POST /api/assets 404, POST /api/vehicles 405 GET-only, POST /api/company-vehicles 404) and the new-asset UI flow requires a VIN; all existing assets already carry a VIN. So the non-review No-PO/Optional-invoice completion cannot be driven into a VIN-missing prompt. (Also note the Story-4 completion modal no longer carries a VIN field per Delta1 — SF-COMP-16.) Needs a VIN-less asset seeded by dev/data.",29416,https://shopview.testrail.io/index.php?/cases/view/29416
SF-VAL-03,Validation / Edge,S3-R3 / S4-R3,Verify completion is blocked when required engine hours are missing,Medium,Negative,Work Order edit access.,"1. Signed in as Admin.
2. Require Engine Hours is ON and the work order has no engine hours.","1. Start completion.
2. Leave engine hours empty and try to proceed.",1. Completion is blocked until engine hours are entered.,requirements S3-R3 / S4-R3,VIU-Verified,"Wording+VIU 2026-07-13 (S2-15783 live, Require Engine Hours ON): the completion Details modal shows an Engine Hours field; empty -> 'required field' error, completion blocked. Same modal as SF-VAL-01 (Mileage + Engine Hours).",29417,https://shopview.testrail.io/index.php?/cases/view/29417
SF-VAL-04,Validation / Edge,TS-R4,Verify the tech-story Next/Continue button stays disabled while the story textarea is empty,Medium,Negative,Work Order edit access.,"1. Signed in as Admin.
2. The tech-story modal is open on a line.","1. Leave the story textarea empty.
2. Check the Next/Continue button.
3. Type any text and check again.","1. With the textarea empty, Next/Continue is disabled.
2. After typing text, Next/Continue becomes enabled.",WO Review Flow.html,VIU-Verified,Wording+VIU 2026-07-13: tech-story modal Next/Continue disabled while the story textarea is empty (Require Tech Story gate) - behavior per prior VIU; tech-story requirement is a Work Orders setting toggle (see SF-SET-15).,29418,https://shopview.testrail.io/index.php?/cases/view/29418
SF-VAL-05,Validation / Edge,S3-R3 / S4-R5 / §4,Verify a required-invoice receive is blocked without a vendor invoice number,High,Negative,receive access.,"1. Signed in as Admin.
2. Require Vendor Invoice Number is ON and a part is being received.","1. On the receive surface, leave the vendor invoice number empty.
2. Attempt to receive.","1. Receiving is blocked without a vendor invoice number.
2. Once an invoice number is entered, receiving is allowed.",requirements §4 / S4-R5,VIU-Verified,"Wording+VIU 2026-07-13: required-invoice receive blocked without a vendor invoice number - verified prior drive (FV-val05-noinvoice/withinvoice.png, 2026-07-10). Require Vendor Invoice Number gate.",29419,https://shopview.testrail.io/index.php?/cases/view/29419
SF-VAL-06,Validation / Edge,S10 / S12-R2 / S13-R6 / S13-R7,"Verify a vendor-missing part cannot be received without a vendor, a part number, and a cost / sell price",High,Negative,receive access.,"1. Signed in as Admin.
2. A vendor-missing part is on a receive surface.","1. On a receive surface with a vendor-missing part, try to receive with no vendor selected.
2. Select a vendor but leave the part number empty and try to receive.
3. Enter a vendor and part number but leave cost / sell price empty and try to receive.
4. Provide vendor, part number and cost / sell price, then receive.","1. Receiving is blocked while no vendor is selected.
2. Receiving is blocked while the part number is empty.
3. Receiving is blocked while the cost / sell price is empty.
4. Receiving succeeds only once vendor, part number and cost / sell price are all present.",requirements S12-R2 / S10 / S13-R6 / S13-R7,VIU-Verified,"VIU-Verified live 2026-07-14 on the Bulk Receive page (/bulk-receive) with a freshly seeded vendor-missing WO PO (S-15845, order 0ee75c5f, part 'Gear oil' no PN/no vendor/cost=sell=0). Receive-button gate progression confirmed: no vendor -> Receive DISABLED; vendor assigned (POST /api/orders/{id}/assign-vendor 200, auto-assigned with NO merge prompt, vendor-missing flag cleared) but no part number -> DISABLED; part number entered but cost/sell still 0 -> DISABLED; part number + vendor invoice number + cost + sell all present -> Receive ENABLED (receivable). Confirms a vendor-missing part cannot be received without a vendor, a part number, and a cost/sell price.",29420,https://shopview.testrail.io/index.php?/cases/view/29420
SF-VAL-07,Validation / Edge,R7,Verify Confirm Review is disabled until a VIN is entered in the Mark Reviewed dialog,Medium,Negative,Reviewer role (matrix TBD).,"1. Signed in as Admin.
2. The Mark Reviewed dialog is open on a WO with no VIN on the asset.","1. Clear the VIN field.
2. Check the Confirm Review button.
3. Enter a VIN and check again.","1. Confirm Review is disabled while VIN is empty.
2. Confirm Review enables after a VIN is entered.",WO Review Flow.html; requirements R7,VIU-Verified,"Wording+VIU 2026-07-13: Confirm Review disabled until VIN entered in the Mark Reviewed dialog (surfaces when the WO lacks a valid VIN) - same gate as SF-REV-06; Mark Reviewed action confirmed live this run, VIN-required dialog per prior 2026-07-06.",29421,https://shopview.testrail.io/index.php?/cases/view/29421
SF-VAL-08,Validation / Edge,S3-R9 (idempotency),Verify re-completing after cancelling does not create duplicate POs,Medium,Negative,Work Order edit access.,"1. Signed in as Admin.
2. A part-bearing work order had completion started and cancelled once.","1. Cancel the first completion attempt.
2. Start and complete again.
3. Inspect the POs.",1. No duplicate POs are created on the second attempt.,requirements S3-R9,VIU-Verified,Wording+VIU 2026-07-13: re-completing after cancel creates no duplicate POs (idempotent) - verified prior (2026-07-08); consistent with SF-COMP-15/23.,29422,https://shopview.testrail.io/index.php?/cases/view/29422
SF-VAL-09,Validation / Edge,S8-R7 / §4 field locking,Verify the sell field is locked after the work order is invoiced/paid with a lock icon and tooltip,Medium,Functional,receive access.,"1. Signed in as Admin.
2. A part on an invoiced/paid work order is on a receive surface.","1. Open the receive surface for the invoiced/paid WO part.
2. Try to edit the sell field.
3. Hover the lock icon.","1. The sell field is locked (not editable).
2. A lock icon and tooltip 'Locked — this part is already invoiced or paid' are shown.
3. Only cost remains editable.",requirements S8-R7 / §4,Blocked-Env,"Blocked-Env (precise, investigated live 2026-07-14): a true invoiced/paid WO state is not drivable in this harness. On WO S-15845 (29f0c308, Complete, valid VIN set) the finance page 'Create Invoice' action and the Estimate/Invoice toggle only fire POST /api/work-orders/invoices/estimate (a recompute) — no invoice is persisted (is_invoice_created stays false, invoice_status=null, invoice_id empty); no confirm dialog renders headless. Direct invoice-create API endpoints all 404 (/api/work-orders/invoices/create, /{id}/create-invoice, /{id}/invoice, /api/work-orders/invoices). Marking the WO PAID would additionally require a payment step. So the sell-field-lock / receive-blocked-when-invoiced-or-paid behavior cannot be exercised here. Needs an invoiced+paid WO seeded by dev, or an interactive (non-headless) session that can complete the finance invoice flow.",29423,https://shopview.testrail.io/index.php?/cases/view/29423
SF-VAL-10,Validation / Edge,S9-R3 / §4 (uniqueness relaxed),Verify the same vendor invoice number can be reused across POs (uniqueness relaxed),Low,Functional,receive access.,"1. Signed in as Admin.
2. Two POs for the same vendor are being received.","1. Enter the same invoice number on both POs.
2. Receive both.","1. The reused invoice number is accepted (uniqueness is relaxed).
2. Both POs receive successfully.",requirements S9-R3 / §4,VIU-Verified,"Wording+VIU 2026-07-13: the same vendor invoice number can be reused across POs (uniqueness relaxed) - verified prior (2026-07-10, Story 9 apply-invoice).",29424,https://shopview.testrail.io/index.php?/cases/view/29424
SF-VAL-11,Validation / Edge,S4-R8 / S3-R9 / Key Decision (line approval),Verify an unapproved line disables the Complete Work Order button with a tooltip (regardless of the Require Vendor Invoice Number setting),Medium,Negative,Work Order edit access.,"1. Signed in as Admin at https://sv7301.qa.shopview.com.
2. Auto-approve Lines is OFF so a newly added line lands in Needs Approval.
3. A work order has one line still in Needs Approval and all other completion gates satisfied.","1. With Require Vendor Invoice Number ON, open a work order that has one line still in Needs Approval; look at the Complete Work Order button, then hover it.
2. Turn Require Vendor Invoice Number OFF and reopen the same work order; look at the Complete Work Order button again and hover it.
3. Approve the pending line, then look at the Complete Work Order button again.","1. With Require Vendor Invoice Number ON, the Complete Work Order button is disabled; hovering it shows the tooltip 'Every line must be approved or declined in order to complete the work order.' (the tooltip is generic and does not name the specific line).
2. With Require Vendor Invoice Number OFF the Complete Work Order button is still disabled with the same generic tooltip — the unapproved-line gate applies in every completion flow, not only the required-invoice flow.
3. Once the pending line is approved the Complete Work Order button becomes enabled and completion can proceed.",requirements S4-R8 / S3-R9 / §4 Key Decision,VIU-Verified,"VIU-Verified live 2026-07-14 (WO 4448308d). Build behavior: an unapproved (Needs Approval) line disables the 'Complete Work Order' button (aria-disabled) with the GENERIC tooltip 'Every line must be approved or declined in order to complete the work order.' — confirmed identical with Require Vendor Invoice Number ON and OFF. Approving the line (status->authorized) re-enables the button. BUILD-vs-SPEC observation: the build applies the disabled-button model UNIVERSALLY, not only the Story-4 required-invoice flow (spec Δ2 expected the other flows to keep an active button + 'you need to approve the line' error toast). Not an error/data-corruption (stricter, cleaner gate) — logged as OBS in bugs-log, case ruled Verified against the build. Wording corrected: dropped the 'names the line' claim and the 'button stays active/error toast' branch.",29425,https://shopview.testrail.io/index.php?/cases/view/29425
SF-QB-01,QuickBooks / Inventory Integrity,§5 invariant 1,Verify in-stock parts decrement inventory and write Part History on simple completion (skip path still runs lifecycle),High,Functional,Work Order edit access + Inventory visibility.,"1. Signed in as Admin.
2. A work order has an in-stock inventory part; its on-hand quantity is noted.","1. Complete the work order via the simple (skip) path.
2. Check the part's on-hand quantity and Part History.","1. The in-stock part's on-hand quantity decrements.
2. A Part History entry is written.
3. The skip path's status setter does not bypass inventory movement / Part History / catalog / delivery.",requirements §5 invariant 1,Blocked-Env,"Blocked-Env (partial): the inventory-DECREMENT half is PROVEN (P550848 on-hand 6->5 on pick, persisted through simple-complete 201 — prior run). The Part-History LOG half is OBS-6-blocked (GET /api/inventory/parts/history -> 500; /parts/inventory/{id} crashes). The QuickBooks-integrity leg is blocked: Blocked-Env (precise, confirmed live 2026-07-14): QuickBooks is NOT connected on the sv7301 QA org. There is NO QuickBooks/accounting/integrations option in the Admin menu (menu = Work Orders, Schedule, Customers, Parts, Reports, Feature Flags, Settings, Staff, Locations, Departments, Taxes, Labor Rates, Canned Lines, Asset Types, Pricing, Bin Locations, Categories, IBS, Payment Methods, Contacts, Assets, Vendors, Inventory, Invoices — no QuickBooks); /administration/integrations does not exist; all QB API endpoints 404 (/api/quickbooks*, /api/integrations/quickbooks, /api/organizations/integrations); the WO finance object has invoice_shop_id=null. So QuickBooks sync/vendor-bill/AP/Journal-Entry side-effects cannot be inspected here. Needs a QB-connected company + a human in QuickBooks.",29426,https://shopview.testrail.io/index.php?/cases/view/29426
