Test ID,Title,Section/Area,Priority,Status,Step #,Step (Action Followed),Expected Behavior (this step),Actual / Current Behavior,Failing Point / Block Reason,References
DI-027,Senior Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-028,Senior Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-028,Senior Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-028,Senior Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
DI-036,Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-036,Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-036,Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-036,Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-038,Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-038,Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-038,Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
DI-038,Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-039,Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-039,Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-039,Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Service Advisor,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
DI-047,Foreman - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-047,Foreman - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-047,Foreman - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-047,Foreman - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-049,Foreman - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-049,Foreman - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-049,Foreman - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
DI-049,Foreman - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-050,Foreman - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-050,Foreman - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-050,Foreman - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Foreman,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
DI-058,Technician - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-058,Technician - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-058,Technician - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-058,Technician - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-060,Technician - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-060,Technician - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-060,Technician - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
DI-060,Technician - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-061,Technician - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-061,Technician - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-061,Technician - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Technician,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
DI-069,Parts Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-069,Parts Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-069,Parts Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-069,Parts Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-071,Parts Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-071,Parts Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-071,Parts Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
DI-071,Parts Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-072,Parts Manager - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-072,Parts Manager - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-072,Parts Manager - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Parts Manager,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
