report,spec_prefix,story,story_title,requirement_id,kind,assertion_index,assertion_count,requirement_text_verbatim,assertion_text_verbatim,surfaces,verdict,verdict_reason,evidence_basis,covering_internal_ids,covering_c_ids,covering_links,quote_from_c_id,quote_from_internal_id,covering_expected_quote_verbatim,overlap_score,anchor_mapping
Work In Progress,WIP,4,Columns and Calculations,S4-R14,requirement,1,1,"S4-R14: Money columns (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) show US-dollar currency with a leading ""$"", two decimal places, and thousands separators; a negative value shows a leading minus before the ""$"" (for example ""$1,234.56"" and ""-$1,234.56""); a genuine zero shows ""$0.00"".","Money columns (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) show US-dollar currency with a leading ""$"", two decimal places, and thousands separators; a negative value shows a leading minus before the ""$"" (for example ""$1,234.56"" and ""-$1,234.56""); a genuine zero shows ""$0.00"".",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.375; not individually read,machine-substantiated,WIP-CALC-01,C30474,https://shopview.testrail.io/index.php?/cases/view/30474,C30474,WIP-CALC-01,"Money values show a leading ""$"", two decimal places, and thousands separators — for example ""$1,234.56"".",0.375,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R15,requirement,1,1,"S4-R15: Labor Earned is the value of approved labor already performed: for each approved line, the share of its quoted labor value covered by the time clocked to it (never more than the full quoted value), summed across the work order's approved lines.","**Labor Earned** is the value of approved labor already performed: for each approved line, the share of its quoted labor value covered by the time clocked to it (never more than the full quoted value), summed across the work order's approved lines.",,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-CALC-02 WIP-CALC-07 WIP-CALC-10,C30475 C30480 C38890,https://shopview.testrail.io/index.php?/cases/view/30475 https://shopview.testrail.io/index.php?/cases/view/30480 https://shopview.testrail.io/index.php?/cases/view/38890,C30475,WIP-CALC-02,"Labor Earned equals the share of the approved line's quoted labor value covered by the time clocked to it (in the example, $100.00).",0.529,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R16,requirement,1,1,S4-R16: Labor Remaining is the approved labor value not yet earned: the total quoted value of the approved labor minus Labor Earned.,**Labor Remaining** is the approved labor value not yet earned: the total quoted value of the approved labor minus Labor Earned.,,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-CALC-03,C30476,https://shopview.testrail.io/index.php?/cases/view/30476,C30476,WIP-CALC-03,"Labor Remaining equals the total quoted value of the approved labor minus Labor Earned (in the example, $400.00 − $100.00 = $300.00).",0.778,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R17,requirement,1,1,S4-R17: Parts Earned is the sell value of approved-line parts already received.,**Parts Earned** is the sell value of approved-line parts already received.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.833; not individually read,machine-substantiated,WIP-CALC-04,C30477,https://shopview.testrail.io/index.php?/cases/view/30477,C30477,WIP-CALC-04,"Parts Earned equals the sell value of the approved-line parts already received (in the example, $100.00).",0.833,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R18,requirement,1,1,S4-R18: Parts Remaining is the sell value of approved-line parts ordered but not yet received (the outstanding quantity valued at its sell price including any core charge).,**Parts Remaining** is the sell value of approved-line parts ordered but not yet received (the outstanding quantity valued at its sell price including any core charge).,,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-CALC-05,C30478,https://shopview.testrail.io/index.php?/cases/view/30478,C30478,WIP-CALC-05,"For the core-charge part, Parts Remaining values the outstanding quantity at its sell price INCLUDING the core charge.",0.571,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R19,requirement,1,1,S4-R19: Earned is Labor Earned plus Parts Earned.,**Earned** is Labor Earned plus Parts Earned.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,C30479,WIP-CALC-06,Earned equals Labor Earned plus Parts Earned.,1.0,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R20,requirement,1,1,S4-R20: Remaining is Labor Remaining plus Parts Remaining.,**Remaining** is Labor Remaining plus Parts Remaining.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,C30479,WIP-CALC-06,Remaining equals Labor Remaining plus Parts Remaining.,1.0,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R21,requirement,1,2,"S4-R21: Total is Earned plus Remaining. It is NOT the work order's stored grand total, and it is NOT the sum of any other displayed subtotal beyond Earned + Remaining.",**Total** is Earned plus Remaining.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,C30479,WIP-CALC-06,Total equals Earned plus Remaining.,1.0,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R21,requirement,2,2,"S4-R21: Total is Earned plus Remaining. It is NOT the work order's stored grand total, and it is NOT the sum of any other displayed subtotal beyond Earned + Remaining.","It is NOT the work order's stored grand total, and it is NOT the sum of any other displayed subtotal beyond Earned + Remaining.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.455; not individually read,machine-substantiated,WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,C30479,WIP-CALC-06,"The Total is NOT the work order's stored grand total — it excludes tax, fees, discounts, and non-approved lines, so a difference from the work order's own grand total is EXPECTED, not a data error.",0.455,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R22,requirement,1,1,"S4-R22: The Total column is pinned to the far right of the row, shown in bold, and stays fixed to the right edge while the user scrolls the row sideways.","The **Total** column is pinned to the far right of the row, shown in bold, and stays fixed to the right edge while the user scrolls the row sideways.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.636; not individually read,machine-substantiated,WIP-VIS-03,C30521,https://shopview.testrail.io/index.php?/cases/view/30521,C30521,WIP-VIS-03,"The Total column (header and cells, shown in bold) stays fixed to the right edge while the rest of the columns scroll underneath.",0.636,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R23,requirement,1,2,"S4-R23: Inv. Hrs shows the quoted labor hours minus the worked (clocked) labor hours across the approved lines, as a signed number with one decimal place (""+2.0"", ""-14.0"", ""0.0""). A zero value shows unsigned as ""0.0"" (never ""+0.0"" or blank).","**Inv. Hrs** shows the quoted labor hours minus the worked (clocked) labor hours across the approved lines, as a signed number with one decimal place (""+2.0"", ""-14.0"", ""0.0"").",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.941; not individually read,machine-substantiated,WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,C30481,WIP-CALC-08,"Inv. Hrs shows the quoted labor hours minus the worked (clocked) labor hours across the approved lines, as a signed number with one decimal place — for example ""+2.0"" or ""-14.0"".",0.941,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R23,requirement,2,2,"S4-R23: Inv. Hrs shows the quoted labor hours minus the worked (clocked) labor hours across the approved lines, as a signed number with one decimal place (""+2.0"", ""-14.0"", ""0.0""). A zero value shows unsigned as ""0.0"" (never ""+0.0"" or blank).","A zero value shows unsigned as ""0.0"" (never ""+0.0"" or blank).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,C30481,WIP-CALC-08,"A value of exactly zero shows unsigned as ""0.0"" (never ""+0.0"" or blank) in the default text color.",1.0,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R24,requirement,1,1,"S4-R24: On screen, Inv. Hrs is colored: green when positive, red when negative, and the default text color at exactly 0.0.","On screen, Inv. Hrs is colored: green when positive, red when negative, and the default text color at exactly 0.0.",On screen,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.462; not individually read,machine-substantiated,WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,C30481,WIP-CALC-08,On screen it is colored green when positive and red when negative;,0.462,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R25,requirement,1,1,"S4-R25: The initial sort is Days Open, longest-open first (descending).","The initial sort is Days Open, longest-open first (descending).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.714; not individually read,machine-substantiated,WIP-SORT-01,C30483,https://shopview.testrail.io/index.php?/cases/view/30483,C30483,WIP-SORT-01,"The rows are sorted by Days Open, longest-open first (descending).",0.714,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R26,requirement,1,2,"S4-R26: The user can re-sort by selecting any column header. The first click on a header sorts ascending; clicking the same header again toggles to descending; there is no third ""cleared"" state, and only one column sorts at a time.",The user can re-sort by selecting any column header.,,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-SORT-02,C30484,https://shopview.testrail.io/index.php?/cases/view/30484,C30484,WIP-SORT-02,The first click sorts the column ascending.,0.25,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R26,requirement,2,2,"S4-R26: The user can re-sort by selecting any column header. The first click on a header sorts ascending; clicking the same header again toggles to descending; there is no third ""cleared"" state, and only one column sorts at a time.","The first click on a header sorts ascending; clicking the same header again toggles to descending; there is no third ""cleared"" state, and only one column sorts at a time.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-SORT-02,C30484,https://shopview.testrail.io/index.php?/cases/view/30484,C30484,WIP-SORT-02,The first click sorts the column ascending.,0.308,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R27,requirement,1,1,"S4-R27: Money and numeric columns sort by their underlying value; Days Open by its day count; Status by its displayed label; WO #, Customer, Asset, VIN, Location, and Advisor as text.","Money and numeric columns sort by their underlying value; Days Open by its day count; Status by its displayed label; WO #, Customer, Asset, VIN, Location, and Advisor as text.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.421; not individually read,machine-substantiated,WIP-SORT-03,C30485,https://shopview.testrail.io/index.php?/cases/view/30485,C30485,WIP-SORT-03,"WO #, Customer, Asset, VIN, Location, and Advisor sort as text.",0.421,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-R28,requirement,1,1,S4-R28: Sorting reorders the rows within the active tab only; the Totals row stays at the bottom.,Sorting reorders the rows within the active tab only; the Totals row stays at the bottom.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.625; not individually read,machine-substantiated,WIP-SORT-04,C30486,https://shopview.testrail.io/index.php?/cases/view/30486,C30486,WIP-SORT-04,Sorting reorders the rows within the active tab only.,0.625,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-E1,edge,1,1,"S4-E1: In the Estimates tab, an open estimate with no approved work shows ""$0.00"" for every money column, including Total.","In the Estimates tab, an open estimate with no approved work shows ""$0.00"" for every money column, including Total.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-CALC-09 WIP-API-06,C30482 C30533,https://shopview.testrail.io/index.php?/cases/view/30482 https://shopview.testrail.io/index.php?/cases/view/30533,C30482,WIP-CALC-09,"Every money column — Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, and Total — shows ""$0.00"".",0.273,DIRECT
Work In Progress,WIP,4,Columns and Calculations,S4-E2,edge,1,1,"S4-E2: A row where the job has overrun its labor estimate shows a negative Inv. Hrs (for example ""-14.0"") in red; a job under its estimate shows a positive value in green.","A row where the job has overrun its labor estimate shows a negative Inv. Hrs (for example ""-14.0"") in red; a job under its estimate shows a positive value in green.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.417; not individually read,machine-substantiated,WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,C30481,WIP-CALC-08,"the overrun job shows a negative red value, the under-estimate job a positive green value.",0.417,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R1,requirement,1,1,"S5-R1: The summary strip shows seven figures, in this order: Total Earned , Total Remaining , Not Started , Started — Earned, Started — Remaining, Ready to Invoice , and Estimates.","The summary strip shows seven figures, in this order: **Total Earned** , **Total Remaining** , **Not Started** , **Started — Earned**, **Started — Remaining**, **Ready to Invoice** , and **Estimates**.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.833; not individually read,machine-substantiated,WIP-SUM-01,C30487,https://shopview.testrail.io/index.php?/cases/view/30487,C30487,WIP-SUM-01,"The strip shows seven figures, in this order: Total Earned, Total Remaining, Not Started, Started — Earned, Started — Remaining, Ready to Invoice, and Estimates.",0.833,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R2,requirement,1,2,"S5-R2: Total Earned is the report's hero figure, shown larger and with a colored underline. It equals Started — Earned plus Ready to Invoice.","**Total Earned** is the report's hero figure, shown larger and with a colored underline.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.714; not individually read,machine-substantiated,WIP-SUM-02,C30488,https://shopview.testrail.io/index.php?/cases/view/30488,C30488,WIP-SUM-02,Total Earned is shown larger than the other figures and with a colored underline — it is the strip's hero figure.,0.714,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R2,requirement,2,2,"S5-R2: Total Earned is the report's hero figure, shown larger and with a colored underline. It equals Started — Earned plus Ready to Invoice.",It equals Started — Earned plus Ready to Invoice.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.833; not individually read,machine-substantiated,WIP-SUM-02,C30488,https://shopview.testrail.io/index.php?/cases/view/30488,C30488,WIP-SUM-02,"Total Earned equals Started — Earned plus Ready to Invoice, to the cent.",0.833,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R3,requirement,1,1,S5-R3: Total Remaining equals Not Started plus Started — Remaining.,**Total Remaining** equals Not Started plus Started — Remaining.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.833; not individually read,machine-substantiated,WIP-SUM-03,C30489,https://shopview.testrail.io/index.php?/cases/view/30489,C30489,WIP-SUM-03,"Total Remaining equals Not Started plus Started — Remaining, to the cent.",0.833,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R4,requirement,1,1,"S5-R4: Not Started is the total approved value (earned + remaining) of the jobs in the ""Approved - not started"" tab.","**Not Started** is the total approved value (earned + remaining) of the jobs in the ""Approved - not started"" tab.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,C30490,WIP-SUM-04,"Not Started equals the total approved value (earned + remaining) of the jobs in the ""Approved - not started"" tab.",1.0,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R5,requirement,1,1,"S5-R5: Started — Earned is the total Earned of the jobs in the ""Approved - partially completed"" tab.","**Started — Earned** is the total Earned of the jobs in the ""Approved - partially completed"" tab.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.875; not individually read,machine-substantiated,WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,C30490,WIP-SUM-04,"Started — Earned equals the total Earned of the jobs in the ""Approved - partially completed"" tab, and Started — Remaining equals that tab's total Remaining.",0.875,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R6,requirement,1,1,"S5-R6: Started — Remaining is the total Remaining of the jobs in the ""Approved - partially completed"" tab.","**Started — Remaining** is the total Remaining of the jobs in the ""Approved - partially completed"" tab.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.875; not individually read,machine-substantiated,WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,C30490,WIP-SUM-04,"Started — Earned equals the total Earned of the jobs in the ""Approved - partially completed"" tab, and Started — Remaining equals that tab's total Remaining.",0.875,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R7,requirement,1,1,"S5-R7: Ready to Invoice is the total Earned of the jobs in the ""Completed"" tab.","**Ready to Invoice** is the total Earned of the jobs in the ""Completed"" tab.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,C30490,WIP-SUM-04,"Ready to Invoice equals the total Earned of the jobs in the ""Completed"" tab.",1.0,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R8,requirement,1,1,"S5-R8: Estimates is the total quoted value of the jobs in the ""Estimates"" tab, and is shown in a muted style.","**Estimates** is the total quoted value of the jobs in the ""Estimates"" tab, and is shown in a muted style.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.571; not individually read,machine-substantiated,WIP-SUM-05,C30491,https://shopview.testrail.io/index.php?/cases/view/30491,C30491,WIP-SUM-05,The Estimates figure equals the total quoted value of the jobs in the Estimates tab.,0.571,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R9,requirement,1,1,S5-R9: The Estimates figure is excluded from Total Earned and from Total Remaining.,The Estimates figure is excluded from Total Earned and from Total Remaining.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-SUM-05,C30491,https://shopview.testrail.io/index.php?/cases/view/30491,C30491,WIP-SUM-05,The Estimates figure is excluded from Total Earned and from Total Remaining.,1.0,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R10,requirement,1,1,"S5-R10: Every figure shows US-dollar currency with a leading ""$"", two decimals, and thousands separators.","Every figure shows US-dollar currency with a leading ""$"", two decimals, and thousands separators.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-SUM-01,C30487,https://shopview.testrail.io/index.php?/cases/view/30487,C30487,WIP-SUM-01,"Every figure shows US-dollar currency with a leading ""$"", two decimals, and thousands separators.",1.0,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R11,requirement,1,1,"S5-R11: When the user changes the advisor, customer, or asset filter, every summary figure recomputes immediately from the visible jobs, with no reload.","When the user changes the advisor, customer, or asset filter, every summary figure recomputes immediately from the visible jobs, with no reload.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.583; not individually read,machine-substantiated,WIP-FLT-08,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,C30505,WIP-FLT-08,"The summary strip and each tab's Totals row recompute immediately from the still-visible jobs after every advisor, customer, or asset change — on screen, with no page reload.",0.583,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R12,requirement,1,2,"S5-R12: Each figure shows a small information icon; hovering, focusing, or tapping it reveals its explanation, in plain language, verbatim as follows: * Total Earned — ""Work you have already done but have not billed yet — the money waiting to be collected."" * Total Remaining — ""Approved work you still have to do — the money that comes in once it is finished."" * Not Started — ""Approved jobs nobody has started yet. The full amount is still ahead."" * Started — Earned — ""Jobs in progress: the work already done but not billed yet."" * Started — Remaining — ""Jobs in progress: the work still left to finish."" * Ready to Invoice — ""Finished jobs, ready to bill the customer."" * Estimates — ""Quotes the customer has not approved yet — not counted in the totals.""","Each figure shows a small information icon; hovering, focusing, or tapping it reveals its explanation, in plain language, verbatim as follows: * Total Earned — ""Work you have already done but have not billed yet — the money waiting to be collected."" * Total Remaining — ""Approved work you still have to do — the money that comes in once it is finished."" * Not Started — ""Approved jobs nobody has started yet.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-SUM-07 WIP-VIS-06,C30493 C30524,https://shopview.testrail.io/index.php?/cases/view/30493 https://shopview.testrail.io/index.php?/cases/view/30524,C30493,WIP-SUM-07,"Total Earned — ""Work you have already done but have not billed yet — the money waiting to be collected.""",0.281,DIRECT
Work In Progress,WIP,5,Summary Strip,S5-R12,requirement,2,2,"S5-R12: Each figure shows a small information icon; hovering, focusing, or tapping it reveals its explanation, in plain language, verbatim as follows: * Total Earned — ""Work you have already done but have not billed yet — the money waiting to be collected."" * Total Remaining — ""Approved work you still have to do — the money that comes in once it is finished."" * Not Started — ""Approved jobs nobody has started yet. The full amount is still ahead."" * Started — Earned — ""Jobs in progress: the work already done but not billed yet."" * Started — Remaining — ""Jobs in progress: the work still left to finish."" * Ready to Invoice — ""Finished jobs, ready to bill the customer."" * Estimates — ""Quotes the customer has not approved yet — not counted in the totals.""","The full amount is still ahead."" * Started — Earned — ""Jobs in progress: the work already done but not billed yet."" * Started — Remaining — ""Jobs in progress: the work still left to finish."" * Ready to Invoice — ""Finished jobs, ready to bill the customer."" * Estimates — ""Quotes the customer has not approved yet — not counted in the totals.""",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),WIP-SUM-07 WIP-VIS-06,C30493 C30524,https://shopview.testrail.io/index.php?/cases/view/30493 https://shopview.testrail.io/index.php?/cases/view/30524,C30493,WIP-SUM-07,"Not Started — ""Approved jobs nobody has started yet. The full amount is still ahead.""",0.296,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R1,requirement,1,1,"S6-R1: Each tab's table has a Totals row pinned to the bottom, labeled ""Totals"" in its leftmost cell.","Each tab's table has a Totals row pinned to the bottom, labeled ""Totals"" in its leftmost cell.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-TOT-01,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,C30494,WIP-TOT-01,"Each tab's table has a Totals row pinned to the bottom, labeled ""Totals"" in its leftmost cell.",1.0,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R2,requirement,1,1,"S6-R2: The Totals row sums each visible money column (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) across the tab's visible jobs.","The Totals row sums each visible money column (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) across the tab's visible jobs.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.5; not individually read,machine-substantiated,WIP-TOT-02,C30495,https://shopview.testrail.io/index.php?/cases/view/30495,C30495,WIP-TOT-02,"The Totals row sums each visible money column across the tab's visible jobs, to the cent.",0.5,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R3,requirement,1,1,"S6-R3: When the Inv. Hrs column is shown, the Totals row shows the sum of the visible jobs' Inv. Hrs, in the same signed one-decimal format and the same green/red/default coloring as a row.","When the Inv. Hrs column is shown, the Totals row shows the sum of the visible jobs' Inv. Hrs, in the same signed one-decimal format and the same green/red/default coloring as a row.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.615; not individually read,machine-substantiated,WIP-TOT-02,C30495,https://shopview.testrail.io/index.php?/cases/view/30495,C30495,WIP-TOT-02,"Hrs shows the sum of the visible jobs' Inv. Hrs, in the same signed one-decimal format (""+2.0"" / ""-14.0"" / ""0.0"").",0.615,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R4,requirement,1,1,"S6-R4: The Totals row's Total cell is pinned far right and shown in bold, matching the column.","The Totals row's Total cell is pinned far right and shown in bold, matching the column.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-TOT-01,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,C30494,WIP-TOT-01,"The Totals row's Total cell is pinned far right and shown in bold, matching the column.",1.0,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R5,requirement,1,1,S6-R5: The Totals row uses the same number formats as the data rows.,The Totals row uses the same number formats as the data rows.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-TOT-01,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,C30494,WIP-TOT-01,The Totals row uses the same number formats as the data rows.,1.0,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R6,requirement,1,1,"S6-R6: The Totals row recomputes whenever the advisor, customer, or asset filter changes (Story 5).","The Totals row recomputes whenever the advisor, customer, or asset filter changes (Story 5).",,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),WIP-FLT-08,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,C30505,WIP-FLT-08,"The summary strip and each tab's Totals row recompute immediately from the still-visible jobs after every advisor, customer, or asset change — on screen, with no page reload.",0.5,DIRECT
Work In Progress,WIP,6,Per-Tab Totals Row,S6-N1,negative,1,1,"S6-N1: If a tab has no visible jobs, it shows no Totals row.","If a tab has no visible jobs, it shows no Totals row.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.6; not individually read,machine-substantiated,WIP-SCOPE-05,C30460,https://shopview.testrail.io/index.php?/cases/view/30460,C30460,WIP-SCOPE-05,No tab shows a Totals row.,0.6,DIRECT
Work In Progress,WIP,7,Filters,S7-R1,requirement,1,2,"S7-R1: The toolbar has an Advisor filter, a multi-select listing the advisors present in the loaded jobs. Selecting one or more advisors narrows the visible jobs to those advisors, on screen only (no reload).","The toolbar has an **Advisor** filter, a multi-select listing the advisors present in the loaded jobs.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.889; not individually read,machine-substantiated,WIP-FLT-01,C30498,https://shopview.testrail.io/index.php?/cases/view/30498,C30498,WIP-FLT-01,The Advisor filter is a multi-select listing the advisors present in the loaded jobs.,0.889,DIRECT
Work In Progress,WIP,7,Filters,S7-R1,requirement,2,2,"S7-R1: The toolbar has an Advisor filter, a multi-select listing the advisors present in the loaded jobs. Selecting one or more advisors narrows the visible jobs to those advisors, on screen only (no reload).","Selecting one or more advisors narrows the visible jobs to those advisors, on screen only (no reload).",On screen,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,WIP-FLT-01,C30498,https://shopview.testrail.io/index.php?/cases/view/30498,C30498,WIP-FLT-01,"Selecting one or more advisors narrows the visible jobs to those advisors instantly, on screen only — no reload and no loading indicator.",1.0,DIRECT
Work In Progress,WIP,7,Filters,S7-R2,requirement,1,2,"S7-R2: The toolbar has a Customer filter, a searchable type-ahead multi-select listing the customers present in the loaded jobs. The user types to narrow the list and selects one or more customers; narrowing is on screen only (no reload).","The toolbar has a **Customer** filter, a searchable type-ahead multi-select listing the customers present in the loaded jobs.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.455; not individually read,machine-substantiated,WIP-FLT-02,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,C30499,WIP-FLT-02,Typing narrows the option list (type-ahead); the options are the customers present in the loaded jobs.,0.455,DIRECT
