case_id,class_full,severity,project,section,field,history_evidence,damaged_by,damaged_on,field_format,title,url
C30138,SUSPECT-LOW,LOW,Report Suite,SBC — Invoice Links & Navigation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,The invoice number opens the invoice in the same browser tab,https://shopview.testrail.io/index.php?/cases/view/30138
C30140,SUSPECT-LOW,LOW,Report Suite,SBC — Invoice Links & Navigation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Customer name is plain text; the invoice link never turns visited-purple,https://shopview.testrail.io/index.php?/cases/view/30140
C30145,SUSPECT-LOW,LOW,Report Suite,SBC — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Sorting by Date orders customers by their most recent invoice date,https://shopview.testrail.io/index.php?/cases/view/30145
C30149,SUSPECT-LOW,LOW,Report Suite,SBC — Totals & Calculations,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,Financial columns run in the specified order with Subtotal and Margin rules,https://shopview.testrail.io/index.php?/cases/view/30149
C30150,SUSPECT-LOW,LOW,Report Suite,SBC — Totals & Calculations,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Margin % is Margin over Subtotal to one decimal; em dash when Subtotal <= 0,https://shopview.testrail.io/index.php?/cases/view/30150
C30153,SUSPECT-LOW,LOW,Report Suite,SBC — Totals & Calculations,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Invoice subtotals sum to their asset row and asset subtotals to the customer,https://shopview.testrail.io/index.php?/cases/view/30153
C30156,SUSPECT-LOW,LOW,Report Suite,SBC — Column Selector,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,Column selector is its own toolbar button with ten toggles all on,https://shopview.testrail.io/index.php?/cases/view/30156
C30159,SUSPECT-LOW,LOW,Report Suite,SBC — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-29,markdown,The overflow menu holds exactly the four download items - no Print,https://shopview.testrail.io/index.php?/cases/view/30159
C30162,SUSPECT-HIGH,HIGH,Report Suite,SBC — Exports,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,CSV formats: Margin % plain; dates mm-dd-yyyy; currency plain; no color,https://shopview.testrail.io/index.php?/cases/view/30162
C30166,SUSPECT-LOW,LOW,Report Suite,SBC — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-18,markdown,"PDF page: A4 landscape, uniform margins, ShopView footer and page numbers",https://shopview.testrail.io/index.php?/cases/view/30166
C30168,SUSPECT-LOW,LOW,Report Suite,SBC — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-18,markdown,"PDF logo is embedded, scales without distortion",https://shopview.testrail.io/index.php?/cases/view/30168
C30174,SUSPECT-LOW,LOW,Report Suite,SBC — Saved View & Persistence,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,Filters; sort and visible columns are restored on the next visit,https://shopview.testrail.io/index.php?/cases/view/30174
C30181,SUSPECT-HIGH,HIGH,Report Suite,SBC — Empty & Edge States,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-29,markdown,Empty state shows in the table body; toolbar interactive; kept selection returns,https://shopview.testrail.io/index.php?/cases/view/30181
C30185,SUSPECT-LOW,LOW,Report Suite,SBC — Visual Conformance,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,Page and toolbar match the suite theme in padding; surface and alignment,https://shopview.testrail.io/index.php?/cases/view/30185
C30187,SUSPECT-LOW,LOW,Report Suite,SBC — Visual Conformance,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Dark mode darkens every surface while the PDF always renders light,https://shopview.testrail.io/index.php?/cases/view/30187
C30188,SUSPECT-LOW,LOW,Report Suite,SBC — Mobile,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,On a phone every toolbar control works on touch; the toolbar splits in two,https://shopview.testrail.io/index.php?/cases/view/30188
C30189,SUSPECT-LOW,LOW,Report Suite,SBC — Mobile,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,On touch the table scrolls sideways with Subtotal pinned and chevrons work,https://shopview.testrail.io/index.php?/cases/view/30189
C30190,SUSPECT-HIGH,HIGH,Report Suite,SBC — API,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,Asset and invoice rows are fetched on first expand; one call per customer,https://shopview.testrail.io/index.php?/cases/view/30190
C30198,SUSPECT-LOW,LOW,Report Suite,SBR — Permissions,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Sales By Representative is visible to anyone who sees another Performance report,https://shopview.testrail.io/index.php?/cases/view/30198
C30200,SUSPECT-LOW,LOW,Report Suite,SBR — Permissions,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Without staff-administration access the deactivation flow is unreachable,https://shopview.testrail.io/index.php?/cases/view/30200
C30200,SUSPECT-LOW,LOW,Report Suite,SBR — Permissions,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Without staff-administration access the deactivation flow is unreachable,https://shopview.testrail.io/index.php?/cases/view/30200
C30201,SUSPECT-LOW,LOW,Report Suite,SBR — Date Range Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Date range picker is in the toolbar and offers the standard presets plus Custom,https://shopview.testrail.io/index.php?/cases/view/30201
C30202,SUSPECT-LOW,LOW,Report Suite,SBR — Date Range Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A Custom range uses the date-picker and holds a 366-day maximum span,https://shopview.testrail.io/index.php?/cases/view/30202
C30204,SUSPECT-LOW,LOW,Report Suite,SBR — Date Range Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,An invoice sits in the range by its own invoice date; endpoints included,https://shopview.testrail.io/index.php?/cases/view/30204
C30212,SUSPECT-LOW,LOW,Report Suite,SBR — Invoice Status Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Money columns always show invoiced amounts, never the outstanding balance",https://shopview.testrail.io/index.php?/cases/view/30212
C30212,SUSPECT-LOW,LOW,Report Suite,SBR — Invoice Status Filter,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Money columns always show invoiced amounts, never the outstanding balance",https://shopview.testrail.io/index.php?/cases/view/30212
C30216,SUSPECT-LOW,LOW,Report Suite,SBR — Location Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Sales By Representative: Location filter hidden for a one-location user,https://shopview.testrail.io/index.php?/cases/view/30216
C30222,SUSPECT-LOW,LOW,Report Suite,SBR — Rep Rows & Tree,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,The header chevron expands every visible rep and its glyph tracks state,https://shopview.testrail.io/index.php?/cases/view/30222
C30223,SUSPECT-LOW,LOW,Report Suite,SBR — Rep Rows & Tree,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Each invoice appears under exactly one rep or the Unassigned row,https://shopview.testrail.io/index.php?/cases/view/30223
C30224,SUSPECT-LOW,LOW,Report Suite,SBR — Rep Rows & Tree,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Expansion survives filter and sort changes within the session, resets on reload",https://shopview.testrail.io/index.php?/cases/view/30224
C30242,SUSPECT-LOW,LOW,Report Suite,SBR — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Default order is plain A to Z by display name, case-insensitive",https://shopview.testrail.io/index.php?/cases/view/30242
C30242,SUSPECT-LOW,LOW,Report Suite,SBR — Sorting,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Default order is plain A to Z by display name, case-insensitive",https://shopview.testrail.io/index.php?/cases/view/30242
C30243,SUSPECT-LOW,LOW,Report Suite,SBR — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,First header click sorts ascending; second descending; no third state,https://shopview.testrail.io/index.php?/cases/view/30243
C30244,SUSPECT-LOW,LOW,Report Suite,SBR — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Sorting reorders rep rows only; Unassigned stays pinned on top,https://shopview.testrail.io/index.php?/cases/view/30244
C30245,SUSPECT-LOW,LOW,Report Suite,SBR — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Ties keep the A to Z order and an em-dash Margin % sorts as zero,https://shopview.testrail.io/index.php?/cases/view/30245
C30249,SUSPECT-LOW,LOW,Report Suite,SBR — Links & Navigation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Browser back from a drilldown restores expansion and scroll; no reload,https://shopview.testrail.io/index.php?/cases/view/30249
C30250,SUSPECT-LOW,LOW,Report Suite,SBR — Links & Navigation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Invoice links use theme-primary; customer links use the body color,https://shopview.testrail.io/index.php?/cases/view/30250
C30251,SUSPECT-LOW,LOW,Report Suite,SBR — Links & Navigation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,An unavailable link destination shows the standard not-found state,https://shopview.testrail.io/index.php?/cases/view/30251
C30253,SUSPECT-LOW,LOW,Report Suite,SBR — Staff Deactivation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Deactivate dialog: counted pluralized headline, reassurance, focus trap",https://shopview.testrail.io/index.php?/cases/view/30253
C30254,SUSPECT-LOW,LOW,Report Suite,SBR — Staff Deactivation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Type-YES gate: auto-focus; case-insensitive match; Enter submits,https://shopview.testrail.io/index.php?/cases/view/30254
C30257,SUSPECT-LOW,LOW,Report Suite,SBR — Staff Deactivation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"After deactivation: toggle unchanged, CSV shows No, report credit intact",https://shopview.testrail.io/index.php?/cases/view/30257
C30258,SUSPECT-LOW,LOW,Report Suite,SBR — Staff Deactivation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"No dialog: toggle off, no assignments, already inactive, or reactivation",https://shopview.testrail.io/index.php?/cases/view/30258
C30259,SUSPECT-LOW,LOW,Report Suite,SBR — Staff Deactivation,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A deactivation failure shows the error toast and leaves the status alone,https://shopview.testrail.io/index.php?/cases/view/30259
C30261,SUSPECT-LOW,LOW,Report Suite,SBR — Show Unassigned,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Show Unassigned sits between the column selector and the date picker, off",https://shopview.testrail.io/index.php?/cases/view/30261
C30268,SUSPECT-LOW,LOW,Report Suite,SBR — Column Selector,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Column visibility never affects the exports,https://shopview.testrail.io/index.php?/cases/view/30268
C30269,SUSPECT-LOW,LOW,Report Suite,SBR — Column Selector,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Hiding the active sort column keeps the sort,https://shopview.testrail.io/index.php?/cases/view/30269
C30280,SUSPECT-LOW,LOW,Report Suite,SBR — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Expanded View PDF truncates invoice numbers longer than 18 characters,https://shopview.testrail.io/index.php?/cases/view/30280
C30282,SUSPECT-LOW,LOW,Report Suite,SBR — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"PDFs render negative dollars in accounting parentheses, keep the (Inactive) tag",https://shopview.testrail.io/index.php?/cases/view/30282
C30287,SUSPECT-HIGH,HIGH,Report Suite,SBR — Exports,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"CSV cells: plain numbers, signed Labor Delta, empty Margin %, (Inactive)",https://shopview.testrail.io/index.php?/cases/view/30287
C30290,SUSPECT-LOW,LOW,Report Suite,SBR — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Over-cap Expanded View PDF is refused with the too-large message,https://shopview.testrail.io/index.php?/cases/view/30290
C30294,SUSPECT-LOW,LOW,Report Suite,SBR — Sales Rep Assignments Export,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Assignments CSV: one row per assigned customer, sorted customer then rep",https://shopview.testrail.io/index.php?/cases/view/30294
C30295,SUSPECT-LOW,LOW,Report Suite,SBR — Sales Rep Assignments Export,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"""Rep is active?"" tracks the staff-active status, not the toggle",https://shopview.testrail.io/index.php?/cases/view/30295
C30296,SUSPECT-LOW,LOW,Report Suite,SBR — Sales Rep Assignments Export,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"A deleted rep record still exports one row from the stored name, marked No",https://shopview.testrail.io/index.php?/cases/view/30296
C30302,SUSPECT-LOW,LOW,Report Suite,SBR — Mobile,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,On a phone every toolbar control works on touch,https://shopview.testrail.io/index.php?/cases/view/30302
C30303,SUSPECT-LOW,LOW,Report Suite,SBR — Mobile,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,On a phone the table scrolls sideways with Subtotal pinned outside it,https://shopview.testrail.io/index.php?/cases/view/30303
C30310,SUSPECT-LOW,LOW,Report Suite,SBR — Work Order Sales Rep,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Sales Representative selector shows on WO and Part Sale, not on imported",https://shopview.testrail.io/index.php?/cases/view/30310
C30311,SUSPECT-LOW,LOW,Report Suite,SBR — Work Order Sales Rep,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Selector offers only reps whose sales-representative toggle is on,https://shopview.testrail.io/index.php?/cases/view/30311
C30312,SUSPECT-LOW,LOW,Report Suite,SBR — Work Order Sales Rep,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A new WO opens with Sales Representative unassigned; a change saves at once,https://shopview.testrail.io/index.php?/cases/view/30312
C30313,SUSPECT-LOW,LOW,Report Suite,SBR — Work Order Sales Rep,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,The Sales Representative selector is read-only when Invoiced or Paid,https://shopview.testrail.io/index.php?/cases/view/30313
C30330,SUSPECT-LOW,LOW,Report Suite,PV — Filters,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Date range selector offers exactly the eleven bounded options and no All Time,https://shopview.testrail.io/index.php?/cases/view/30330
C30331,SUSPECT-LOW,LOW,Report Suite,PV — Filters,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A Custom date range needs valid dates and rejects a span over 366 days,https://shopview.testrail.io/index.php?/cases/view/30331
C30345,SUSPECT-LOW,LOW,Report Suite,PV — Row Model,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Sticky header, all-left alignment on screen, and plain-text Type values",https://shopview.testrail.io/index.php?/cases/view/30345
C30355,SUSPECT-LOW,LOW,Report Suite,PV — Columns & Remembered View,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A saved value that is no longer valid falls back to that setting's default,https://shopview.testrail.io/index.php?/cases/view/30355
C30358,SUSPECT-LOW,LOW,Report Suite,PV — Columns & Remembered View,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,All 20 columns can be hidden; the empty selection is never restored,https://shopview.testrail.io/index.php?/cases/view/30358
C30380,SUSPECT-LOW,LOW,Report Suite,PV — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,CSV is named velocity-report.csv and holds full untruncated text values,https://shopview.testrail.io/index.php?/cases/view/30380
C30382,SUSPECT-LOW,LOW,Report Suite,PV — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"PDF export alignment: Type centered, text left, numeric and money right",https://shopview.testrail.io/index.php?/cases/view/30382
C30385,SUSPECT-LOW,LOW,Report Suite,PV — Visual Conformance,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,The report uses the standard two-tone layout,https://shopview.testrail.io/index.php?/cases/view/30385
C30386,SUSPECT-LOW,LOW,Report Suite,PV — Visual Conformance,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Toolbar and table detail styling matches the suite paddings and borders,https://shopview.testrail.io/index.php?/cases/view/30386
C30387,SUSPECT-LOW,LOW,Report Suite,PV — Visual Conformance,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Dark mode is supported and the grey info icon keeps 3:1 contrast in both,https://shopview.testrail.io/index.php?/cases/view/30387
C30392,SUSPECT-LOW,LOW,Report Suite,TU — Access & Display,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-06,markdown,"Technician Utilization sits under Performance, below existing report links",https://shopview.testrail.io/index.php?/cases/view/30392
C30398,SUSPECT-LOW,LOW,Report Suite,TU — Access & Display,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Without reports access Technician Utilization is hidden,https://shopview.testrail.io/index.php?/cases/view/30398
C30411,SUSPECT-LOW,LOW,Report Suite,TU — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A data reload resets the sort to Technician A to Z,https://shopview.testrail.io/index.php?/cases/view/30411
C30413,SUSPECT-LOW,LOW,Report Suite,TU — Sorting,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Sorting Est. Lost Labor keeps em-dash rows last both ways; $0.00 sorts as 0,https://shopview.testrail.io/index.php?/cases/view/30413
C30419,SUSPECT-LOW,LOW,Report Suite,TU — Per-Day Breakdown,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-03,markdown,"Expanding shows one row per clocked day in date order, loaded on demand",https://shopview.testrail.io/index.php?/cases/view/30419
C30426,SUSPECT-LOW,LOW,Report Suite,TU — Technician Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Previously deselected technicians stay deselected on the next visit,https://shopview.testrail.io/index.php?/cases/view/30426
C30428,SUSPECT-LOW,LOW,Report Suite,TU — Deep Links,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Total Hours is a real link with a non-color affordance and keyboard access,https://shopview.testrail.io/index.php?/cases/view/30428
C30431,SUSPECT-LOW,LOW,Report Suite,TU — Deep Links,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Reconcile exception (a): an open clock is snapshotted at each load instant,https://shopview.testrail.io/index.php?/cases/view/30431
C30433,SUSPECT-LOW,LOW,Report Suite,TU — Deep Links,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A day row's Total Hours links to that technician's single-day timesheet,https://shopview.testrail.io/index.php?/cases/view/30433
C30439,SUSPECT-LOW,LOW,Report Suite,TU — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,PDF logo follows the uploaded logo; the spreadsheet never carries one,https://shopview.testrail.io/index.php?/cases/view/30439
C30444,SUSPECT-LOW,LOW,Report Suite,TU — Location Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,The saved location selection restores defensively; bad ones are dropped,https://shopview.testrail.io/index.php?/cases/view/30444
C30460,SUSPECT-LOW,LOW,Report Suite,WIP — Scope & Loading,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-28,markdown,No qualifying work orders: every tab shows the no-data message and no Totals,https://shopview.testrail.io/index.php?/cases/view/30460
C30501,SUSPECT-LOW,LOW,Report Suite,WIP — Filters,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"The ""as of"" date is a single day: defaults to today, capped at today, no range",https://shopview.testrail.io/index.php?/cases/view/30501
C38918,SUSPECT-HIGH,HIGH,Report Suite,WIP — Exports,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,An over-cap Work In Progress download is refused with the too-large message,https://shopview.testrail.io/index.php?/cases/view/38918
C30526,SUSPECT-HIGH,HIGH,Report Suite,WIP — Permissions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-28,markdown,Ordinary reports access covers opening and downloading Work In Progress,https://shopview.testrail.io/index.php?/cases/view/30526
C30536,SUSPECT-LOW,LOW,Report Suite,IV — Access & Display,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,First visit defaults to today and the active location,https://shopview.testrail.io/index.php?/cases/view/30536
