FD ID,TestRail Case ID,TestRail Link,Area,Title,Priority,Fresh Status (2026-07-10),Fresh Evidence / Note
FD-QB-001,C28544,https://shopview.testrail.io/index.php?/cases/view/28544,QuickBooks sync,"Verify each fee/discount exports to QuickBooks as its own invoice line item (fee adds, discount subtracts)",High,VIU-Blocked-Env,QB invoice line internals unobservable (no read API; export of re-invoiced WOs fails on duplicate doc numbers) — needs QB-UI eyeball of a cleanly synced invoice | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live).
FD-QB-002,C28545,https://shopview.testrail.io/index.php?/cases/view/28545,QuickBooks sync,Verify the QuickBooks line description equals the fee/discount name and uses the mapped Fee/Discount item,High,VIU-Blocked-Env,as FD-QB-001 — needs QB UI (generic Fee/Discount item + description=name) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live).
FD-QB-003,C28546,https://shopview.testrail.io/index.php?/cases/view/28546,QuickBooks sync — edge,Verify a $0.00 fee/discount is skipped when sent to QuickBooks,Medium,VIU-Blocked-Env,as FD-QB-001 — $0-line skip only visible QB-side | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live).
FD-QB-004,C28547,https://shopview.testrail.io/index.php?/cases/view/28547,QuickBooks — mapping guard,Verify adding a fee is blocked when the Fee item is not mapped to QuickBooks,High,VIU-Blocked-Env,"unmap not achievable today: PUT bookkeeping/settings {settings:{feeItemId:null}} -> 500 (requestId 4bd14847); flat payload -> 400 'settings missing'. Mapping stayed connected+mapped (verified). Guard cycle needs a working unmap (dev/QB-side) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-005,C28548,https://shopview.testrail.io/index.php?/cases/view/28548,QuickBooks — mapping guard,Verify adding a discount is blocked when the Discount item is not mapped to QuickBooks,High,VIU-Blocked-Env,"as FD-QB-004 (unmap 500) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-006,C28549,https://shopview.testrail.io/index.php?/cases/view/28549,QuickBooks — mapping guard scope,"Verify the mapping block applies on every add place (work order, labor line, part, part sale, apply-from-template)",Medium,VIU-Blocked-Env,"as FD-QB-004 (unmap 500) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-007,C28550,https://shopview.testrail.io/index.php?/cases/view/28550,QuickBooks — mapping guard (auto-apply),Verify an auto-apply template cannot be saved while the matching QuickBooks item is not mapped,Medium,VIU-Blocked-Env,"as FD-QB-004 (unmap 500) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-008,C28551,https://shopview.testrail.io/index.php?/cases/view/28551,QuickBooks — mapping guard exceptions,"Verify creating/editing a non-auto-apply template is always allowed, with no block when QuickBooks is not connected",Medium,VIU-Blocked-Env,as FD-QB-004; positive half (template create while MAPPED) works throughout | WORDING+VIU 2026-07-13: Observable half CONFIRMED live: creating a non-auto-apply template is always allowed (template create 201). The 'no block when QuickBooks not connected' half is Blocked-Env — QuickBooks is connected here and cannot be disconnected on the shared env.
FD-QB-009,C28552,https://shopview.testrail.io/index.php?/cases/view/28552,QuickBooks — unmap recovery,"Verify unmapping an in-use item sends affected invoices to Unexported Items (recoverable, no data lost)",Medium,VIU-Blocked-Env,unexported-items list + retry + mark-done endpoints re-exercised (mark-done 200 on my entries); the unmap-in-flight repro blocked by the unmap 500 | WORDING+VIU 2026-07-13:  BLOCKED-ENV: cannot unmap an in-use item — the unmap call 500s on this env — so the route-to-Unexported-Items behavior can't be driven. (The Unexported Items list itself is reachable and returns data.)
FD-QB-010,C28553,https://shopview.testrail.io/index.php?/cases/view/28553,QuickBooks — Class,"Verify a single QuickBooks Class applies to every synced line, including fee/discount lines",Low,VIU-Blocked-Env,Class application only visible QB-side | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live).
FD-QB-011,C28554,https://shopview.testrail.io/index.php?/cases/view/28554,QuickBooks — Class validation,Verify a deleted/deactivated QuickBooks Class stops the whole invoice sync (no substitution),Low,VIU-Blocked-Env,stale-Class abort only reproducible QB-side | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live).
FD-QB-013,C28556,https://shopview.testrail.io/index.php?/cases/view/28556,QuickBooks — negative totals,Verify discount lines to QuickBooks are capped in whole cents (largest-remainder) so they sum exactly to the floored subtotal,Medium,VIU-Blocked-Env,penny-cap allocation of discount LINES only visible on QB invoice lines | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the largest-remainder penny allocation on the QuickBooks discount lines is only visible inside QuickBooks (same as FD-CALC-017). The in-app $0.00 floor half is verified.
FD-QB-015,C28558,https://shopview.testrail.io/index.php?/cases/view/28558,QuickBooks — negative totals,Verify the excess is recorded as a customer credit and posts to QuickBooks as a tax-exempt goodwill credit,Medium,VIU-Blocked-Env,"IN-APP HALF VERIFIED TODAY: invoicing the over-discounted WO recorded a CUSTOMER CREDIT (unpaid-transactions 2->4; 'current' bucket -11.63 -> -119.73 = +9.14 invoice & -117.24 credit exactly). QB goodwill-memo half unobservable: invoice export fails on the duplicate-doc-number env bug, no credit_memo export fired, no QB read API — needs QB UI on a cleanly synced org | WORDING+VIU 2026-07-13: In-app customer-credit half VERIFIED 2026-07-10 (invoicing an over-discounted WO recorded a customer credit of exactly the excess). BLOCKED-ENV: the QuickBooks tax-exempt goodwill credit-memo half needs a human in QuickBooks (export fails on duplicate document numbers; no QB read API)."
FD-QB-016,C28559,https://shopview.testrail.io/index.php?/cases/view/28559,QuickBooks sync — tax,Verify a synced line's tax follows the fee/discount's Taxable setting,Medium,VIU-Blocked-Env,tax code on the QB line unobservable in-app; in-app taxable base shifts re-proven (FD-CALC-011) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live).
FD-TMPL-012,C28513,https://shopview.testrail.io/index.php?/cases/view/28513,Template admin — list,Verify the template list empty-state message,Low,VIU-Blocked-Env,empty-state needs deleting ALL location templates — not acceptable on the shared env (3 real templates present; manual tester active) | WORDING+VIU 2026-07-13: BLOCKED-ENV: the empty-state message cannot be seen — the shared env's template list is never empty (needs a location with zero templates). Nav corrected to Finance.
FD-PART-005,C28450,https://shopview.testrail.io/index.php?/cases/view/28450,Work Order / Parts — Part-line Fee/Discount,Verify a part-line fee/discount stays attached when the part changes from requested to received,Medium,VIU-Pending,"STILL PENDING: requested->received transition unreachable — line-create 500s env-wide, make-request rejected on completed lines, receiving subsystem needs a fresh order | WORDING+VIU 2026-07-13: BLOCKED/PENDING: requested→received transition blocked by the env-wide WO line-create 500 + completed-line part-request lock — cannot drive the transition. Build labels applied."
FD-QB-014,C28557,https://shopview.testrail.io/index.php?/cases/view/28557,QuickBooks — negative totals,Verify a mandatory warning/confirmation before saving when discounts are bigger than the net subtotal,High,VIU-Pending,"FDBUG-15 CONFIRMED AGAIN (API half): over-discount saves 201 with NO warning payload; excess carried silently (117.24). Batch-6 UI shots show no warn/confirm dialog. Violates S6-R12 | WORDING+VIU 2026-07-13: DEVIATION carried (FDBUG-15 / PO Q1 pending): an over-discount currently saves SILENTLY — no mandatory warn/confirm before saving. Expected kept as the spec requirement. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q1=A): PO ruled the warn/confirm is required AND already exists per spec (S6-R12) — it fires before invoicing and before marking the WO reviewed/complete, NOT when the adjustment is merely added (add is uncommitted; the Add dialog preview shows the resulting totals). Our FDBUG-15 'silent save' was observed at ADD time = the wrong trigger point; PO says that is intentional. FDBUG-15 reclassified NOT-A-DEFECT (no dev ticket released). Expected reworded to the commit-point warning. Status -> VIU-Pending: the invoice/mark-reviewed/complete warning has not yet been observed live and needs a commit-time re-VIU. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md). COMMIT-TIME RE-VIU 2026-07-14: attempted but BOTH qb cookie sets (cookies-viu.env 2026-07-13, cookies-fresh.env 2026-07-10) return 401 sso_required on quick-login (env woken, API root 200) — cookies EXPIRED. Left VIU-Pending: needs fresh qb cookies for the commit-time (invoice / mark-reviewed / complete) re-VIU."
