"Date Range: Aug 1, 2026 - Aug 31, 2026"
"As of: 2026-08-06"
"Locations: Staging Heavy Duty - 9919"
"Part #",Description,Category,Vendor,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
N6801-06-04,"#06 MALE JIC X #04 MALE ORB 90","HD-Hose & Fittings","Humoor Energy",4.00,$1.14,$2.43,$4.56,$9.72,$5.16,53.1%
571.PT117,"PIGTAIL 2 WIRE","HD-Lighting & Electrical","Iview Commercial",7.00,$0.65,$1.63,$4.55,$11.41,$6.86,60.1%
669-3A,"#3 X 1/8NPT 90 COMP FITTING","HD-Misc / Other","Aiboro Rentals",5.00,$0.91,$1.98,$4.55,$9.90,$5.35,54.0%
N5406-06C,"3/8"" FEMALE NPT CAP","HD-Hose & Fittings","Humoor Energy",5.00,$0.91,$2.02,$4.55,$10.10,$5.55,55.0%
33002,"Inline Fuel Filter, Plastic, 5/16"" In/Out ",HD-Filters,—,1.00,$4.54,$9.46,$4.54,$9.46,$4.92,52.0%
562.A4018CP,"CHROME PLASTIC THREAD ON M22x1","HD-Truck Accessories",—,2.00,$2.27,$4.93,$4.54,$9.86,$5.32,54.0%
NPG-24,"NYLON GASKET","HD-Equipment & Hydraulics","Aiboro Rentals",3.00,$1.51,$3.02,$4.53,$9.06,$4.53,50.0%
571.LD15R6,"Marker Light, LED, 1"" x 2.5"" Rectangle, Red","HD-Lighting & Electrical","Iview Commercial",1.00,$4.51,$9.02,$4.51,$9.02,$4.51,50.0%
2--1460-10,"5/8"" BRASS TUBE SLEEVE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$0.45,$1.13,$4.50,$11.30,$6.80,60.2%
2--N79-025,"CUSHIONED TUBE SUPPORT FOR 1/4"" (6mm) OD",HD-Fasteners,"Humoor Energy",15.00,$0.30,$0.86,$4.50,$12.90,$8.40,65.1%
4--1460-10,"5/8"" BRASS TUBE SLEEVE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$0.45,$1.29,$4.50,$12.90,$8.40,65.1%
84-2002PK,"Green Cable Seal, Weather Pack, 20-18 AWG","HD-Lighting & Electrical",—,6.00,$0.75,$1.88,$4.50,$11.28,$6.78,60.1%
N260-025-013BR,"110-BA 1/4"" X 1/8"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy",10.00,$0.45,$1.13,$4.50,$11.30,$6.80,60.2%
N79L-063,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 5/8"" (16mm)OD","HD-Hose & Fittings","Humoor Energy",9.00,$0.50,$1.25,$4.50,$11.25,$6.75,60.0%
ZFWMS-12,"12MM STD PLATED FLAT WASHER",HD-Fasteners,"Aiboro Rentals",50.00,$0.09,$0.26,$4.50,$13.00,$8.50,65.4%
2--48-6C,"3/8"" BRASS MALE SAE X 3/8"" MAL","HD-Hose & Fittings","Humoor Energy",4.00,$1.12,$2.38,$4.48,$9.52,$5.04,52.9%
3--N150-050BR,"1/2"" BRASS HOSE MENDER","HD-Hose & Fittings","Humoor Energy",4.00,$1.12,$2.38,$4.48,$9.52,$5.04,52.9%
3--N244-038BR,"120-CC 3/8"" FEMALE NPT X 3/8"" MALE NPT BRASS ADAPTER","HD-Hose & Fittings","Humoor Energy",4.00,$1.12,$2.38,$4.48,$9.52,$5.04,52.9%
76-3305PK,"Deutsch Connector Cavity Plug- DT, DTM, DTP","HD-Lighting & Electrical","Aiboro Rentals",8.00,$0.56,$1.40,$4.48,$11.20,$6.72,60.0%
DX05-101,"TANG WASHER (RT4012)","HD-Trailer Comp","Wuboro Farms",8.00,$0.56,$1.22,$4.48,$9.76,$5.28,54.1%
N60012-908,"#08 ORB REPLACEMENT O-RING","HD-Hose & Fittings","Humoor Energy",32.00,$0.14,$0.40,$4.48,$12.80,$8.32,65.0%
SLCSC-050,"1/2"" NC STOVER LOCKNUT",HD-Fasteners,"Aiboro Rentals",16.00,$0.28,$0.80,$4.48,$12.80,$8.32,65.0%
3--N221-025BR,"124-B 1/4"" BRASS EXTRUDED 45 STREET ELBOWv","HD-Hose & Fittings","Humoor Energy",3.00,$1.49,$3.17,$4.47,$9.51,$5.04,53.0%
4--1471-4B,"1/4"" BRASS TUBE X 1/4"" MALE NP","HD-Hose & Fittings","Humoor Energy",2.00,$2.23,$5.58,$4.46,$11.16,$6.70,60.0%
N2406-04-04-000,"#04 FEMALE JIC X #04 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$2.23,$4.74,$4.46,$9.48,$5.02,53.0%
N9203L-15,"15L/22MM METRIC TUBE PLUG","HD-Hose & Fittings",—,1.00,$4.46,$8.92,$4.46,$8.92,$4.46,50.0%
3912220A,"EXH,GASKET","HD-Engine Comp",—,1.00,$4.45,$8.24,$4.45,$8.24,$3.79,46.0%
571.PT111,"PIGTAIL 3 WIRE (94926, 431491, 67000, A45PB, M50911)","HD-Lighting & Electrical","Iview Commercial",5.00,$0.89,$1.98,$4.45,$9.90,$5.45,55.1%
2--1468-4A,"1/4"" BRASS TUBE X 1/8"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$1.11,$2.36,$4.44,$9.44,$5.00,53.0%
3--NL560-04,"1/4 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",12.00,$0.37,$1.06,$4.44,$12.72,$8.28,65.1%
N231-013BR,"'	
X107-A 1/8"" EXTRUDED BRASS STREET TEE","HD-Hose & Fittings","Humoor Energy",3.00,$1.48,$3.15,$4.44,$9.45,$5.01,53.0%
N244-038-025BR,"120-CB 3/8"" FEMALE NPT X 1/4"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy",4.00,$1.11,$2.36,$4.44,$9.44,$5.00,53.0%
4--1469-4C,"1/4"" BRASS TUBE X 3/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$2.21,$5.53,$4.42,$11.06,$6.64,60.0%
3--N150-90-025BR,"1/4"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy",3.00,$1.47,$3.13,$4.41,$9.39,$4.98,53.0%
1462-6,"3/8"" BRASS TUBE UNION COUPLING FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$2.20,$4.68,$4.40,$9.36,$4.96,53.0%
2--1477-10,"BRASS BULKHEAD UNION 58","HD-Hose & Fittings","Humoor Energy",4.00,$1.10,$2.34,$4.40,$9.36,$4.96,53.0%
2--1477-12,"BRASS BULKHEAD UNION 3/4""","HD-Hose & Fittings","Humoor Energy",4.00,$1.10,$2.34,$4.40,$9.36,$4.96,53.0%
DER66463,"ROUND 5/16"" LOCK PIN",HD-Fasteners,"Baplains Solutions",4.00,$1.10,$2.34,$4.40,$9.36,$4.96,53.0%
N63-04,"HF-4-SS  GEAR CLAMP 0.24"" - 0.63"" (6-16mm)","HD-Hose & Fittings","Humoor Energy",10.00,$0.44,$1.10,$4.40,$11.00,$6.60,60.0%
2--1490-6,"3/8"" BRASS SLEEVE FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy",6.00,$0.73,$1.83,$4.38,$10.98,$6.60,60.1%
66861,"PIGTAIL 3 WIRE","HD-Lighting & Electrical",—,1.00,$4.37,$8.74,$4.37,$8.74,$4.37,50.0%
3--9581-11,"30A Mini JCase Fusable Link- Pink","HD-Lighting & Electrical",—,1.00,$4.36,$6.61,$4.36,$6.61,$2.25,34.0%
3--9582-11,"40A Mini JCase Fusable Link- Green","HD-Lighting & Electrical",—,1.00,$4.36,$6.61,$4.36,$6.61,$2.25,34.0%
NL4955-150,"1-1/2"" HD RAD HOSE","HD-Cooling & HVAC","Humoor Energy",4.00,$1.09,$2.37,$4.36,$9.48,$5.12,54.0%
3--N245-038BR,"103-C 3/8"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy",3.00,$1.45,$3.09,$4.35,$9.27,$4.92,53.1%
91400,"2.5"" Marker Light Grommet, Open Back","HD-Lighting & Electrical","Zoburg Maintenance",3.00,$1.45,$3.09,$4.35,$9.27,$4.92,53.1%
2--N227-038BR,"101M-C 3/8"" FORGED BRASS MALE NPT TEE","HD-Hose & Fittings","Humoor Energy",1.00,$4.32,$8.64,$4.32,$8.64,$4.32,50.0%
2--PET-10,"SS HOSE CLAMP (3/4"" - 1-1/6""), 1/2"" WIDE","HD-Hose & Fittings","Aiboro Rentals",3.00,$1.44,$3.06,$4.32,$9.18,$4.86,52.9%
4--PIC3792-11,"20A CIRCUIT BREAKER","HD-Lighting & Electrical",—,1.00,$4.32,$10.80,$4.32,$10.80,$6.48,60.0%
B53,"53 MINI LIGHT BULB","HD-Lighting & Electrical",—,12.00,$0.36,$1.03,$4.32,$12.36,$8.04,65.1%
PAC-12015869-L,"TERMINAL, FEMALE","HD-Lighting & Electrical","Enson Forestry",12.00,$0.36,$1.03,$4.32,$12.36,$8.04,65.1%
10230-14,"30A MICRO- 2 BLADE FUSE GREEN","HD-Lighting & Electrical","Baplains Solutions",5.00,$0.86,$1.91,$4.30,$9.55,$5.25,55.0%
2--10225-14,"10225-14 (PICO 25A MICRO FUSE CLEAR)","HD-Lighting & Electrical","Baplains Solutions",5.00,$0.86,$1.91,$4.30,$9.55,$5.25,55.0%
2--10230-14,"10230-14 (30 AMP MICRO FUSE GREEN)","HD-Lighting & Electrical","Baplains Solutions",5.00,$0.86,$1.91,$4.30,$9.55,$5.25,55.0%
84-2026,"Male Terminal, Metri-Pack 280, 16-14 AWG","HD-Lighting & Electrical",—,5.00,$0.86,$1.91,$4.30,$9.55,$5.25,55.0%
2--N79-088,"CUSHIONED TUBE SUPPORT FOR 7/8"" (22mm) OD",HD-Fasteners,"Humoor Energy",11.00,$0.39,$1.11,$4.29,$12.21,$7.92,64.9%
4--PIC3794-11,"30A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",1.00,$4.29,$10.73,$4.29,$10.73,$6.44,60.0%
PIC5409-BP,"2 WIRE HEADLIGHT PIGTAIL","HD-Trailer Comp",—,2.00,$2.14,$4.65,$4.28,$9.30,$5.02,54.0%
N2404-04-04,"#04 MALE JIC X 1/4"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",7.00,$0.61,$1.53,$4.27,$10.71,$6.44,60.1%
N64CT-20,"CONSTANT TENSION GEAR CLAMP 0.83"" - 1.73"" (20-44MM)","HD-Hose & Fittings","Humoor Energy",1.00,$4.27,$8.54,$4.27,$8.54,$4.27,50.0%
4--PIC3791-11,"15A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",1.00,$4.26,$10.65,$4.26,$10.65,$6.39,60.0%
76-3301PK,"24-20GA DEUTSCH REM. TOOL","HD-Lighting & Electrical","Aiboro Rentals",1.00,$4.26,$8.52,$4.26,$8.52,$4.26,50.0%
PIC3791-11,"15A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",1.00,$4.26,$8.52,$4.26,$8.52,$4.26,50.0%
3--1492-6C,"3/8"" X 3/8"" BRASS MALE NPT FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy",1.00,$4.25,$8.50,$4.25,$8.50,$4.25,50.0%
ABP-N83-MT1310,"ORING, YEL, .859 I.D. X .139","HD-Cooling & HVAC","Enson Forestry",4.00,$1.06,$2.30,$4.24,$9.20,$4.96,53.9%
CS-DC-11,"DUST CAP","HD-Trailer Comp","Wuboro Farms",3.00,$1.41,$3.07,$4.23,$9.21,$4.98,54.1%
PAC-12191914,"CAP AY 1-6 CAV GT150S","HD-Lighting & Electrical",—,1.00,$4.22,$8.44,$4.22,$8.44,$4.22,50.0%
2--N150-075BR,"3/4"" BRASS HOSE MENDER","HD-Trailer Comp","Humoor Energy",2.00,$2.10,$4.57,$4.20,$9.14,$4.94,54.1%
2--N260-025-013BR,"110-BA 1/4"" X 1/8"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy",10.00,$0.42,$1.05,$4.20,$10.50,$6.30,60.0%
3--N68031-06-06,"#06 BRASS PUSH-ON X #06 FEMALE","HD-Hose & Fittings","Humoor Energy",3.00,$1.40,$2.98,$4.20,$8.94,$4.74,53.0%
3--PC1462-6,"3/8"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings","Humoor Energy",1.00,$4.20,$8.40,$4.20,$8.40,$4.20,50.0%
35-P-8,"PTO SHIFT COVER GASKET CHELSEA 442 SERIES","HD-Equipment & Hydraulics",—,2.00,$2.10,$4.20,$4.20,$8.40,$4.20,50.0%
43960,"License Light Mounting Bracket, Grey. Use With: 60671, 60261, 60601","HD-Lighting & Electrical","Zoburg Maintenance",1.00,$4.20,$8.40,$4.20,$8.40,$4.20,50.0%
78333,"Marker Light, 2"" Round, Amber, ABS, Incandescent","HD-Lighting & Electrical",—,1.00,$4.20,$8.40,$4.20,$8.40,$4.20,50.0%
N62-12,"HF-12 GEAR CLAMP 0.71"" - 1.26"" (18-32mm)","HD-Hose & Fittings","Humoor Energy",10.00,$0.42,$1.05,$4.20,$10.50,$6.30,60.0%
NFF6403-08-08,"#08 MALE ORFS X #08 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$2.10,$4.47,$4.20,$8.94,$4.74,53.0%
577.1605A,"CIRCUIT BREAKER MINI BLADE 5A (0915003)","HD-Lighting & Electrical","Iview Commercial",1.00,$4.18,$8.36,$4.18,$8.36,$4.18,50.0%
3068-12-150,"M12 Banjo Bolt","HD-Hose & Fittings","Aiboro Rentals",1.00,$4.17,$8.34,$4.17,$8.34,$4.17,50.0%
NL4955-175,"1-3/4"" HD RAD HOSE","HD-Cooling & HVAC","Humoor Energy",3.00,$1.39,$3.02,$4.17,$9.06,$4.89,54.0%
2--N268-025BR,"121-B 1/4"" BRASS HEX HEAD PLUG (CORED)","HD-Hose & Fittings","Humoor Energy",8.00,$0.52,$1.30,$4.16,$10.40,$6.24,60.0%
41012,"2"" RED REFLECTOR ","HD-Trailer Comp",—,2.00,$2.08,$4.52,$4.16,$9.04,$4.88,54.0%
DN-78,"7/8 DEEP NUT",HD-Fasteners,"Wuboro Farms",4.00,$1.04,$2.21,$4.16,$8.84,$4.68,52.9%
572.2014,"RADIATOR CAP 10LB ","HD-Cooling & HVAC","Iview Commercial",1.00,$4.15,$9.02,$4.15,$9.02,$4.87,54.0%
N2404-04-06,"#04 MALE JIC X 3/8"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",6.00,$0.69,$1.73,$4.14,$10.38,$6.24,60.1%
MFL154,"Alignment Shim, 1/32"" (A6813282284)","HD-Steering & Suspension","Wuboro Farms",4.00,$1.03,$2.24,$4.12,$8.96,$4.84,54.0%
3--132-11,"30A ATM Water Resistant In-Line Fuse Holder","HD-Lighting & Electrical",—,1.00,$4.11,$8.22,$4.11,$8.22,$4.11,50.0%
3--964-BP,"10A ATC/ATO Blade Fuse- Red","HD-Lighting & Electrical",—,10.00,$0.41,$1.03,$4.10,$10.30,$6.20,60.2%
577.1715A,"CIRCUIT BREAKER ATC BLADE 15A (CB22115)","HD-Lighting & Electrical","Iview Commercial",1.00,$4.08,$8.16,$4.08,$8.16,$4.08,50.0%
577.1720A,"CIRCUIT BREAKER ATC BLADE 20A (CB22120)","HD-Lighting & Electrical","Iview Commercial",1.00,$4.08,$8.16,$4.08,$8.16,$4.08,50.0%
76-3327PK,"Deutsch Housing & Wedgelock- DT Series 3-Way","HD-Lighting & Electrical","Aiboro Rentals",1.00,$4.08,$8.16,$4.08,$8.16,$4.08,50.0%
ABP-N83-MT0055,"SEAL, ROTOLOK YORK/TECUM","HD-Cooling & HVAC","Enson Forestry",4.00,$1.02,$2.22,$4.08,$8.88,$4.80,54.1%
CR014,"1/4 REDI ROD","HD-Shop Supply",—,2.00,$2.04,$8.16,$4.08,$16.32,$12.24,75.0%
N2405-06-04,"#06 MALE JIC X 1/4"" FEMALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",4.00,$1.02,$2.17,$4.08,$8.68,$4.60,53.0%
WHT302X3,"3/16"" UNION","HD-Heavy Duty Brake Comp","Baplains Solutions",3.00,$1.36,$2.96,$4.08,$8.88,$4.80,54.1%
ZLWMS-14,"14MM STD PLATED LOCK WASHER",HD-Fasteners,"Aiboro Rentals",51.00,$0.08,$0.23,$4.08,$11.73,$7.65,65.2%
NFF2406-06-04,"#06 FEMALE ORFS X #04 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$2.03,$4.32,$4.06,$8.64,$4.58,53.0%
2--N260-038-025BR,"110-CB 3/8"" X 1/4"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy",5.00,$0.81,$1.80,$4.05,$9.00,$4.95,55.0%
3--20101010,"CLEVIS ASSEMBLY, 5/8""-18, 5/8"" PIN (228798)","HD-Air Brakes & Air Suspension",—,1.00,$4.05,$8.80,$4.05,$8.80,$4.75,54.0%
SLCSC-075,"3/4"" NC STOVER LOCKNUT",HD-Fasteners,"Aiboro Rentals",5.00,$0.81,$1.80,$4.05,$9.00,$4.95,55.0%
18665,"Copper Crush Washer","HD-Engine Comp",—,2.00,$2.02,$3.74,$4.04,$7.48,$3.44,46.0%
N201-038-025BR,"122-CB 3/8"" X 1/4"" BRASS REDUCER NIPPLE","HD-Hose & Fittings","Humoor Energy",4.00,$1.01,$2.15,$4.04,$8.60,$4.56,53.0%
PAC-12129493-L,"TERMINAL, FEMALE 12-14 AWG","HD-Lighting & Electrical","Enson Forestry",13.00,$0.31,$0.89,$4.03,$11.57,$7.54,65.2%
PAC-15324980-B,"SEAL-CABLE, 14/16 GA (762162)","HD-Lighting & Electrical",—,31.00,$0.13,$0.37,$4.03,$11.47,$7.44,64.9%
2959G,"Eaton Valve Core","HD-Cooling & HVAC","Enson Forestry",1.00,$4.02,$8.74,$4.02,$8.74,$4.72,54.0%
2--N79-125,"CUSHIONED TUBE SUPPORT 1-1/4"" (32mm) OD",HD-Fasteners,"Humoor Energy",5.00,$0.80,$2.00,$4.00,$10.00,$6.00,60.0%
3408300RX,"Celect Plus Engine Control Module, N14, Used ","HD-Engine Comp","Eiwell Logistics",1.00,$4.00,$7.41,$4.00,$7.41,$3.41,46.0%
4--1474-4A,"1/4"" BRASS TUBE X 1/8"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$2.00,$5.00,$4.00,$10.00,$6.00,60.0%
8-98163524-1,"FUEL INJECTOR NOZZLE - ISUZU","HD-Engine Comp","Mepark Ventures",4.00,$1.00,$750.00,$4.00,"$3,000.00","$2,996.00",99.9%
ABP-N83-MT0242,"STANDARD 7/16""-20 SWITCH PORT O-RING","HD-Cooling & HVAC","Enson Forestry",4.00,$1.00,$2.17,$4.00,$8.68,$4.68,53.9%
ABP-N83-MT15501,"SEALING WASHER, CAT 3/4","HD-Cooling & HVAC","Enson Forestry",2.00,$2.00,$4.35,$4.00,$8.70,$4.70,54.0%
AI-828904-1,"SEAL-CABLE,CPC-JPTS","HD-Lighting & Electrical",—,10.00,$0.40,$1.14,$4.00,$11.40,$7.40,64.9%
DER66002,"ANCHOR SHACKLE 3/8"" (1 TON)","HD-Misc / Other",—,1.00,$4.00,$8.70,$4.00,$8.70,$4.70,54.0%
FOIL-TAPE,"SILVER ALU FOIL TAPE /FT","HD-Shop Supply",—,8.00,$0.50,$2.00,$4.00,$16.00,$12.00,75.0%
N201-025BR,"122-B 1/4"" BRASS HEX NIPPLE","HD-Hose & Fittings","Humoor Energy",5.00,$0.80,$2.00,$4.00,$10.00,$6.00,60.0%
N79-113,"CUSHIONED TUBE SUPPORT 1-1/8"" (28mm) OD",HD-Fasteners,"Humoor Energy",10.00,$0.40,$1.14,$4.00,$11.40,$7.40,64.9%
NSI-1335,"3/8"" X 50' ORANGE TWINLINE NON CONDUCTIVE C/W ENDS","HD-Hose & Fittings","Humoor Energy",2.00,$2.00,$4.26,$4.00,$8.52,$4.52,53.1%
PFEO035,ORING,"HD-Equipment & Hydraulics",—,2.00,$2.00,$4.00,$4.00,$8.00,$4.00,50.0%
N400R-038-025,"3/8"" REUSABLE INSERT ONLY X 1/","HD-Hose & Fittings",—,3.00,$1.33,$2.83,$3.99,$8.49,$4.50,53.0%
4--105138,"2/0 COPPER LUG, 3/8"" HOLE ","HD-Lighting & Electrical","Aiboro Rentals",2.00,$1.99,$4.23,$3.98,$8.46,$4.48,53.0%
N201-050BR,"122-D 1/2"" BRASS HEX NIPPLE","HD-Hose & Fittings","Humoor Energy",2.00,$1.98,$4.21,$3.96,$8.42,$4.46,53.0%
N60012-219,"1.296"" ID X 0.139"" 90D BUNA RE","HD-Hose & Fittings",—,12.00,$0.33,$0.94,$3.96,$11.28,$7.32,64.9%
ABP-N83-MT1318,"A/C SEALNG WASHER & O-RING KIT NAVISTAR (FLTACMT1318)","HD-Cooling & HVAC","Enson Forestry",1.00,$3.95,$8.59,$3.95,$8.59,$4.64,54.0%
572.1016.1UB,"FUEL CAP GASKET POLY","HD-Misc / Other","Iview Commercial",2.00,$1.97,$4.28,$3.94,$8.56,$4.62,54.0%
3--N216-013BR,"115-A 1/8"" BRASS EXTRUDED 90 STREET ELBOW","HD-Hose & Fittings","Humoor Energy",4.00,$0.98,$2.18,$3.92,$8.72,$4.80,55.1%
4--N268-075BR,"121-E 3/4"" BRASS HEX HEAD PLUG (CORED)","HD-Hose & Fittings","Humoor Energy",2.00,$1.96,$4.90,$3.92,$9.80,$5.88,60.0%
ABP-N83-MT0158,"ORING, BLCK NITR ,.984X.139","HD-Cooling & HVAC","Enson Forestry",4.00,$0.98,$2.13,$3.92,$8.52,$4.60,54.0%
N79-100,"CUSHIONED TUBE SUPPORT FOR 1"" (26mm) OD ",HD-Fasteners,"Humoor Energy",8.00,$0.49,$1.23,$3.92,$9.84,$5.92,60.2%
668-3A,"#3 X 1/8NPT COMP FITTING","HD-Hose & Fittings","Aiboro Rentals",6.00,$0.65,$1.63,$3.90,$9.78,$5.88,60.1%
9125-BP,"22-18 GA HI TEMP SPADE CONNECTOR","HD-Lighting & Electrical","Cuview Management",6.00,$0.65,$1.63,$3.90,$9.78,$5.88,60.1%
B89,"89 Bulb, Clear","HD-Lighting & Electrical",—,6.00,$0.65,$1.63,$3.90,$9.78,$5.88,60.1%
13M35151-PTO,"GASKET PTO 8 HOLE 0.010""","HD-Equipment & Hydraulics","Deline Mining",1.00,$3.88,$7.76,$3.88,$7.76,$3.88,50.0%
DDE-08929302,GASKET,"HD-Engine Comp",—,2.00,$1.93,$3.57,$3.86,$7.14,$3.28,45.9%
23-13141-219,PLUG-2CAV,"HD-Lighting & Electrical","Enson Forestry",1.00,$3.85,$7.70,$3.85,$7.70,$3.85,50.0%
1495B-L,"1/4"" X 1/4"" BRASS FEMALE NPT BULKHEAD 1.50"" LONG","HD-Hose & Fittings","Humoor Energy",1.00,$3.84,$7.68,$3.84,$7.68,$3.84,50.0%
4--1469-4B,"1/4"" BRASS TUBE X 1/4"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.92,$4.80,$3.84,$9.60,$5.76,60.0%
N244-050-038BR,"120-DC 1/2"" FEMALE NPT X 3/8"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy",2.00,$1.92,$4.09,$3.84,$8.18,$4.34,53.1%
3--N245-025BR,"103-B 1/4"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy",3.00,$1.27,$2.70,$3.81,$8.10,$4.29,53.0%
1471-6C,"3/8"" BRASS TUBE X 3/8"" MALE NPT RUN TEE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",5.00,$0.76,$1.90,$3.80,$9.50,$5.70,60.0%
2--56-8,"1/2"" BRASS FEMALE SAE SEALING CAP NUT","HD-Hose & Fittings","Humoor Energy",4.00,$0.95,$2.11,$3.80,$8.44,$4.64,55.0%
3--N221-013BR,"124-A 1/8"" BRASS EXTRUDED 45 STREET ELBOW","HD-Hose & Fittings","Humoor Energy",4.00,$0.95,$2.11,$3.80,$8.44,$4.64,55.0%
4--1468-6C,"3/8"" BRASS TUBE X 3/8"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.90,$4.75,$3.80,$9.50,$5.70,60.0%
2--N201-050BR,"122-D 1/2"" BRASS HEX NIPPLE","HD-Hose & Fittings","Humoor Energy",2.00,$1.89,$4.02,$3.78,$8.04,$4.26,53.0%
NB-1,"Nylon Bushing  9/16""x11/16""","HD-Trailer Comp",—,7.00,$0.54,$1.17,$3.78,$8.19,$4.41,53.9%
PIC9601-91,"GLASS FUSE, SFE","HD-Lighting & Electrical","Baplains Solutions",7.00,$0.54,$1.35,$3.78,$9.45,$5.67,60.0%
DX05-147-01,"1"" Spindle Washer","HD-Wheel Comp",—,1.00,$3.77,$7.54,$3.77,$7.54,$3.77,50.0%
2--1477-8,"1/2"" BRASS TUBE BULKHEAD UNION","HD-Hose & Fittings","Humoor Energy",4.00,$0.94,$2.09,$3.76,$8.36,$4.60,55.0%
2--84-4005PK,"3/16 BLACK SHRINK TUBE","HD-Lighting & Electrical",—,4.00,$0.94,$2.09,$3.76,$8.36,$4.60,55.0%
9605S-LL06-10,"M. JIC X M. METRIC LL","HD-Hose & Fittings","Aiboro Rentals",1.00,$3.76,$7.52,$3.76,$7.52,$3.76,50.0%
DER66460,"ROUND 1/4"" LOCK PIN",HD-Fasteners,"Baplains Solutions",4.00,$0.94,$2.09,$3.76,$8.36,$4.60,55.0%
PAC-12191819-L,"TERMINAL, FEMALE 16-18 AWG","HD-Lighting & Electrical","Enson Forestry",11.00,$0.34,$0.97,$3.74,$10.67,$6.93,65.0%
ABP-N83-MT0095,"ORIFICE TUBE, BROWN, FRD/STER","HD-Cooling & HVAC","Enson Forestry",2.00,$1.86,$4.04,$3.72,$8.08,$4.36,54.0%
ABP-N83-MT0269,"ORING, GREEN .799 I.D. X .103","HD-Cooling & HVAC","Enson Forestry",4.00,$0.93,$2.02,$3.72,$8.08,$4.36,54.0%
NFF2404-10-08,"#10 MALE ORFS X 1/2"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$1.86,$3.96,$3.72,$7.92,$4.20,53.0%
PAC-12162197-B,"CONNECTOR-FEMALE, 2 CAV, M","HD-Lighting & Electrical",—,1.00,$3.71,$7.42,$3.71,$7.42,$3.71,50.0%
PIC9661-14,"AGC 10A FUSE","HD-Lighting & Electrical","Baplains Solutions",7.00,$0.53,$1.33,$3.71,$9.31,$5.60,60.2%
2--48-10D,"5/8 BRASS MALE SAE X 1/2 MALE PIPE","HD-Hose & Fittings","Humoor Energy",2.00,$1.85,$3.94,$3.70,$7.88,$4.18,53.1%
4--1471-4A,"1/4"" BRASS TUBE X 1/8"" MALE NP","HD-Hose & Fittings","Humoor Energy",2.00,$1.85,$4.63,$3.70,$9.26,$5.56,60.0%
48-10D,"5/8 BRASS MALE SAE X 1/2 MALE PIPE","HD-Hose & Fittings","Humoor Energy",2.00,$1.85,$3.94,$3.70,$7.88,$4.18,53.1%
4--761715,"MALE SLIDE, 20-18GA","HD-Lighting & Electrical",—,3.00,$1.23,$2.62,$3.69,$7.86,$4.17,53.1%
4--1474-6C,"3/8"" BRASS TUBE X 3/8"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.84,$4.60,$3.68,$9.20,$5.52,60.0%
4--PATM-5,"5 AMP ATM FUSE","HD-Lighting & Electrical","Aiboro Rentals",4.00,$0.92,$2.63,$3.68,$10.52,$6.84,65.0%
