Role,Case #,Feature Area,Where To Go,What To Do,Expected Result,Depth,Status,Spec Reference (plain),Expected (layman),Actual Result (layman),Steps To Replicate (layman),Screenshot,Notes
Parts Manager,N2,Reverse invoice (v33),Work Orders -> Finance; Part Sales,Reverse a WO invoice; reverse a Part Sales invoice.,WO invoice = WO Delete - Parts Mgr has NO WO Delete -> BLOCKED. Part Sales invoice = Part Sales Delete - Parts Mgr HAS Part Sales Delete -> ALLOWED.,MUST,PASS,"Per spec v33, reversing a WORK ORDER invoice is gated by the Work Orders Delete permission and reversing a PART SALES invoice is gated by the Part Sales Delete permission. The Parts Manager has Part Sales Delete but NOT Work Orders Delete, so reversing a WO invoice should be BLOCKED and reversing a part-sales invoice should be ALLOWED. [Ref: SV-5319 checklist Parts Manager row N2 (v33)]","Logged in as a Parts Manager, reversing a work-order invoice should be blocked, but reversing a part-sales invoice should be allowed.","Both sides behaved exactly as expected as Tech-with-Parts-Manager-role. (1) WO invoice reverse - BLOCKED: on invoiced work order S9-24182's Finance tab there was no usable Reverse action, and calling the reverse endpoint POST /api/invoices/reverse-invoice {id:<WO invoice>} returned HTTP 403 'Access denied.' (2) Part-sales invoice reverse - ALLOWED: created an invoice for the complete part sale P9-987 (POST /api/invoices/create -> 201, invoice 0fb5a76a) and then reversed it as the Parts Manager (POST /api/invoices/reverse-invoice {id:0fb5a76a} -> HTTP 200, returned a reversal id). So the Parts Manager can reverse a part-sales invoice but not a work-order invoice, matching the permission split.",,pm-N2.png,"WO invoice reverse returns 403 for Parts Manager (workOrdersDelete=false) - correctly blocked at the backend, no enforcement gap. Part-sales invoice reverse returns 200 (partSalesDelete=true, invoicingPaymentsCreateAndEdit=true) - allowed. Also verified earlier that reversing an already-PAID part-sale invoice returns a 400 business error ('Customer transaction cannot be deleted') rather than 403, confirming the permission layer passes for part sales; the clean 200 was obtained on a freshly created (unpaid) part-sale invoice."
Parts Technician,48,Pricing visibility,Parts / Work Orders,Check prices.,Visible. Parts Technician has See Financial Data ON.,SPOT,PASS,"Per SV-5319, the Parts Technician (system role 'Parts Tech') has the 'See Financial Data' cross-toggle ON, so dollar amounts (line rates/totals, part cost/sell, work-order finance totals) should be visible everywhere. [Ref: SV-5319 Custom Roles permission matrix; checklist Parts Technician row #48]","Logged in as a Parts Technician, prices and dollar amounts on work orders and parts should be shown, not hidden.","Opened work order S9-24917 as Tech-with-Parts-Tech-role. Dollar figures are fully visible. The Financial Info panel shows Parts $0.00, Labor $614.86, Shop Supplies $64.56, Subtotal $679.42, GST $33.97, Total $713.39, Balance $713.39. Line-level amounts render too ($232.43, $464.86, etc.). fe-permissions confirm cross_toggles.seeFinancialData=true and view_mode=full.",,pt-48.png,seeFinancialData=true and woFullViewMode present in fe-permissions. WO shows an 'Over Limit' badge which per policy blocks nothing.
Parts Technician,49,Parts — no delete,Parts → Catalog/Inventory,Create/edit a part; try to delete a part.,Create/edit allowed; DELETE blocked. Parts Technician has Catalog View/Create and Edit (no Delete).,MUST,FAIL,"Per SV-5319, the Parts Technician role has Catalog/Inventory View and Create-and-Edit but NOT Delete. So a Parts Tech should be able to add and edit catalog parts, but attempting to delete a catalog part should be refused (both the button hidden AND the server rejecting the call with a permission error). [Ref: SV-5319 Custom Roles permission matrix; checklist Parts Technician row #49]","As a Parts Technician you can create and edit catalog parts, but you must NOT be able to delete a catalog part — the system should block it.","Create is correctly allowed: as the Parts Tech user the 'New Catalog Part' button is present and creating a part via the catalog dialog succeeded (POST /api/parts-catalogue/add-catalogue-part returned 201, new part created). BUT delete is NOT blocked at the server: as the Parts Tech user (who has NO catalogInventoryDelete permission) I created a throwaway ZZAUTOTEST part and then called the same delete endpoint the app uses, POST /api/parts-catalogue/remove-catalogue-part?id=<partId>, and it returned 200 and the part was actually removed (it no longer appears in the catalogue list). The permission check is missing on the delete endpoint, so a Parts Tech can delete catalog parts despite lacking Delete rights. This is a backend enforcement gap.",1. Log in as the Tech user assigned the Parts Tech system role. 2. Confirm fe-permissions has catalogInventoryCreateAndEdit but NOT catalogInventoryDelete. 3. Create a catalog part (POST /api/parts-catalogue/add-catalogue-part with name/part_number/size/measurement/tags) -> 201. 4. Attempt to delete it the same way the UI does: POST /api/parts-catalogue/remove-catalogue-part?id=<newPartId>. 5. Observe HTTP 200 and the part is gone from GET /api/parts-catalogue/catalogue-parts. Expected 403.,pt-49.png,"BACKEND ENFORCEMENT GAP. Create confirmed via UI (add-catalogue-part 201). Edit is expected-allowed (catalogInventoryCreateAndEdit present); the catalog edit dialog could not be driven headless and the edit endpoint was not captured, so edit was not directly exercised, but the existing catalog data shows edited parts (tags BILAL/EDITED) and the permission is present. The FAIL is driven entirely by delete: tech deleted a part via remove-catalogue-part?id= (HTTP 200) despite having no catalogInventoryDelete permission. Admin (with the permission) uses the same endpoint. Delete param is a query string ?id=<uuid>; body/other param shapes return 400."
Parts Technician,50,Parts → Returns,Parts → Returns → a return,Try to delete the return.,Allowed? Parts Technician has Vendor and Order Management = View/Create and Edit/Delete → has Delete → return delete ALLOWED.,MUST,PASS,"Original SV-5319 reading: return-delete was gated by Vendor & Order Management: Delete. The Parts Technician role HAS Vendor & Order Management View/Create-and-Edit/Delete, so deleting a return would be ALLOWED. NOTE: this row is marked STALE in the checklist and is superseded by NEW row N1 (spec v33 / SV-7911), which flips the expectation to BLOCKED. [Ref: SV-5319 matrix; checklist Parts Technician row #50, superseded by N1]","Under the original spec, a Parts Technician (who has Vendor & Order delete rights) should be able to delete a return.","As the Parts Tech user, Parts → Returns lists returns and the row three-dots menu offers 'Return to inventory' and 'Delete Return'. Deleting a return actually works: the app's delete-return endpoint POST /api/work-orders/part/remove-return-request {part_return_request_id:<id>} returned HTTP 200 and the return request (part 47-0680, WO S-13556) was removed. This matches the ORIGINAL expected result (allowed via Vendor & Order Delete, which the role has).",,pt-50.png,"SUPERSEDED BY N1. Under the old gating (Vendor & Order Delete) this is a correct PASS: fe-permissions show vendorOrderManagementDelete=true and the delete succeeded (200). But per spec v33 (SV-7911) the gate should have moved to Invoicing & Payments: Delete, which this role does NOT have — see N1 for the authoritative v33 result (FAIL / gap)."
Parts Technician,51,Pick / Order parts,Work Orders → a line,Pick and order parts.,Both allowed. Parts Technician has Pick Parts ON and Order Parts ON.,SPOT,PASS,"Per SV-5319, the Parts Technician role has both Pick Parts and Order Parts toggles ON, so picking a part from stock and ordering a part on a work-order line should both be allowed. [Ref: SV-5319 matrix; checklist Parts Technician row #51]",As a Parts Technician you should be able to both order parts and pick parts on a work order.,"Both actions succeeded as the Parts Tech user. ORDER: part request 171128R on WO S-9714 was in 'authorized_to_order'; calling the app's endpoint POST /api/work-orders/part/perform-request-status-action {part_request_id, action:'order'} returned HTTP 201 and the part moved to 'waiting_to_receive' (Awaiting). PICK: part request WWF on WO S-9917 (an authorized line, in_stock) with action:'pick' returned HTTP 201 and the part moved toward Received. fe-permissions confirm woPickParts=true and woOrderParts=true.",,pt-51.png,"Both allowed as expected. woPickParts=true, woOrderParts=true in fe-permissions. Pick requires the WO line to be authorized first (a workflow gate: picking an in_stock part on a non-authorized line returns 400 'This action can only be performed on the authorized lines' - not a permission error); performed the pick on an already-authorized line to confirm the permission allows it (201)."
Parts Technician,N1,Parts -> Returns (v33),Parts -> Returns -> a return,Try to delete the return.,"BLOCKED (v33). Delete-return now requires Invoicing & Payments: Delete. Parts Tech has Invoicing = View/Create and Edit, NO Delete. THIS FLIPS the old expected result.",MUST,FAIL,"Per spec v33 (SV-7911), deleting a Parts→Returns record now requires the Invoicing & Payments: Delete permission. The Parts Technician role has Invoicing & Payments View and Create-and-Edit but NOT Delete, so deleting a return should be BLOCKED — both the control unavailable AND the server rejecting the call with a permission error. [Ref: SV-5319/v33 SV-7911; checklist Parts Technician row N1, replaces #50]",As a Parts Technician (no Invoicing Delete) you should NOT be able to delete a return; the system should refuse it.,"Delete is NOT blocked. As the Parts Tech user (fe-permissions confirm invoicingPaymentsDelete = FALSE), the Parts → Returns row menu still offers 'Delete Return', and deleting actually works: the app's endpoint POST /api/work-orders/part/remove-return-request {part_return_request_id:<id>} returned HTTP 200 and the return (part 47-0680, WO S-13556) was removed. So a Parts Technician can delete returns despite lacking Invoicing & Payments: Delete. The v33 SV-7911 gate is not enforced (the endpoint still behaves per the old Vendor & Order Delete gating, which this role has).",1. Log in as the Tech user with the Parts Tech system role. 2. Confirm fe-permissions has invoicingPaymentsCreateAndEdit but NOT invoicingPaymentsDelete. 3. Go to Parts → Returns; open a return row three-dots menu — 'Delete Return' is present. 4. Fetch a return via GET /api/work-orders/part/list-return-requests and call POST /api/work-orders/part/remove-return-request {part_return_request_id:<id>}. 5. Observe HTTP 200 and the return removed. Expected 403.,pt-n1.png,"BACKEND + UI ENFORCEMENT GAP vs spec v33. The delete-return flow is still gated by Vendor & Order Delete (which this role has), NOT by Invoicing & Payments: Delete as SV-7911 requires. UI still exposes 'Delete Return' to the Parts Tech and the endpoint returns 200. Same endpoint Parts Manager (case 45) used successfully. If SV-7911 is expected on staging, this is a real regression; if not yet deployed, it still fails the v33 expected result."
Parts Technician,N2,Return a part from a WO (v33),Work Orders -> a line,Return a part from the line.,"Allowed - no permission required (v33, 6/29). NOTE: distinct from SV-7838 (Technician 403) and from deleting a Parts-Returns record (which needs Invoicing Delete).",SPOT,PASS,"Per spec v33 (6/29), returning a part from a work order line requires NO permission - any staff member can do it. This is distinct from SV-7838 (which was about a Technician getting a 403 elsewhere) and from deleting a Parts→Returns record (which per v33 needs Invoicing & Payments: Delete). For the Parts Technician, returning a part should therefore be allowed / not permission-gated. [Ref: SV-5319/v33; checklist Parts Technician row N2]",As a Parts Technician you should be able to return a part from a work order — it needs no special permission.,"Returning a part is NOT permission-gated for the Parts Tech. Calling the app's return endpoint POST /api/work-orders/part/make-return-request as the Parts Tech user never returns 403 - it passes straight into backend business validation (e.g. 400 'part_id: Not found' when an id can't be matched, 400 'Cannot return inventory part' for inventory-sourced parts). No permission barrier fires. This matches the recorded result for the strictly-lower-privileged Technician role, which returned HTTP 200 and created a return on this same endpoint (technician.json N2 PASS); the Parts Tech has a superset of the Technician's permissions, so it is at least as entitled. The Work Orders → Parts tab loads for the Parts Tech and shows received parts, confirming the area is reachable.","1. Log in as the Tech user with the Parts Tech role. 2. Open a work order's Parts tab (reachable). 3. Call POST /api/work-orders/part/make-return-request {part_id, quantity, return_reason} - the response is a 400 business-validation error, never a 403 permission error, confirming no permission gate. (A clean 201/200 for the Parts Tech specifically could not be reproduced because no currently-returnable received-vendor part with a resolvable part_id existed in staging at test time - the available WO-part ids are rejected as 'Not found' and receiving a new part requires the full vendor-invoice delivery flow.)",pt-n2.png,"PASS on the permission dimension the case tests (no permission required). Confirmed: make-return-request never returns 403 for the Parts Tech (reaches business validation), and the same endpoint returns 200 for the lower-privileged Technician (superset argument). DISCLOSURE: a fresh 200 for the Parts Tech was not reproduced - the make-return-request part_id is a specific received-part-instance id that could not be resolved from list-requests, list-requests-by-line (ids rejected as 'Not found'), order_item_id, or catalogue_part_id; and the WO Parts tab exposes no headless-drivable per-row Return control (only status-progression buttons Order/Receive; Receive opens a vendor-invoice delivery dialog). No permission denial was ever observed."
Parts Technician,N3,Invoicing = Part Sales path (WAD),Part Sales -> create invoice,Create a Part Sales invoice.,"Allowed. Parts Tech Invoicing Create and Edit is scoped to the PART SALES invoice path (Sasha WAD, SV-7903). WO invoices are the Service Advisor's job - not a Parts Tech gap.",SPOT,PASS,"Per spec v33 / SV-7903 (Sasha WAD), the Parts Technician's Invoicing & Payments Create-and-Edit is scoped to the Part Sales invoice path, so a Parts Tech should be able to create a Part Sales invoice/sale. (Work-order invoices are the Service Advisor's job and are out of scope here.) [Ref: SV-5319/v33 SV-7903; checklist Parts Technician row N3]",As a Parts Technician you should be able to create a Part Sales invoice.,"Allowed - a Part Sales invoice was actually created as the Parts Tech user. Calling the app's create endpoint POST /api/part-sales {company_id:<customer>} returned HTTP 200 with a new part-sale id (fee6eb3c-...), and it now shows in the Part Sales list as P9-1046 (status Estimate, customer 'Iibay Landscaping'). The Part Sales list page (/parts/part-sales) is reachable and lists sales. fe-permissions confirm partSalesCreateAndEdit=true and invoicingPaymentsCreateAndEdit=true. No permission denial at any point.",,pt-n3.png,"PASS. Created via the app's create endpoint after confirming the Part Sales area is reachable for the Parts Tech (the part-sale detail SPA route did not render headlessly and the list rows/create button would not drive via Quasar, so creation was issued to the exact endpoint POST /api/part-sales the list uses; permission gate confirmed open - a bare POST returned 400 'company_id missing', never 403, then a valid POST returned 200). New ZZAUTOTEST-style record P9-1046 (Iibay Landscaping) created on disposable staging. partSalesCreateAndEdit=true, invoicingPaymentsCreateAndEdit=true."
Office,52,Settings menu,Settings (cog),Open Settings; check which items appear.,"Settings, Staff, Roles & Permissions visible (App Settings ON). Service/Parts items per sub-toggles.",MUST,PASS,"Per SV-5319, the Office role has App Settings ON (settingsApp present on the assigned system Office role via /api/auth/me/fe-permissions), so the Settings area must show Settings, Staff, and Roles & Permissions. Sub-sections (Service, Finance, Imports, Parts) appear only if their own sub-toggle is on. Office has settingsService, settingsFinance and settingsDataImport ON but does NOT have settingsParts, so Service/Finance/Imports items show while a standalone Parts settings group does not.","When Office opens Settings from the cog/avatar menu, they should see Settings, Staff, and Roles & Permissions, plus Service and Finance style items because those sub-toggles are on.","Logged in as Tech-with-Office, opened the avatar (TS) menu and clicked Settings. The Settings area opened at /administration/locations. The left settings navigation showed: SETTINGS group = Settings, Staff, Roles & Permissions, Locations, Departments, Taxes; SERVICE group = Labor Rates, Canned Lines, Asset Types, Inspection Templates; INTEGRATIONS = IBS; FINANCE = Payment Methods; IMPORTS = Contacts, Assets, Vendors, Inventory, Invoices. Settings, Staff, and Roles & Permissions were all present as expected. Service and Finance items rendered per their sub-toggles. No standalone Parts settings group appeared, consistent with Office lacking the settingsParts toggle.",,of-52.png,App Settings (settingsApp) ON confirmed on the assigned system Office role. Departments and Locations both present under SETTINGS group (SV-7781 grouping still under review). Parts settings absent because settingsParts is not granted to Office.
Office,53,Customer — full,Customers → a customer,"Create, edit, and delete a customer.",All allowed. Office has Customers View/Create and Edit/Delete.,MUST,PASS,"Per SV-5319, the Office role has full customer management: customersView, customersCreateAndEdit, and customersDelete are all granted on the assigned system Office role (confirmed via /api/auth/me/fe-permissions). So Office can create a new customer, edit an existing one, and delete one.","Logged in as Office, creating a new customer, editing it, and deleting it should all succeed with no permission block.","Logged in as Tech-with-Office. CREATE: clicked New Customer, filled Name with a ZZAUTOTEST name, clicked Save; the customer was created (POST /api/customers/create returned 201) and the app navigated to the new customer detail page. EDIT: opened the customer via the edit_note pencil, changed the Name to a ZZAUTOTEST EDITED value and clicked Save; the change saved (POST /api/customers/change returned 200) and the new name showed on the page. DELETE: opened Edit again, clicked the Delete button, confirmed the 'Are you sure you want to delete the company?' dialog with Delete; the customer was deleted (POST /api/customers/delete returned 201) and the app returned to the Customers list. All three operations succeeded, exactly as expected.",,of-53.png,"Real create/edit/delete all executed in the UI against staging on test customer id c9bb4198-1840-444d-bf0d-f10e0652730d (named ZZAUTOTEST). Endpoints: customers/create 201, customers/change 200, customers/delete 201. Test customer fully removed at end."
Office,54,Send to Portal,Work Orders → a work order,Look for Send to Portal button.,"NOT available. Office has Full View but CANNOT approve a WOL (Review WOs OFF, WO Lines View only).",MUST,PASS,"Per SV-5319, Office has Full View of work orders (woFullViewMode) but is view-only on lines: it does NOT have woReviewWorkOrders (cannot approve/review WO lines) nor workOrderLinesCreateAndEdit, and it lacks customerPortalPageAccess. The Send to Portal / customer approval action is gated in the app by userHasCustomerPortalAccess (customerPortalPageAccess), so Office must NOT see or be able to use Send to Portal.","When Office opens a work order, there should be no Send to Portal button, because Office can view work orders but cannot approve lines or push them to the customer portal.","Logged in as Tech-with-Office and opened work order S9-24919. No Send to Portal button appeared anywhere on the page or in the work order kebab menu (kebab only offered Audit Log and Timesheets). The line area showed no New Line, Build Lines, Reviewed, or approve (how_to_reg) controls - it was strictly view only. For contrast, opening the exact same work order as Admin showed the full set of editing/approval controls (New Line, Build Lines, Reviewed, how_to_reg, edit_note), which Office did not have. The app's own permission helper userHasCustomerPortalAccess() checks for customerPortalPageAccess, which Office does not hold. The button is correctly not available to Office.",,of-54.png,"BACKEND CHECK: the Send-to-Portal action maps to POST /api/work-orders/approvals/create-approval-request. In this session that create-* endpoint returns HTTP 500 for BOTH Office AND Admin (documented create-* session quirk), so a clean 403 could not be isolated; critically the backend never returned 200/201 to Office, so there is no evidence of an enforcement gap. Denial is confirmed by (a) the UI control being absent for Office while present for Admin on the same WO, and (b) Office lacking customerPortalPageAccess/woReviewWorkOrders/workOrderLinesCreateAndEdit. This org's customer-portal approval flow also 500s for Admin, indicating an environment issue rather than an Office-specific bypass."
Office,55,Catalog — view only,Parts → Catalog/Inventory,Try to edit a part.,BLOCKED/view only. Office has Catalog and Inventory = View only.,SPOT,FAIL,"Per SV-5319, the Office role has Catalog/Inventory as View only: catalogInventoryView is granted but catalogInventoryCreateAndEdit and catalogInventoryDelete are NOT (confirmed on the assigned system Office role via /api/auth/me/fe-permissions). Office must be able to view catalog parts but must NOT be able to edit them.",Office should be able to look at catalog/inventory parts but not change them; any attempt to edit a part should be blocked in the UI and refused by the server.,"In the UI the restriction holds: on the Catalog tab (/parts/parts-catalogue) Office could open a part's detail (Slack Adjustervvv) but there were no Edit controls, no edit/delete icons, and no New/Add Part button - it was strictly view only. HOWEVER the server does NOT enforce this. Posting the exact same request the edit form uses, POST /api/parts-catalogue/change-catalogue-part, as the Office user returned HTTP 200 and the change persisted: the part name was successfully changed to a ZZAUTOTEST marker and confirmed on a fresh read-back. This is a backend enforcement gap - the UI hides the edit control but the API accepts catalog edits from a view-only Office user. Admin performing the same call also returns 200 (expected). The part was restored to its original name afterward.","1) Assign the Office system role to the Tech staff. 2) Log in as Tech (now Office). 3) POST /api/parts-catalogue/change-catalogue-part with a valid body {id, name:'<marker>', part_number, tags, category_id, measurement} for an existing catalog part. 4) Observe HTTP 200. 5) GET /api/parts-catalogue/catalogue-parts/{id} and see the name changed to the marker, proving the edit persisted even though Office has catalogInventoryView only (no catalogInventoryCreateAndEdit).",of-55.png,"UI gate present (view only) but BACKEND ENFORCEMENT GAP: change-catalogue-part returns 200 and persists for a view-only Office user. Office perms confirmed: catalogInventoryView=true, catalogInventoryCreateAndEdit=false, catalogInventoryDelete=false. Test part id 000e30e4-eab9-4af7-a909-472e30ceefbc; name restored to 'Slack Adjustervvv' after the test."
Office,56,AP/AR access,Reports / Customer tabs,Open AP/AR reports and tabs.,Accessible. Office has Manage Accounts Payable and Receivable ON.,SPOT,PASS,"Per SV-5319, the Office role has the See AP/AR data cross-toggle ON (seeApArData=true in cross_toggles on the assigned system Office role) plus Reports page access (reportsPageAccess), so the Accounts Receivable and Accounts Payable reports and AP/AR data must be accessible.","Office should be able to open the Accounts Receivable and Accounts Payable reports and see the data, with nothing blocked.","Logged in as Tech-with-Office and opened Reports. The left report navigation showed a full ACCOUNTS RECEIVABLE group (A/R Aging Summary, A/R Aging Detail, A/R Aging Collection) and a full ACCOUNTS PAYABLE group (A/P Aging Summary, A/P Aging Detail, A/P Unpaid Invoices), plus the Sales Tax Collected finance report. Clicking A/R Aging Summary navigated to /reports/ar-aging-summary and the report loaded with no permission block. Clicking A/P Aging Summary navigated to /reports/ap-aging-summary and it loaded as well. No API call returned a 4xx/403 during either report load, confirming the underlying AP/AR data endpoints returned data for the Office user. Access is exactly as expected.",,of-56.png,"seeApArData=true confirmed in Office cross_toggles. Both AR and AP report routes rendered with zero API errors (data endpoints returned 200), confirming backend AP/AR access is granted."
Office,N1,WO Notes (v33),Work Orders -> Notes tab,Create/edit own note; try others'.,Create/edit own = WO View (Office has). Edit/delete ALL = WO Delete - Office has WO View only -> cannot edit/delete others' notes.,SPOT,PASS,"Per SV-5319 (v33), creating and editing your OWN work-order note only requires Work Orders View (workOrdersView), which Office has. Editing or deleting ANYONE's note requires Work Orders Delete (workOrdersDelete), which Office does NOT have. So Office should be able to create and edit its own notes but must not be able to edit or delete notes authored by other users.","Office can add a note to a work order and edit its own note, but should not be able to change or delete a note that someone else wrote.","On work order S9-24919 Notes tab, with a note authored by Admin already present, Office added its own note and edited it successfully (create returned 201, edit returned 200). In the UI the own note (Tech ShopView) showed an actions menu with Delete note / Edit note / Attach files, while the Admin-authored note showed NO actions menu at all - Office had no edit/delete affordance on someone else's note. Backend enforcement matched: attempting to edit the Admin note returned HTTP 403 Access denied, and attempting to delete the Admin note also returned HTTP 403 Access denied. So Office can manage its own notes but is correctly blocked from editing or deleting others' notes, in both UI and API.",,of-N1.png,"FE Notes tab reachable and confirmed: own note exposes Edit/Delete menu, others' note exposes none. Own create/edit executed via note/create (201) and note/update (200) at the endpoints the UI uses (the in-page rich-text editor did not drive headless, so create/edit were issued to those exact endpoints after confirming the Notes tab and its own-note action menu were reachable). Others'-note enforcement verified BOTH ways: UI shows no action menu on the Admin note AND note/update + note/delete each return 403 Access denied for Office. Test notes cleaned up afterward."
Office,N2,Sensitive vendor fields (v33),Vendors -> a vendor -> Edit / Overview card,"Look for Credit Terms, Credit Limit, Taxes.","Visible. Sensitive VENDOR fields are gated by Manage AP/AR (v33, 7/1). Office has Manage AP/AR ON.",SPOT,PASS,"Per SV-5319 (v33, 7/1 change), a vendor's sensitive money fields (Credit Terms, Credit Limit, Taxes) are gated by the See/Manage AP/AR permission. Office has the See AP/AR data cross-toggle ON (seeApArData=true), so these vendor fields must be visible to Office.","When Office opens a vendor, the Credit Terms, Credit Limit, and tax information should be visible (not hidden), because Office has AP/AR access.","Logged in as Tech-with-Office, opened Parts -> Vendors -> vendor 'Aiwick Concrete'. The vendor overview card clearly showed Credit term: Net 30 and Credit limit: $0.00, plus AP-related tabs Unpaid Invoices and Payments. The vendor detail API the page loads (GET /api/parts-catalogue/vendor/{id}) returned the sensitive fields to Office unmasked: credit_term = 'Net 30', credit_limit = 0, and tax_id = 0c47b1fb-38bb-4788-8719-6900c365e34c (a tax setting assigned to the vendor). So all three sensitive vendor fields are visible/served to Office, matching the expectation. Office is view-only on vendors (no Edit form control, consistent with vendorOrderManagementView only), so the fields appear on the read/overview view rather than an editable form.",,of-N2.png,"seeApArData=true confirmed for Office. Credit Terms and Credit Limit render on the vendor overview card; the vendor's tax association (tax_id) is included unmasked in the vendor detail payload delivered to Office. This case expects ACCESS (not a denial), so no 403 check applies; visibility confirmed both in the UI card and the API payload. Office has no vendor Edit affordance (view-only), so the tax field is seen as data on the read view rather than an editable selector."
Sales Representative,57,No work orders,Top nav,Look for Work Orders.,Work Orders NOT in nav. Sales Rep has Work Orders = Off.,MUST,PASS,"Per SV-5319, the Sales Representative role has the Work Orders module Off. The assigned system Sales Representative role (/api/auth/me/fe-permissions) carries only reportsPageAccess, seeApArData, seeFinancialData and woFullViewMode - it has no workOrders create/edit/delete/manage permissions and no Work Orders nav module. So the Work Orders item must not appear in the navigation for this role.","When logged in as a Sales Rep, the Work Orders menu item should not appear anywhere in the top/side navigation, and trying to open the Work Orders area directly should not land on a Work Orders screen.","Logged in as Tech assigned the Sales Representative system role. The only navigation items present were Dashboard (icon) and Reports (with report sub-sections). There was NO Work Orders item in the nav. Navigating directly to /workorders bounced the user to /reports/punch-clock-activities (the Reports landing), i.e. the Work Orders module UI is not reachable.",,sr-57.png,"Nav-level expectation met: no Work Orders module link, and /workorders redirects to Reports. BACKEND OBSERVATION (disclosed): a direct API GET /api/work-orders returns HTTP 200 with work-order list data for this role. This is consistent with the role carrying the woFullViewMode (Full View) permission, which is a work-orders-scoped view permission the Sales Rep legitimately holds; the Work Orders management module/nav is correctly absent. Flagging for product-owner awareness that the WO list endpoint is readable via direct API for this Full-View role even though the module is hidden. By contrast, customer and vendor endpoints are hard-denied (403/404) for this role."
Sales Representative,58,Reports + financial,Reports,Open reports.,Accessible. Sales Rep has Reports ON and See Financial Data ON.,MUST,PASS,"Per SV-5319, the Sales Representative role has Reports page access ON (reportsPageAccess) and See Financial Data ON (seeFinancialData cross-toggle true). So the Reports area must open and financial figures (dollar amounts) must be visible.",A Sales Rep should be able to open the Reports area and see reports including financial dollar figures.,"Logged in as Tech-as-Sales-Representative. The Reports area was the default landing (home redirected to /reports/punch-clock-activities). Navigating to /reports opened the Reports module with a full left-hand report catalog: LABOR (Timesheet Activities), PERFORMANCE (Sales, Technician Efficiency, Advisor Analysis, Shop Efficiency), FINANCE (Sales Tax Collected), ACCOUNTS RECEIVABLE and ACCOUNTS PAYABLE report groups, plus IBS Batches, QB Unexported, Notes and Reminders. Opening A/R Aging Summary rendered real financial data with dollar amounts and a grand total of $271,834.78, confirming See Financial Data is ON.",,sr-58.png,"Reports access confirmed via UI (module opens, report catalog and data render). fe-permissions for the assigned role include reportsPageAccess and cross_toggle seeFinancialData=true. Financial dollar figures visible in A/R Aging Summary (see sr-59.png)."
Sales Representative,59,AP/AR,Reports → AP/AR reports,Open them.,Accessible. Sales Rep has Manage Accounts Payable and Receivable ON.,SPOT,PASS,"Per SV-5319, the Sales Representative role has See AP/AR data ON (seeApArData permission and cross_toggle seeApArData=true), so the Accounts Receivable and Accounts Payable reports must be accessible with data.",A Sales Rep should be able to open the A/R and A/P reports and see the aging data.,"Logged in as Tech-as-Sales-Representative. The Reports left nav showed an ACCOUNTS RECEIVABLE group (A/R Aging Summary, A/R Aging Detail, A/R Aging Collection) and an ACCOUNTS PAYABLE group (A/P Aging Summary, A/P Aging Detail, A/P Unpaid Invoices). Opening A/R Aging Summary (/reports/ar-aging-summary) loaded the report in full - a customer-by-customer aging table with Current / 1-30 / 31-60 / 61-90 / 91-and-over buckets and totals (grand total $271,834.78). The route did not redirect or show access-denied, confirming AP/AR access.",,sr-59.png,AP/AR access confirmed via UI (A/R Aging Summary renders real data). fe-permissions include seeApArData; cross_toggle seeApArData=true. Both A/R and A/P report groups present in the Reports nav.
Sales Representative,60,No parts / customers edit,Parts / Customers,Look for these sections.,Customers and Part Sales = Off for Sales Rep; confirm hidden/no edit.,SPOT,PASS,"Per SV-5319, the Sales Representative role has Customers Off and Part Sales Off. The assigned system role has no customersView/customersCreateAndEdit and no partSales permissions, so the Customers and Part Sales modules must be hidden and not editable.","A Sales Rep should not see a Customers section or a Part Sales section, and should not be able to open or edit them.","Logged in as Tech-as-Sales-Representative. Neither Customers nor Part Sales appeared in the navigation (nav had only Dashboard and Reports). Navigating directly to /customers bounced to the Reports landing (/reports/punch-clock-activities) - no Customers module opened. Navigating to /part-sales and /partsales both showed a 'page not found' error screen ('This page is more missing than your 10mm socket') with only the Reports nav present - no Part Sales module. Backend: API GET /api/customers returned HTTP 403 Access denied, and POST /api/customers returned 405 (no write route), confirming customers are hard-denied with no edit.",,sr-60.png,"Customers is fully denied (nav hidden, /customers redirects to Reports, API GET /api/customers -> 403 Access denied). Part Sales module is hidden (nav absent, /part-sales -> not-found page). BACKEND OBSERVATION (disclosed): a direct API GET /api/part-sales returns HTTP 200 with part-sale list data (part sales are work-order-typed, response includes totalWorkOrderPrice), consistent with the role's woFullViewMode (Full View) permission; the Part Sales module UI is correctly absent and there is no create/edit surface. Flagging the readable part-sales list endpoint for product-owner awareness, same pattern as the WO list in case 57."
