"Locations: Staging Heavy Duty - 9919"
Type,"Part #",Description,Category,Vendor,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,N6802-12-16,"#12 MALE JIC X #16 MALE ORB 45","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-16-12,"#16 MALE JIC X #12 MALE ORB 45","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N6802-16-16,"#16 MALE JIC X #16 MALE ORB 45","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,N68031-04-04,"#04 BRASS PUSH-ON X #04 FEMALE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,77.00,0.00,0,0
Inventory,N68031-08-08,"#08 BRASS PUSH-ON X #08 FEMALE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,N75-265278,"10.43-10.94 STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP (T-BOLT CLAMP)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,N75-3437,"1.34-1.46"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,6
Inventory,N75-4347,"1.69-1.85"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"256 days",7.00,0.00,2,6
Inventory,N75-5559," 2.17-2.32"" STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,N75-7379,"2.87-3.11"" T-Bolt Clamp STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"247 days",5.00,0.00,2,6
Inventory,N75-7985,"3.11-3.35"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,6
Inventory,N75-9197," 3.58-3.82"" STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,4
Inventory,N75CT-112121,"4.41"" - 4.76"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,N75CT-7985,"3.11"" - 3.35"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,N75CT-8591,"3.35"" - 3.58"" SS MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,N79L-125," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) -1-1/4"" (32mm) OD","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,5,10
Inventory,N79L-200,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 2"" (51MM)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"264 days",2.00,0.00,5,10
Inventory,N9005-04-04,"#04 MALE JIC X #04 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,5
Inventory,N9005-04-06,"#04 MALE JIC X #06 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9005-06-04,"#06 MALE JIC X #04 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,5
Inventory,N9005-06-06,"#06 MALE JIC X #06 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,13.00,0.00,5,10
Inventory,N9005-06-08,"#06 MALE JIC X #08 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9005-08-06,"#08 MALE JIC X #06 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,2,5
Inventory,N9005-10-08,"#10 MALE JIC X #08 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,2,5
Inventory,N9005-10-10,"#10 MALE JIC X #10 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,2,5
Inventory,N9005-10-12,"#10 MALE JIC X #12 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,5
Inventory,N9005-12-10,"#12 MALE JIC X #10 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9005-12-12,"#12 MALE JIC X #12 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,N9030T-06,"#06 MALE BSPT HEX PLUG","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,N9030T-08,"#08 MALE BSPT HEX PLUG","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,N9058-04-04,"#04 MALE JIC X #04 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,3
Inventory,N9058-06-06,"#06 MALE JIC X #06 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,1,3
Inventory,N9058-08-08,"#08 MALE JIC X #08 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,3
Inventory,N9058-12-12,"#12 MALE JIC X #12 MALE BSPP ADJ. PORT 45","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,N9059-06-06,"#06 MALE JIC X #06 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9059-10-10,"#10 MALE JIC X #10 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,2,5
Inventory,N9059-12-12,"#12 MALE JIC X #12 MALE BSPP A","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,5
Inventory,N9203L-12,"12L/18MM METRIC TUBE PLUG","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,N9203L-15,"15L/22MM METRIC TUBE PLUG","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,N9204L-12,"12L/18MM METRIC TUBE CAP","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,N9204L-15,"15L/22MM METRIC TUBE CAP","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,N92151,"HIGH PRESSURE FILTER SEALS PARKER","HD-Equipment & Hydraulics","Xuchester Builders",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,N9430-14,"14MM Banjo Bolt","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,N9500-06,"#06 BSPP BONDED SEAL","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"256 days",48.00,0.00,5,10
Inventory,N9500-10,"#10 BSPP BONDED SEAL","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"217 days",29.00,0.00,5,10
Inventory,N9500-16,"#16 BSPP BONDED SEAL","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,5,10
Inventory,N9500-20,"#20 BSPP BONDED SEAL","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,24.00,0.00,0,0
Inventory,N9500-24,"#24 BSPP BONDED SEAL",Uncategorized,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,25.00,0.00,0,0
Inventory,NC-45,"1/4"" AUTOMATIC PUSH-TO-CONNECT ARO-210 COUPLER X 1/4"" MALE N","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,NC-46,"1/4"" AUTOMATIC PUSH-TO-CONNECT ARO-210 COUPLER X 1/4"" FEMALE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,NC-60,"1/4"" UNIVERSAL COMBO HIGH FLOW QUICK COUPLER X 1/4"" FNPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,NC-6023,"1/4"" UNIVERSAL COMBO HIGH FLOW QUICK COUPLER X 3/8"" FNPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,1
Inventory,NC-66,"3/8"" UNIVERSAL COMBO HIGH FLOW QUICK COUPLER X 3/8"" FNPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,NCP-36,"3/8"" PLATED ARO-310 NIPPLE X 3/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,NCP-3703,"1/4"" PLATED ARO-210 NIPPLE X 3/8"" MALE NPT","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NCP-38,"1/4"" PLATED ARO-210 NIPPLE X 1/4"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,14.00,0.00,0,0
Inventory,NCP-3823,"1/4"" PLATED ARO-210 NIPPLE X 3/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,NFE491-3-1/2,"Flushface 4350-5075# ISO16028 3/8"" Nipple X 1/2"" Female NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,NFE491-4," FLUSHFACE 3625-4785# ISO16028 1/2"" NIPPLE X 1/2"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,6
Inventory,NFE495-3-1/2," Flushface 4350-5075# ISO16028 3/8"" Coupler X 1/2"" Female NPT","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,6
Inventory,NFE495-4,"FLUSHFACE ISO16028 1/2"" COUPLER X 1/2"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,2,6
Inventory,NFF0304-C-04,"#04 FEMALE ORFS CAP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF0304-C-06,"#06 FEMALE ORFS CAP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF0304-C-08,"#08 FEMALE ORFS CAP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,—,—
Inventory,NFF0304-C-10,"#10 FEMALE ORFS CAP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF0304-C-16,"#16 FEMALE ORFS CAP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF0304-C-20,"#20 FEMALE ORFS CAP","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF2403-04-04,"#04 MALE ORFS X #04 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,15.00,0.00,1,2
Inventory,NFF2403-06-04,"#06 MALE ORFS X #04 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2403-06-06,"#06 MALE ORFS X #06 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,2
Inventory,NFF2403-08-06,"#08 MALE ORFS X #06 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2403-08-08,"#08 MALE ORFS X #08 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,2
Inventory,NFF2403-10-08,"#10 MALE ORFS X #08 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2403-10-10,"#10 MALE ORFS X #10 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,2
Inventory,NFF2403-12-10,"#12 MALE ORFS X #10 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2403-12-12,"#12 MALE ORFS X #12 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,2
Inventory,NFF2404-06-06," #06 MALE ORFS X 3/8"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,3
Inventory,NFF2404-06-08,"#06 MALE ORFS X 1/2"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,3
Inventory,NFF2404-08-08,"#08 MALE ORFS X 1/2"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,3
Inventory,NFF2404-10-08,"#10 MALE ORFS X 1/2"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,3
Inventory,NFF2406-04-06,"#04 FEMALE ORFS X #06 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2406-06-04,"#06 FEMALE ORFS X #04 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2406-06-08,"#06 FEMALE ORFS X #08 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2406-08-06,"#08 FEMALE ORFS X #06 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2406-10-08,"#10 FEMALE ORFS X #08 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF2408-04,"#04 MALE ORFS PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF2408-06,"#06 MALE ORFS PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF2408-08,"#08 MALE ORFS PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF2408-16,"#16 MALE ORFS PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF2408-20,"#20 MALE ORFS PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,NFF6402-04-04,"#04 MALE ORFS X #04 FEMALE JIC SW STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,—,—
Inventory,NFF6402-06-06,"#06 MALE ORFS X #06 FEMALE JIC SW STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,—,—
Inventory,NFF6402-08-08,"#08 MALE ORFS X #08 FEMALE JIC SW STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6402-10-10,"#10 MALE ORFS X #10 FEMALE JIC SW STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6402-12-12,"#12 MALE ORFS X #12 FEMALE JIC SW STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6403-04-04,"#04 MALE ORFS X #04 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6403-06-06,"#06 MALE ORFS X #06 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6403-08-08,"#08 MALE ORFS X #08 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6403-10-10,"#10 MALE ORFS X #10 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6403-12-12,"#12 MALE ORFS X #12 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6504-06-06,"#06 FEMALE ORFS X #06 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,NFF6504-08-08,"#08 FEMALE ORFS X #08 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,—,—
Inventory,NFF6504-10-10,"#10 FEMALE ORFS X #10 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6504-12-12,"#12 FEMALE ORFS X #12 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6505-04-04,"04 FEMALE ORFS X 1/4"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,NFF6505-06-06,"#06 FEMALE ORFS X 3/8"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NFF6505-08-08,"#08 FEMALE ORFS X 1/2"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,—,—
Inventory,NFF6505-12-12,"#12 FEMALE ORFS X 3/4"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,NGK7634,"SPARK PLUG","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,NGK7734,"SPARK PLUG","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,NHMSF20,"M20 X 1.5 SLOTTED HEX NUT FINE",HD-Fasteners,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,20.00,0.00,0,0
Inventory,NJK-BM,BUSHING,"HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,NL1363-100,"1"" CONTITECH RED ORTAC GP HOSE (1.50"" OD)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,38.00,0.00,0,0
Inventory,NL245-04," #04 NEXUS SAE100R5 3/16"" DOT HYDRAULIC HOSE 3000 PSI","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,13.00,0.00,0,0
Inventory,NL245-06,"#06 SAE100R5 5/16"" HYDRAULIC HOSE 2250 PSI","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"455 days",32.00,0.00,0,0
Inventory,NL245-10,"#10 SAE100R5-1/2"" HYDRAULIC HOSE 1750 PSI","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,30.00,0.00,0,0
Inventory,NL3034-200,"2"" CONTITECH BLACK/RED EXTRME FLEX PETRO TRANSFER","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,NL3034-250,"2-1/2"" CONTITECH BLACK/RED EXT","HD-Shop Supply",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"269 days",2.00,0.00,0,0
Inventory,NL3103-075,"3/4"" CONTI SOFTWALL AGGIE FARM","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,19.00,0.00,0,0
Inventory,NL329-10,"#10 SAE100R16 HYD HOSE 4000 PS","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,258.00,0.00,50,350
Inventory,NL4520-025,"1/4"" FUEL LINE (.50"" OD)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,28.00,0.00,5,25
Inventory,NL4520-044,"7/16"" FUEL LINE (.69"" OD)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,20.00,0.00,5,25
Inventory,NL4800-022,"7/32"" WINDSHIELD WASHER/VACUUM","HD-Cooling & HVAC","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"256 days",18.00,0.00,0,1
Inventory,NL4860-063,"5/8"" BLACK HEATER HOSE (.88"" OD)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"395 days",95.00,0.00,25,75
Inventory,NL4860-075,"3/4"" BLACK HEATER HOSE (1.03"" OD)","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"279 days",44.00,0.00,0,0
Inventory,NL4860-100,"1"" BLACK HEATER HOSE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"266 days",38.00,0.00,25,75
