report,report_prefix,story,story_title,requirement_id,kind,requirement_text,status,covering_cases,covering_c_ids,retired_only_anchor,text_candidates,verdict,judgement
Technician Utilization,TU,8,Visual Conformance and Accessibility,S8-R11,requirement,"S8-R11:** An Est. Lost Labor cell showing ""—"" carries the assistive-technology label ""No default labor rate configured"" (distinguishing it from ""$0.00"", which reads as its dollar value).",COVERED-DIRECT,TU-ELL-04,C30407,,,,
Technician Utilization,TU,8,Visual Conformance and Accessibility,S8-R12,requirement,"S8-R12:** The expand/collapse controls (per-row S4-R1 and the all-rows control S4-R4) are keyboard-focusable, toggle on Enter/Space, expose their expanded/collapsed state to assistive technology, and carry the verbatim accessible names defined in S4-R1 (per-row) and S4-R4 (all-rows).",COVERED-DIRECT,TU-DAY-01; TU-DAY-04,C30418; C30421,,,,
Technician Utilization,TU,8,Visual Conformance and Accessibility,S8-R13,requirement,S8-R13:** The information icon (S8-R7) meets at least a 3:1 contrast ratio against its background in both light and dark mode.,COVERED-DIRECT,TU-VIS-02,C30448,,,,
Technician Utilization,TU,8,Visual Conformance and Accessibility,S8-R14,requirement,S8-R14:** The Total Hours link's non-color affordance and focus indicator (S6-R1) apply in both light and dark mode.,COVERED-DIRECT,TU-LINK-01; TU-VIS-02,C30428; C30448,,,,
Technician Utilization,TU,8,Visual Conformance and Accessibility,S8-R16,requirement,S8-R16:** The icon-only Column Selection control carries an accessible name exposed to assistive technology. **Negative Cases:**,GAP-CLOSED,TU-COL-01,C38859,,,GAP,"EXTEND TU-COL-01 (C38859) - TU-COL-01 (C38859) expected 1 checks the control's TOOLTIP ('Column Selection'), not the accessible name exposed to assistive technology. The suite does test accessible names elsewhere (TU-DAY-01 C30418, TU-DAY-04 C30421), so this is observable and genuinely untested."
Technician Utilization,TU,8,Visual Conformance and Accessibility,S8-N1,negative,S8-N1:** No column header other than Est. Lost Labor shows the information icon.,COVERED-DIRECT,TU-ELL-02,C30405,,,,
Technician Utilization,TU,9,Location Filter,S9-R1,requirement,"S9-R1:** The toolbar has a location filter labeled ""Location"" — a multi-select, and the **rightmost** control — listing the locations the signed-in user has access to plus an ""All Locations"" option. ""All Locations"" acts as a select-all shortcut: choosing it selects every accessible location; unchecking any individual location leaves the remaining specific locations selected (the selection is always the concrete set of checked locations).",COVERED-DIRECT,TU-LOC-01,C30442,,,,
Technician Utilization,TU,9,Location Filter,S9-R2,requirement,"S9-R2:** On a first visit (no saved selection — §3), it defaults to the user's **currently active location** (the location currently selected in the application's global location switcher).",COVERED-DIRECT,TU-LOC-03; TU-NAV-03,C30444; C30394,,,,
Technician Utilization,TU,9,Location Filter,S9-R3,requirement,"S9-R3:** Selecting one, several, or all locations **reloads** the report scoped to that set (unlike the technician filter, which is on-screen only).",COVERED-DIRECT,TU-API-02; TU-LOC-02,C30450; C30443,,,,
Technician Utilization,TU,9,Location Filter,S9-R4,requirement,"S9-R4:** All metrics (technician rows, per-day rows, and the Summary) reflect only clock records at the selected location(s); a technician's hours are pooled across the selected locations into one row (one row per technician, not one per location), and per-day rows pool the same way (S4-R2).",COVERED-DIRECT,TU-DAY-02; TU-LOC-02,C30419; C30443,,,,
Technician Utilization,TU,9,Location Filter,S9-R5,requirement,"S9-R5:** Scoping is always constrained to the user's accessible locations — ""All Locations"" means all locations the user can access, never beyond; a location the user cannot access is never included.",COVERED-DIRECT,TU-LOC-02,C30443,,,,
Technician Utilization,TU,9,Location Filter,S9-R6,requirement,"S9-R6:** On return, the saved location selection is restored **defensively** : any saved location the user can no longer access is dropped; if the remaining set is empty, the report falls back to the user's currently active location (S9-R2).",COVERED-DIRECT,TU-LOC-03,C30444,,,,
Technician Utilization,TU,9,Location Filter,S9-R7,requirement,"S9-R7:** If the user deselects every location (empties the filter), the report falls back to the user's currently active location rather than showing nothing.",COVERED-DIRECT,TU-LOC-04,C30445,,,,
Technician Utilization,TU,9,Location Filter,S9-R8,requirement,S9-R8:** Both PDF exports and the CSV export cover the location(s) currently selected here.,COVERED-DIRECT,TU-EXP-04,C30437,,,,
Technician Utilization,TU,9,Location Filter,S9-R9,requirement,"S9-R9:** When the selected scope spans **more than one location** , the report shows a per-row **Location** column; when the scope is a single location, the column is hidden (the scope is unambiguous). This auto-visibility applies on screen and in every export (S7-R13).",COVERED-DIRECT,TU-HRS-02; TU-LOC-06,C30401; C38915,,,,
Technician Utilization,TU,9,Location Filter,S9-R10,requirement,"S9-R10:** In the Location column (when shown, S9-R9): a technician row whose hours were all clocked at a single location shows that location's name; a technician row whose hours span more than one selected location shows the literal **Multiple** ; an expanded per-day detail row shows the exact location when that day's hours were all at one location, or **Multiple** when that day spans more than one. The Summary row leaves the Location column blank. **Negative Cases:**",COVERED-DIRECT,TU-LOC-06,C38915,,,,
Technician Utilization,TU,9,Location Filter,S9-N1,negative,S9-N1:** A user with access to only one location still sees the filter with a single selectable location; behavior is unchanged from single-location use.,COVERED-DIRECT,TU-LOC-05,C30446,,,,
Technician Utilization,TU,9,Location Filter,S9-N2,negative,"S9-N2:** If the selected location(s) produce no clocked time for the range, the report shows the no-data message (§7).",COVERED-DIRECT,TU-NAV-08,C30399,,,,
Technician Utilization,TU,10,Column Selection and Persistence,S10-R1,requirement,"S10-R1:** A column-selection control — an icon button whose tooltip reads ""Column Selection"" — lets the user toggle each toggleable column on or off. It sits in the toolbar action cluster immediately after the three-dot download menu (S8-R2/S8-R3).",COVERED-DIRECT,TU-COL-01,C38859,,,,
Technician Utilization,TU,10,Column Selection and Persistence,S10-R2,requirement,S10-R2:** The **Technician** column is always shown and cannot be turned off.,COVERED-DIRECT,TU-COL-01,C38859,,,,
Technician Utilization,TU,10,Column Selection and Persistence,S10-R3,requirement,"S10-R3:** Every other data column — Total Hours, WO Hours, Internal Hours, Utilization %, and Est. Lost Labor — is available in the control and can be toggled on or off. All five are shown by default on a first visit. (Est. Lost Labor was previously always-on; it is now a hideable column like the others.)",COVERED-DIRECT,TU-COL-01; TU-ELL-02,C38859; C30405,,,,
Technician Utilization,TU,10,Column Selection and Persistence,S10-R4,requirement,S10-R4:** The per-row Location column is not one of the toggleable columns: it is auto-managed by the location scope (shown only when more than one location is in scope — S9-R9) and is never listed in the column selector.,COVERED-DIRECT,TU-COL-01; TU-LOC-06,C38859; C38915,,,,
Technician Utilization,TU,10,Column Selection and Persistence,S10-R5,requirement,"S10-R5:** Whatever columns are shown, they appear in the fixed left-to-right order of S2-R1 (toggling visibility never reorders columns), with the Location column — when shown — leftmost (S8-R15) and Est. Lost Labor last.",COVERED-DIRECT,TU-COL-01,C38859,,,,
Technician Utilization,TU,10,Column Selection and Persistence,S10-R6,requirement,"S10-R6:** The report remembers the user's column selection in the browser, alongside the date range, technician selection, and location selection (§3, S1-R8), and restores it on the next visit. Restore is defensive: a saved selection that no longer resolves to valid columns falls back to the default-visible set rather than breaking the view. _* Context note: persistence is per-browser (not tied to the user's account); it persists across visits in the same browser but does not follow the user to another browser or device._",COVERED-DIRECT,TU-COL-01,C38859,,,,
Work In Progress,WIP,1,Report Access and Tabs,S1-R1,requirement,"S1-R1:** The report appears in the reports navigation under the **Performance** group, labeled ""Work In Progress"".",COVERED-DIRECT,WIP-TAB-01,C30451,,,,
Work In Progress,WIP,1,Report Access and Tabs,S1-R2,requirement,"S1-R2:** Opening the report shows four tabs, labeled (in order) ""Approved - partially completed"", ""Approved - not started"", ""Completed"", and ""Estimates"".",COVERED-DIRECT,WIP-TAB-02,C30452,,,,
Work In Progress,WIP,1,Report Access and Tabs,S1-R3,requirement,"S1-R3:** The ""Approved - partially completed"" tab is selected by default on load.",COVERED-DIRECT,WIP-TAB-02,C30452,,,,
Work In Progress,WIP,1,Report Access and Tabs,S1-R4,requirement,"S1-R4:** Each tab's label shows the count of work orders currently in that tab, in parentheses (for example, ""Completed (22)"").",COVERED-DIRECT,WIP-TAB-03,C30453,,,,
Work In Progress,WIP,1,Report Access and Tabs,S1-R5,requirement,"S1-R5:** The browser page title is ""Work In Progress - Report | ShopView"" (the separator is a plain hyphen with one space on each side). **Negative Cases:**",COVERED-TEXT,WIP-TAB-01,C30451,,,COVERED-TEXT,WIP-TAB-01 (C30451) expected 3 quotes the page title verbatim including the plain-hyphen separator. The retired WIP-TAB-04 was merged into it 2026-07-28; the anchor did not travel.
Work In Progress,WIP,1,Report Access and Tabs,S1-N1,negative,"S1-N1:** If the user does not have the required permission, the report does not appear in the navigation.",COVERED-DIRECT,WIP-PERM-02,C30527,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-R1,requirement,"S2-R1:** A work order appears only if ALL of the following hold: it is a service work order; its status is one of Estimate, Approved, In Progress, Review, or Complete; and it belongs to a selected location (Story 7).",COVERED-DIRECT,WIP-API-04; WIP-SCOPE-01,C30531; C30456,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-R2,requirement,"S2-R2:** Work orders whose status is Invoiced, Paid, or Declined never appear, in any tab, any Totals row, the summary strip, or any download.",COVERED-DIRECT,WIP-SCOPE-02,C30457,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-R3,requirement,S2-R3:** Part-sale work orders never appear.,COVERED-DIRECT,WIP-SCOPE-02,C30457,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-R4,requirement,"S2-R4:** Each qualifying work order appears exactly once, in exactly one tab (Story 3), including a work order with nothing approved yet (its earned and remaining both show ""$0.00"").",COVERED-DIRECT,WIP-CALC-09; WIP-SCOPE-03,C30482; C30458,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-R5,requirement,"S2-R5:** While the report is loading, the data area shows the standard reports loading indicator; existing rows are replaced only when the new data returns.",COVERED-DIRECT,WIP-SCOPE-04,C30459,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-R6,requirement,S2-R6:** The report reloads its rows when the user changes the date range or the location selection (Story 7). **Negative Cases:**,COVERED-DIRECT,WIP-SCOPE-04,C30459,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-N1,negative,"S2-N1:** If no work order qualifies for the current date range and location(s), each tab shows the standard reports no-data message (§7) in place of rows, and no Totals row.",COVERED-DIRECT,WIP-SCOPE-05,C30460,,,,
Work In Progress,WIP,2,"Work-Order Scope, Loading, and Empty State",S2-N2,negative,"S2-N2:** If a single tab has no work orders but others do, that tab shows the no-data message while the others show their rows; the tab label count is ""(0)"".",COVERED-DIRECT,WIP-SCOPE-05; WIP-TAB-03,C30460; C30453,,,,
Work In Progress,WIP,3,Tab Placement (Sectioning),S3-R1,requirement,S3-R1:** A work order whose status is Estimate is placed in the **Estimates** tab.,COVERED-DIRECT,WIP-PLACE-01,C30462,,,,
Work In Progress,WIP,3,Tab Placement (Sectioning),S3-R2,requirement,S3-R2:** A work order whose status is Complete is placed in the **Completed** tab.,COVERED-DIRECT,WIP-PLACE-01,C30462,,,,
Work In Progress,WIP,3,Tab Placement (Sectioning),S3-R3,requirement,S3-R3:** A work order whose status is In Progress or Review is placed in the **Approved - partially completed** tab.,COVERED-DIRECT,WIP-PLACE-01,C30462,,,,
Work In Progress,WIP,3,Tab Placement (Sectioning),S3-R4,requirement,"S3-R4:** A work order whose status is Approved is placed in the **Approved - partially completed** tab when any labor time has been clocked or any part has been received against it, and in the **Approved - not started** tab otherwise. _* Context note: ""work has started"" means a technician has clocked time to the job or a part has been received for it. An approved job with neither is treated as not started._",COVERED-DIRECT,WIP-PLACE-03,C30464,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R1,requirement,"S4-R1:** The columns, in left-to-right order, are: WO #, Status, Customer, Asset, VIN, Location, Advisor, Days Open, Last Activity, Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Inv. Hrs, Total.",COVERED-DIRECT,WIP-COL-01; WIP-PERS-02,C30466; C30507,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R2,requirement,"S4-R2:** On first visit, the visible columns are: WO #, Status, Customer, Asset, Advisor, Days Open, Earned, Remaining, and Total.",COVERED-DIRECT,WIP-COL-02,C30467,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R3,requirement,"S4-R3:** Every other column (VIN, Last Activity, Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Inv. Hrs) is available in the column selector and off by default (Story 8). The **Location** column is not offered in the column selector; its visibility is automatic — shown only when more than one location is in scope (Story 7).",COVERED-DIRECT,WIP-COL-01; WIP-COL-02; WIP-FLT-09,C30466; C30467; C38916,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R4,requirement,"S4-R4:** WO #, Status, Customer, Asset, VIN, Location, and Advisor are left-aligned; every other column is right-aligned.",COVERED-DIRECT,WIP-COL-01,C30466,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R5,requirement,S4-R5:** WO # is shown as a link that opens the work order in the same browser tab; the user returns via the browser's back navigation.,COVERED-DIRECT,WIP-COL-03,C30468,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R6,requirement,"S4-R6:** Status is shown as a badge using the status's label (""Estimate"", ""Approved"", ""In Progress"", ""Review"", ""Complete""), color-coded per the application's standard status colors; the label text is always present, so color is never the sole signal.",COVERED-DIRECT,WIP-COL-04,C30469,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R7,requirement,"S4-R7:** The **Asset** column is a two-line cell: the unit number on the first line in bold, and the vehicle identification number on the second line in a smaller, muted style.",COVERED-DIRECT,WIP-COL-05,C30470,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R8,requirement,"S4-R8:** When a work order has no unit number, the Asset cell's first line shows ""(no unit #)""; when it has no vehicle identification number, the second line shows ""— no VIN —"".",COVERED-DIRECT,WIP-COL-05,C30470,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R9,requirement,S4-R9:** The Asset column sorts by unit number.,COVERED-DIRECT,WIP-SORT-03,C30485,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R10,requirement,"S4-R10:** The **VIN** column (off by default) shows the vehicle identification number on its own line as a separate, sortable column.",COVERED-DIRECT,WIP-COL-05,C30470,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R11,requirement,S4-R11:** Customer shows the customer's company name; it is blank when no customer name exists.,COVERED-DIRECT,WIP-COL-06,C30471,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R12,requirement,"S4-R12:** Days Open shows the whole number of days since the work order was created — elapsed time divided by 24 hours, floored, never negative — rendered as ""X days"". The value is not grammatically pluralized: a same-day work order shows ""0 days"" and a one-day-old work order shows ""1 days"".",COVERED-DIRECT,WIP-COL-07,C30472,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R13,requirement,"S4-R13:** Last Activity shows how recently the work order was last touched: ""Today"" when the most recent activity was today, otherwise ""Xd ago""; it shows ""—"" when the work order has no recorded activity.",COVERED-DIRECT,WIP-COL-08,C30473,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R14,requirement,"S4-R14:** Money columns (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) show US-dollar currency with a leading ""$"", two decimal places, and thousands separators; a negative value shows a leading minus before the ""$"" (for example ""$1,234.56"" and ""-$1,234.56""); a genuine zero shows ""$0.00"".",COVERED-DIRECT,WIP-CALC-01,C30474,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R15,requirement,"S4-R15:** **Labor Earned** is the value of approved labor already performed: for each approved line, the share of its quoted labor value covered by the time clocked to it (never more than the full quoted value), summed across the work order's approved lines.",COVERED-DIRECT,WIP-CALC-02; WIP-CALC-07; WIP-CALC-10,C30475; C30480; C38890,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R16,requirement,S4-R16:** **Labor Remaining** is the approved labor value not yet earned: the total quoted value of the approved labor minus Labor Earned.,COVERED-DIRECT,WIP-CALC-03,C30476,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R17,requirement,S4-R17:** **Parts Earned** is the sell value of approved-line parts already received.,COVERED-DIRECT,WIP-CALC-04,C30477,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R18,requirement,S4-R18:** **Parts Remaining** is the sell value of approved-line parts ordered but not yet received (the outstanding quantity valued at its sell price including any core charge).,COVERED-DIRECT,WIP-CALC-05,C30478,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R19,requirement,S4-R19:** **Earned** is Labor Earned plus Parts Earned.,COVERED-DIRECT,WIP-CALC-06,C30479,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R20,requirement,S4-R20:** **Remaining** is Labor Remaining plus Parts Remaining.,COVERED-DIRECT,WIP-CALC-06,C30479,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R21,requirement,"S4-R21:** **Total** is Earned plus Remaining. It is NOT the work order's stored grand total, and it is NOT the sum of any other displayed subtotal beyond Earned + Remaining.",COVERED-DIRECT,WIP-CALC-06,C30479,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R22,requirement,"S4-R22:** The **Total** column is pinned to the far right of the row, shown in bold, and stays fixed to the right edge while the user scrolls the row sideways.",COVERED-DIRECT,WIP-VIS-03,C30521,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R23,requirement,"S4-R23:** **Inv. Hrs** shows the quoted labor hours minus the worked (clocked) labor hours across the approved lines, as a signed number with one decimal place (""+2.0"", ""-14.0"", ""0.0""). A zero value shows unsigned as ""0.0"" (never ""+0.0"" or blank).",COVERED-DIRECT,WIP-CALC-08,C30481,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R24,requirement,"S4-R24:** On screen, Inv. Hrs is colored: green when positive, red when negative, and the default text color at exactly 0.0.",COVERED-DIRECT,WIP-CALC-08,C30481,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R25,requirement,"S4-R25:** The initial sort is Days Open, longest-open first (descending).",COVERED-DIRECT,WIP-SORT-01,C30483,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R26,requirement,"S4-R26:** The user can re-sort by selecting any column header. The first click on a header sorts ascending; clicking the same header again toggles to descending; there is no third ""cleared"" state, and only one column sorts at a time.",COVERED-DIRECT,WIP-SORT-02,C30484,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R27,requirement,"S4-R27:** Money and numeric columns sort by their underlying value; Days Open by its day count; Status by its displayed label; WO #, Customer, Asset, VIN, Location, and Advisor as text.",COVERED-DIRECT,WIP-SORT-03,C30485,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-R28,requirement,S4-R28:** Sorting reorders the rows within the active tab only; the Totals row stays at the bottom. **Edge Cases:**,COVERED-DIRECT,WIP-SORT-04,C30486,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-E1,edge,"S4-E1:** In the Estimates tab, an open estimate with no approved work shows ""$0.00"" for every money column, including Total.",COVERED-DIRECT,WIP-API-06; WIP-CALC-09,C30533; C30482,,,,
Work In Progress,WIP,4,Columns and Calculations,S4-E2,edge,"S4-E2:** A row where the job has overrun its labor estimate shows a negative Inv. Hrs (for example ""-14.0"") in red; a job under its estimate shows a positive value in green. _* Context note: the WO # link opens in the same browser tab and the user returns via the browser's back navigation — the suite convention shared with Sales By Customer and Sales By Rep. (This report previously opened the work order in a new tab.)_ _* Context note: ""Days Open"" on screen is computed live and advances as time passes; in a downloaded file it is frozen at the moment the file was generated (Story 9), so a file ",COVERED-DIRECT,WIP-CALC-08,C30481,,,,
Work In Progress,WIP,5,Summary Strip,S5-R1,requirement,"S5-R1:** The summary strip shows seven figures, in this order: **Total Earned** , **Total Remaining** , **Not Started** , **Started — Earned**, **Started — Remaining**, **Ready to Invoice** , and **Estimates**.",COVERED-DIRECT,WIP-SUM-01,C30487,,,,
Work In Progress,WIP,5,Summary Strip,S5-R2,requirement,"S5-R2:** **Total Earned** is the report's hero figure, shown larger and with a colored underline. It equals Started — Earned plus Ready to Invoice.",COVERED-DIRECT,WIP-SUM-02,C30488,,,,
Work In Progress,WIP,5,Summary Strip,S5-R3,requirement,S5-R3:** **Total Remaining** equals Not Started plus Started — Remaining.,COVERED-DIRECT,WIP-SUM-03,C30489,,,,
Work In Progress,WIP,5,Summary Strip,S5-R4,requirement,"S5-R4:** **Not Started** is the total approved value (earned + remaining) of the jobs in the ""Approved - not started"" tab.",COVERED-DIRECT,WIP-SUM-04,C30490,,,,
Work In Progress,WIP,5,Summary Strip,S5-R5,requirement,"S5-R5:** **Started — Earned** is the total Earned of the jobs in the ""Approved - partially completed"" tab.",COVERED-DIRECT,WIP-SUM-04,C30490,,,,
Work In Progress,WIP,5,Summary Strip,S5-R6,requirement,"S5-R6:** **Started — Remaining** is the total Remaining of the jobs in the ""Approved - partially completed"" tab.",COVERED-DIRECT,WIP-SUM-04,C30490,,,,
Work In Progress,WIP,5,Summary Strip,S5-R7,requirement,"S5-R7:** **Ready to Invoice** is the total Earned of the jobs in the ""Completed"" tab.",COVERED-DIRECT,WIP-SUM-04,C30490,,,,
Work In Progress,WIP,5,Summary Strip,S5-R8,requirement,"S5-R8:** **Estimates** is the total quoted value of the jobs in the ""Estimates"" tab, and is shown in a muted style.",COVERED-DIRECT,WIP-SUM-05,C30491,,,,
Work In Progress,WIP,5,Summary Strip,S5-R9,requirement,S5-R9:** The Estimates figure is excluded from Total Earned and from Total Remaining.,COVERED-DIRECT,WIP-SUM-05,C30491,,,,
Work In Progress,WIP,5,Summary Strip,S5-R10,requirement,"S5-R10:** Every figure shows US-dollar currency with a leading ""$"", two decimals, and thousands separators.",COVERED-DIRECT,WIP-SUM-01,C30487,,,,
Work In Progress,WIP,5,Summary Strip,S5-R11,requirement,"S5-R11:** When the user changes the advisor, customer, or asset filter, every summary figure recomputes immediately from the visible jobs, with no reload.",COVERED-DIRECT,WIP-FLT-08,C30505,,,,
Work In Progress,WIP,5,Summary Strip,S5-R12,requirement,"S5-R12:** Each figure shows a small information icon; hovering, focusing, or tapping it reveals its explanation, in plain language, verbatim as follows: * Total Earned — ""Work you have already done but have not billed yet — the money waiting to be collected."" * Total Remaining — ""Approved work you still have to do — the money that comes in once it is finished."" * Not Started — ""Approved jobs nobody has started yet. The full amount is still ahead."" * Started — Earned — ""Jobs in progress: the work already done but not billed yet."" * Started — Remaining — ""Jobs in progress: the work still left to",COVERED-DIRECT,WIP-SUM-07; WIP-VIS-06,C30493; C30524,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R1,requirement,"S6-R1:** Each tab's table has a Totals row pinned to the bottom, labeled ""Totals"" in its leftmost cell.",COVERED-DIRECT,WIP-TOT-01,C30494,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R2,requirement,"S6-R2:** The Totals row sums each visible money column (Labor Earned, Labor Remaining, Parts Earned, Parts Remaining, Earned, Remaining, Total) across the tab's visible jobs.",COVERED-DIRECT,WIP-TOT-02,C30495,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R3,requirement,"S6-R3:** When the Inv. Hrs column is shown, the Totals row shows the sum of the visible jobs' Inv. Hrs, in the same signed one-decimal format and the same green/red/default coloring as a row.",COVERED-DIRECT,WIP-TOT-02,C30495,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R4,requirement,"S6-R4:** The Totals row's Total cell is pinned far right and shown in bold, matching the column.",COVERED-DIRECT,WIP-TOT-01,C30494,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R5,requirement,S6-R5:** The Totals row uses the same number formats as the data rows.,COVERED-DIRECT,WIP-TOT-01,C30494,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-R6,requirement,"S6-R6:** The Totals row recomputes whenever the advisor, customer, or asset filter changes (Story 5). **Negative Cases:**",COVERED-DIRECT,WIP-FLT-08,C30505,,,,
Work In Progress,WIP,6,Per-Tab Totals Row,S6-N1,negative,"S6-N1:** If a tab has no visible jobs, it shows no Totals row.",COVERED-TEXT,WIP-SCOPE-05; WIP-FLT-08,C30460; C30505,,,COVERED-TEXT,WIP-SCOPE-05 (C30460) expected 4 and WIP-FLT-08 (C30505) expected 3 both assert no Totals row when a tab has no visible jobs. The retired WIP-TOT-04 was cut 2026-07-28 as a duplicate of exactly these.
Work In Progress,WIP,7,Filters,S7-R1,requirement,"S7-R1:** The toolbar has an **Advisor** filter, a multi-select listing the advisors present in the loaded jobs. Selecting one or more advisors narrows the visible jobs to those advisors, on screen only (no reload).",COVERED-DIRECT,WIP-FLT-01,C30498,,,,
Work In Progress,WIP,7,Filters,S7-R2,requirement,"S7-R2:** The toolbar has a **Customer** filter, a searchable type-ahead multi-select listing the customers present in the loaded jobs. The user types to narrow the list and selects one or more customers; narrowing is on screen only (no reload).",COVERED-DIRECT,WIP-FLT-02,C30499,,,,
Work In Progress,WIP,7,Filters,S7-R3,requirement,"S7-R3:** When no customer is selected, the Customer filter reads ""All customers"" and every job is shown; the filter offers a single ""Clear"" action that returns it to ""All customers"", shown only once at least one customer is selected.",COVERED-DIRECT,WIP-FLT-02,C30499,,,,
Work In Progress,WIP,7,Filters,S7-R4,requirement,"S7-R4:** The toolbar has an **Asset** filter, a searchable type-ahead multi-select listing the assets present in the loaded jobs. Each option shows the unit number and the vehicle identification number, and the user's typed text matches against EITHER the unit number OR the vehicle identification number. Selecting one or more assets narrows the visible jobs on screen only (no reload).",COVERED-DIRECT,WIP-FLT-03,C30500,,,,
Work In Progress,WIP,7,Filters,S7-R5,requirement,"S7-R5:** When no asset is selected, the Asset filter reads ""All assets"" and every job is shown; the filter offers a single ""Clear"" action that returns it to ""All assets"", shown only once at least one asset is selected.",COVERED-DIRECT,WIP-FLT-03,C30500,,,,
Work In Progress,WIP,7,Filters,S7-R6,requirement,"S7-R6:** The toolbar has a **date-range** control offering the standard presets — ""Today"", ""Yesterday"", ""This Week"", ""Last Week"", ""This Month"", ""Last Month"", ""This Year"", ""Last Year"", ""This Quarter"", ""Last Quarter"", and ""Custom"". It defaults to **"" This Week""**. ""All Time"" is not offered.",COVERED-DIRECT,WIP-FLT-04,C30501,,,,
Work In Progress,WIP,7,Filters,S7-R7,requirement,S7-R7:** Each preset (or Custom) filters the report to work orders whose **created date** falls within the selected range; changing the range reloads the report.,COVERED-DIRECT,WIP-FLT-05,C30502,,,,
Work In Progress,WIP,7,Filters,S7-R8,requirement,S7-R8:** A Custom range is capped at a 366-day maximum span (start to end).,COVERED-DIRECT,WIP-FLT-05,C30502,,,,
Work In Progress,WIP,7,Filters,S7-R9,requirement,"S7-R9:** The toolbar has a **Location** filter (rightmost), a multi-select listing the locations the signed-in user can access, with an ""All locations"" / ""Clear all"" toggle. On a first visit it defaults to the user's currently active location.",COVERED-DIRECT,WIP-FLT-06,C30503,,,,
Work In Progress,WIP,7,Filters,S7-R10,requirement,"S7-R10:** Selecting one, several, or all locations reloads the report scoped to that set.",COVERED-DIRECT,WIP-FLT-06,C30503,,,,
Work In Progress,WIP,7,Filters,S7-R11,requirement,"S7-R11:** The location scope is always constrained to the locations the user can access; a location the user cannot access is never included, and if the selection resolves to none, the report falls back to the user's currently active location.",COVERED-DIRECT,WIP-FLT-07,C30504,,,,
Work In Progress,WIP,7,Filters,S7-R12,requirement,"S7-R12:** The advisor, customer, and asset filters combine: a job must pass all three to remain visible, and each also feeds the summary strip and each tab's Totals row (Story 5, Story 6).",COVERED-DIRECT,WIP-FLT-08,C30505,,,,
Work In Progress,WIP,7,Filters,S7-R13,requirement,"S7-R13:** The per-row **Location** column is shown automatically whenever the current scope spans more than one location, and is hidden whenever a single location is in scope; the user does not toggle it in the column selector.",COVERED-DIRECT,WIP-FLT-09,C38916,,,,
