internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,tier
SBR-UNAS-01,C30261,https://shopview.testrail.io/index.php?/cases/view/30261,SBR,SBR — Show Unassigned,"Show Unassigned sits between the column selector and the date picker, is off by default, and while off unassigned invoices contribute nothing",KEEP,Unassigned-row contract — off-by-default toggle the PO called out on the video.,,,T1
SBR-UNAS-02,C30262,https://shopview.testrail.io/index.php?/cases/view/30262,SBR,SBR — Show Unassigned,Turning Show Unassigned on adds a single Unassigned row pinned to the top and recomputes the grand Totals,KEEP,Unassigned-row contract — off-by-default toggle the PO called out on the video.,,,T1
SBR-UNAS-03,C30263,https://shopview.testrail.io/index.php?/cases/view/30263,SBR,SBR — Show Unassigned,"The Unassigned row behaves like a rep row — count, expandable, in the Totals — and never carries an (Inactive) tag",MERGE,"""Behaves like a rep row"" lines belong on the row case UNAS-02 creates.",G-SBR-UNASROW,SBR-UNAS-02,T2
SBR-UNAS-04,C30264,https://shopview.testrail.io/index.php?/cases/view/30264,SBR,SBR — Show Unassigned,"No empty Unassigned row is ever rendered, and toggling off while expanded removes the row which returns collapsed",KEEP,Unassigned-row contract — off-by-default toggle the PO called out on the video.,,,T1
SBR-COL-01,C30265,https://shopview.testrail.io/index.php?/cases/view/30265,SBR,SBR — Column Selector,"Column selector opens a dropdown of the seven metric columns with toggle switches, all visible on first visit",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
SBR-COL-02,C30266,https://shopview.testrail.io/index.php?/cases/view/30266,SBR,SBR — Column Selector,The five always-visible columns do not appear in the dropdown and cannot be hidden,MERGE,Selector-contents negative (5 always-on not offered); one line in COL-01.,G-SBR-COLSEL,SBR-COL-01,T2
SBR-COL-03,C30267,https://shopview.testrail.io/index.php?/cases/view/30267,SBR,SBR — Column Selector,"Toggling a column applies immediately across summary rows, detail rows and the grand Totals at once",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
SBR-COL-04,C30268,https://shopview.testrail.io/index.php?/cases/view/30268,SBR,SBR — Column Selector,Column visibility never affects the exports — all four downloads always include all metric columns,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
SBR-COL-05,C30269,https://shopview.testrail.io/index.php?/cases/view/30269,SBR,SBR — Column Selector,Hiding the active sort column keeps the sort; showing it again reveals the sort indicator,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
SBR-COL-06,C30270,https://shopview.testrail.io/index.php?/cases/view/30270,SBR,SBR — Column Selector,With all seven metric columns hidden the five always-on columns and the grand Totals still render — not an empty state,MERGE,All-hidden edge of the same selector; one step in COL-01.,G-SBR-COLSEL,SBR-COL-01,T2
SBR-PERS-01,C30271,https://shopview.testrail.io/index.php?/cases/view/30271,SBR,SBR — Persistence,All filter and view settings are remembered per browser and restored before the first data fetch on the next visit,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBR-PERS-02,C30272,https://shopview.testrail.io/index.php?/cases/view/30272,SBR,SBR — Persistence,Expansion state and scroll position are not remembered and reset on reload,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBR-PERS-03,C30273,https://shopview.testrail.io/index.php?/cases/view/30273,SBR,SBR — Persistence,Restoration is defensive: a stale saved value falls back to its default and never causes an error or invalid request,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBR-PERS-04,C30274,https://shopview.testrail.io/index.php?/cases/view/30274,SBR,SBR — Persistence,First visit or cleared browser storage yields the full set of defaults with no server-side profile,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBR-PERS-05,C30275,https://shopview.testrail.io/index.php?/cases/view/30275,SBR,SBR — Persistence,"The A to Z default is its own saved value: restoring a state with no financial sort returns to A to Z, not an arbitrary column",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBR-EXP-01,C30276,https://shopview.testrail.io/index.php?/cases/view/30276,SBR,SBR — Exports,The ⋯ overflow menu lists exactly four download actions,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-02,C30277,https://shopview.testrail.io/index.php?/cases/view/30277,SBR,SBR — Exports,All four downloads respect the active filters and the full result set — not the on-screen expansion — in the currently-active order,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-03,C30278,https://shopview.testrail.io/index.php?/cases/view/30278,SBR,SBR — Exports,"Summary PDF: A4 header strip, one rolled-up row per rep, bold Subtotal, colored Inv. Hrs, and a recomputed grand totals row",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-04,C30279,https://shopview.testrail.io/index.php?/cases/view/30279,SBR,SBR — Exports,"Expanded View PDF: one page-block per rep with its own header strip, per-invoice table, per-rep totals row, and no grand totals",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-05,C30280,https://shopview.testrail.io/index.php?/cases/view/30280,SBR,SBR — Exports,Expanded View PDF truncates invoice numbers longer than 18 characters; on screen they are never truncated,WEAK-KEEP,18-char PDF truncation detail; testable but low value.,,,T2
SBR-EXP-06,C30281,https://shopview.testrail.io/index.php?/cases/view/30281,SBR,SBR — Exports,"PDF footer on every page, default-logo fallback, and deterministic PDF filenames",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
SBR-EXP-07,C30282,https://shopview.testrail.io/index.php?/cases/view/30282,SBR,SBR — Exports,"PDFs render negative dollars in accounting parentheses, keep the (Inactive) tag, and omit the on-screen (N) count",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-08,C30283,https://shopview.testrail.io/index.php?/cases/view/30283,SBR,SBR — Exports,"PDF body font size adapts to the longest positive dollar value on the four-tier scale, with fixed column widths",WEAK-KEEP,PDF body font px by longest-dollar-string tier table; barely verifiable manually (kept only as the base rule; the edge rules case is CUT).,,,T2
SBR-EXP-09,C30284,https://shopview.testrail.io/index.php?/cases/view/30284,SBR,SBR — Exports,Font tier edge rules: a longer negative shifts one tier smaller (clamped at 8px); a document with no positive dollar value stays at 11px,CUT,"PDF font-tier EDGE rules (negative-string shifts one px tier, no-positive stays 11px). Pure spec minutiae a manual tester cannot verify (measuring px font sizes in a PDF); belongs in a dev unit test, not a manual case. (Base-tier case EXP-08 kept as WEAK.)",,,-
SBR-EXP-10,C30285,https://shopview.testrail.io/index.php?/cases/view/30285,SBR,SBR — Exports,"Summary CSV: filename, UTF-8 BOM, verbatim headers in order, one row per rep, and the # Invoices / # Customers counts",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-11,C30286,https://shopview.testrail.io/index.php?/cases/view/30286,SBR,SBR — Exports,"Expanded CSV: filename, verbatim headers including the three hours columns, one row per invoice flattened across reps",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-12,C30287,https://shopview.testrail.io/index.php?/cases/view/30287,SBR,SBR — Exports,"CSV cell formatting: plain re-pivotable numbers, signed Inv. Hrs, Margin % empty when undefined, (Inactive) in the name, no (N)",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-13,C30288,https://shopview.testrail.io/index.php?/cases/view/30288,SBR,SBR — Exports,"The Unassigned row appears in all four downloads when Show Unassigned is on, and in none of them when it is off",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-14,C30289,https://shopview.testrail.io/index.php?/cases/view/30289,SBR,SBR — Exports,"A failed download shows the canonical error toast, and a generating download shows a non-interactive loading state",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
SBR-EXP-15,C30290,https://shopview.testrail.io/index.php?/cases/view/30290,SBR,SBR — Exports,"An Expanded View PDF over the 10,000-row cap is refused with the specific too-large message — no truncated file",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-EXP-16,C30291,https://shopview.testrail.io/index.php?/cases/view/30291,SBR,SBR — Exports,"An empty-data export still generates: zeroed Summary PDF totals, header-strip-only Expanded PDF, header-row-only CSVs",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBR-ASGN-01,C30292,https://shopview.testrail.io/index.php?/cases/view/30292,SBR,SBR — Sales Rep Assignments Export,"The Export Report dialog's Report Name dropdown includes ""Sales Rep Assignments"" at the bottom, hiding the date picker and showing the snapshot note",KEEP,"Sales Rep Assignments export contract — a distinct deliverable with its own dialog, sort and legacy rules.",,,T1
SBR-ASGN-02,C30293,https://shopview.testrail.io/index.php?/cases/view/30293,SBR,SBR — Sales Rep Assignments Export,Exporting Sales Rep Assignments downloads sales-rep-assignments.csv with the verbatim headers and shows the success toast,KEEP,"Sales Rep Assignments export contract — a distinct deliverable with its own dialog, sort and legacy rules.",,,T1
SBR-ASGN-03,C30294,https://shopview.testrail.io/index.php?/cases/view/30294,SBR,SBR — Sales Rep Assignments Export,"The Assignments CSV holds one row per customer with an assigned rep, sorted customer A→Z then rep A→Z; unassigned customers are excluded",KEEP,"Sales Rep Assignments export contract — a distinct deliverable with its own dialog, sort and legacy rules.",,,T1
SBR-ASGN-04,C30295,https://shopview.testrail.io/index.php?/cases/view/30295,SBR,SBR — Sales Rep Assignments Export,"""Rep is active?"" tracks the staff-active status (Yes/No), not the sales-rep toggle",KEEP,"Sales Rep Assignments export contract — a distinct deliverable with its own dialog, sort and legacy rules.",,,T1
SBR-ASGN-05,C30296,https://shopview.testrail.io/index.php?/cases/view/30296,SBR,SBR — Sales Rep Assignments Export,"Legacy robustness: a customer whose rep's staff record was deleted still exports one row from the customer-side stored name, marked No",KEEP,"Sales Rep Assignments export contract — a distinct deliverable with its own dialog, sort and legacy rules.",,,T1
SBR-ASGN-06,C30297,https://shopview.testrail.io/index.php?/cases/view/30297,SBR,SBR — Sales Rep Assignments Export,Assignments export failure and nothing-to-export paths use the Export dialog's own messages,KEEP,"Sales Rep Assignments export contract — a distinct deliverable with its own dialog, sort and legacy rules.",,,T1
SBR-STATE-01,C30298,https://shopview.testrail.io/index.php?/cases/view/30298,SBR,"SBR — Loading, Empty & Error States","The empty state shows ""No sales activity matches the current filters."" with no grand Totals — including when no rep was ever credited",KEEP,Loading/empty/error state contract with exact recovery behavior.,,,T1
SBR-STATE-02,C30299,https://shopview.testrail.io/index.php?/cases/view/30299,SBR,"SBR — Loading, Empty & Error States",The toolbar stays visible and interactive in the empty state,MERGE,Toolbar-interactive-in-empty-state is one expected line of STATE-01.,G-SBR-EMPTYBAR,SBR-STATE-01,T2
SBR-STATE-03,C30300,https://shopview.testrail.io/index.php?/cases/view/30300,SBR,"SBR — Loading, Empty & Error States","Loading shows a centered spinner over the data area, hides the Totals, keeps the toolbar interactive, and never flashes a blank table",KEEP,Loading/empty/error state contract with exact recovery behavior.,,,T2
SBR-STATE-04,C30301,https://shopview.testrail.io/index.php?/cases/view/30301,SBR,"SBR — Loading, Empty & Error States","A load failure shows the inline ""Couldn't load the report. Please try again."" message with a working Retry, keeping the filters",KEEP,Loading/empty/error state contract with exact recovery behavior.,,,T1
SBR-MOB-01,C30302,https://shopview.testrail.io/index.php?/cases/view/30302,SBR,SBR — Mobile,On a phone every toolbar control works on touch; below 1024px the controls stack vertically with the ⋯ button wrapped above,KEEP,Responsive/touch behavior at the spec-defined 1024px breakpoint.,,,T2
SBR-MOB-02,C30303,https://shopview.testrail.io/index.php?/cases/view/30303,SBR,SBR — Mobile,"On a phone the table scrolls sideways with Subtotal pinned, the totals bar sits outside the scroll area, and the chevrons work on touch",KEEP,Responsive/touch behavior at the spec-defined 1024px breakpoint.,,,T2
SBR-MOB-03,C30304,https://shopview.testrail.io/index.php?/cases/view/30304,SBR,SBR — Mobile,Touch targets are at least 44×44 px and touch users get no hover-only tooltips — the icons carry accessible names instead,WEAK-KEEP,44x44px touch targets need measurement tooling; keep as a one-time design check.,,,T2
SBR-VIS-01,C30305,https://shopview.testrail.io/index.php?/cases/view/30305,SBR,SBR — Visual Conformance & Accessibility,"Layout conformance: white toolbar with the specified padding and alignment, blue-grey page, separator line, edge-to-edge white table",WEAK-KEEP,Px/hex toolbar/table theme parroting; verify once.,,,T2
SBR-VIS-02,C30306,https://shopview.testrail.io/index.php?/cases/view/30306,SBR,SBR — Visual Conformance & Accessibility,"Dark mode: page, toolbar, table, and Totals switch to dark equivalents; badges and Inv. Hrs stay legible; PDFs stay light",WEAK-KEEP,Dark-mode equivalents; verify once.,,,T2
SBR-VIS-03,C30307,https://shopview.testrail.io/index.php?/cases/view/30307,SBR,SBR — Visual Conformance & Accessibility,Every icon-only control carries its specified accessible name,KEEP,Accessibility/visual conformance requirement from the spec.,,,T2
SBR-VIS-04,C30308,https://shopview.testrail.io/index.php?/cases/view/30308,SBR,SBR — Visual Conformance & Accessibility,Chevrons and sortable headers are keyboard-operable and expose their expanded/sort state to assistive technology,KEEP,Accessibility/visual conformance requirement from the spec.,,,T2
SBR-VIS-05,C30309,https://shopview.testrail.io/index.php?/cases/view/30309,SBR,SBR — Visual Conformance & Accessibility,"The subdued grey of the (N) count and (Inactive) tag meets WCAG AA contrast, and no information is conveyed by color alone",WEAK-KEEP,WCAG AA contrast ratio requires tooling; one-time a11y check.,,,T2
SBR-WO-01,C30310,https://shopview.testrail.io/index.php?/cases/view/30310,SBR,SBR — Work Order Sales Rep,"The Sales Rep selector shows in the left panel on standard Work Orders and Part Sale WOs, and is hidden on imported WOs and in History mode",KEEP,"Sales-rep entry-point on Work Orders — the PO said the report ""goes a lot deeper"", these entry points are how data gets in.",,,T1
SBR-WO-02,C30311,https://shopview.testrail.io/index.php?/cases/view/30311,SBR,SBR — Work Order Sales Rep,"The Sales Rep selector offers only reps whose sales-rep toggle is currently on, and carries the accessible name ""Sales Rep""",KEEP,"Sales-rep entry-point on Work Orders — the PO said the report ""goes a lot deeper"", these entry points are how data gets in.",,,T1
SBR-WO-03,C30312,https://shopview.testrail.io/index.php?/cases/view/30312,SBR,SBR — Work Order Sales Rep,"A new Work Order or Part Sale WO opens with Sales Rep unassigned, and a change saves immediately with no Save step",KEEP,"Sales-rep entry-point on Work Orders — the PO said the report ""goes a lot deeper"", these entry points are how data gets in.",,,T1
SBR-WO-04,C30313,https://shopview.testrail.io/index.php?/cases/view/30313,SBR,SBR — Work Order Sales Rep,The Sales Rep selector is read-only when the Work Order status is Invoiced or Paid,KEEP,"Sales-rep entry-point on Work Orders — the PO said the report ""goes a lot deeper"", these entry points are how data gets in.",,,T1
SBR-WO-05,C30314,https://shopview.testrail.io/index.php?/cases/view/30314,SBR,SBR — Work Order Sales Rep,"Invoice crediting snapshot: WO rep, else the customer's rep, else unassigned — and a later WO change never rewrites past invoices",KEEP,Invoice crediting snapshot precedence (WO rep > customer rep > unassigned; never retroactive) — the core crediting contract.,,,T1
SBR-WO-06,C30315,https://shopview.testrail.io/index.php?/cases/view/30315,SBR,SBR — Work Order Sales Rep,"The customer record shows a single Sales Rep row (""Unassigned"" when none), and a toggled-off bound rep shows ""(Inactive)"" in the WO selector",KEEP,"Sales-rep entry-point on Work Orders — the PO said the report ""goes a lot deeper"", these entry points are how data gets in.",,,T1
SBR-DEACT-09,C30260,https://shopview.testrail.io/index.php?/cases/view/30260,SBR,SBR — Staff Deactivation,"If the assignment pre-check fails, the warning dialog still opens — without the count headline — and never silently deactivates",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
SBR-API-01,C30316,https://shopview.testrail.io/index.php?/cases/view/30316,SBR,SBR — API,"A rep's invoice detail rows are fetched from the server only on the first expand, and are paginated per rep",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBR-API-02,C30317,https://shopview.testrail.io/index.php?/cases/view/30317,SBR,SBR — API,Sorting is performed server-side: a header click re-fetches the rep summary rows in the requested order,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBR-API-03,C30318,https://shopview.testrail.io/index.php?/cases/view/30318,SBR,SBR — API,The grand totals are server-computed over the full filtered result set and delivered with the summary payload,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBR-API-04,C30319,https://shopview.testrail.io/index.php?/cases/view/30319,SBR,SBR — API,"All four exports are generated server-side against the active filters and sort — a genuine failure yields a toast, never a malformed file",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBR-API-05,C30320,https://shopview.testrail.io/index.php?/cases/view/30320,SBR,SBR — API,"The Expanded View PDF's 10,000-row cap is enforced server-side BEFORE generation — a refusal, not a truncated file",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBR-API-06,C30321,https://shopview.testrail.io/index.php?/cases/view/30321,SBR,SBR — API,Toggling a sales rep's active status off first runs a server pre-check returning the assigned-customer count and an assignments flag,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
TU-NAV-01,C30392,https://shopview.testrail.io/index.php?/cases/view/30392,TU,TU — Access & Display,Technician Utilization appears in the reports navigation under the Performance group,KEEP,Navigation/entry contract — additive placement was an explicit PO instruction on the video.,,,T2
TU-NAV-02,C30393,https://shopview.testrail.io/index.php?/cases/view/30393,TU,TU — Access & Display,The report shows one row for each technician who clocked time in the range at the selected locations,KEEP,Contributor rule: exactly one row per technician who clocked time in scope.,,,T1
TU-NAV-03,C30394,https://shopview.testrail.io/index.php?/cases/view/30394,TU,TU — Access & Display,First visit defaults to the This Month preset and the user's active location,KEEP,"First-visit defaults (This Month, active location).",,,T1
TU-NAV-04,C30395,https://shopview.testrail.io/index.php?/cases/view/30395,TU,TU — Access & Display,"Changing the date range reloads the rows, and a Custom range is capped at 366 days",KEEP,Date-range reload + 366-day Custom cap.,,,T1
TU-NAV-05,C30396,https://shopview.testrail.io/index.php?/cases/view/30396,TU,TU — Access & Display,"The standard loading indicator shows on load and reload, rows swap only when data returns, and the toolbar stays interactive",WEAK-KEEP,"Loading indicator/toolbar-interactive; framework behavior, verify once.",,,T2
TU-NAV-06,C30397,https://shopview.testrail.io/index.php?/cases/view/30397,TU,TU — Access & Display,"All clock records are day-grouped and windowed in one report-level time zone, with partial and cross-midnight records split correctly",KEEP,Timezone/day-grouping contract incl. cross-midnight record splitting — real calculation behavior.,,,T1
TU-NAV-07,C30398,https://shopview.testrail.io/index.php?/cases/view/30398,TU,TU — Access & Display,A user without the timesheet-reports permission does not see the report in the navigation,KEEP,Negative permission gate on navigation (timesheet-reports permission).,,,T1
TU-NAV-08,C30399,https://shopview.testrail.io/index.php?/cases/view/30399,TU,TU — Access & Display,The standard no-data message shows when no technician clocked time in scope,KEEP,Navigation/entry contract — additive placement was an explicit PO instruction on the video.,,,T2
TU-HRS-01,C30400,https://shopview.testrail.io/index.php?/cases/view/30400,TU,TU — Hours & Utilization,Column headers appear in the fixed order ending with Est. Lost Labor,MERGE,A header-order assertion; expected line 1 of the hours-columns case.,G-TU-COLS,TU-HRS-02,T2
TU-HRS-02,C30401,https://shopview.testrail.io/index.php?/cases/view/30401,TU,TU — Hours & Utilization,"Total, WO, and Internal Hours show the range's clocked hours in two decimals with no thousands separator",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-HRS-03,C30402,https://shopview.testrail.io/index.php?/cases/view/30402,TU,TU — Hours & Utilization,"Utilization % is WO hours over total hours computed from unrounded values, shown to one decimal with round-half-up",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-HRS-04,C30403,https://shopview.testrail.io/index.php?/cases/view/30403,TU,TU — Hours & Utilization,"A technician with only internal hours shows 0.0% utilization, and utilization never exceeds 100%",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-ELL-01,C30404,https://shopview.testrail.io/index.php?/cases/view/30404,TU,TU — Est. Lost Labor,"Est. Lost Labor values internal hours at each location's default labor rate, summed at full precision and rounded once",KEEP,"Est. Lost Labor = per-location default labor rate x internal hours — the new calculator Chris called a ""highly sought-after Fabian ask"".",,,T1
TU-ELL-02,C30405,https://shopview.testrail.io/index.php?/cases/view/30405,TU,TU — Est. Lost Labor,"Est. Lost Labor is pinned far right and bold, and only its header carries the info icon with the exact tooltip text",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-ELL-03,C30406,https://shopview.testrail.io/index.php?/cases/view/30406,TU,TU — Est. Lost Labor,"Zero internal hours - or a configured $0.00 rate - shows $0.00, never an em-dash",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-ELL-04,C30407,https://shopview.testrail.io/index.php?/cases/view/30407,TU,TU — Est. Lost Labor,Internal hours with no default labor rate at any contributing location show an em-dash with the correct assistive-technology label,KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-ELL-05,C30408,https://shopview.testrail.io/index.php?/cases/view/30408,TU,TU — Est. Lost Labor,"Internal hours split across rated and unrated locations show a partial dollar value with no indicator - expected, not a defect",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-SORT-01,C30409,https://shopview.testrail.io/index.php?/cases/view/30409,TU,TU — Sorting,On load the rows are sorted by Technician A to Z with the ascending indicator and correct aria-sort exposure,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
TU-SORT-02,C30410,https://shopview.testrail.io/index.php?/cases/view/30410,TU,TU — Sorting,"All six columns sort on screen: ascending first, toggling with no third state, and Technician's first click goes descending",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
TU-SORT-03,C30411,https://shopview.testrail.io/index.php?/cases/view/30411,TU,TU — Sorting,"A data reload resets the sort to Technician A to Z, and sort is never persisted across visits",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
TU-SORT-04,C30412,https://shopview.testrail.io/index.php?/cases/view/30412,TU,TU — Sorting,Sorting reorders only the technician rows - the Summary stays at the bottom and day rows stay under their technician in date order,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
TU-SORT-05,C30413,https://shopview.testrail.io/index.php?/cases/view/30413,TU,TU — Sorting,"Sorting by Est. Lost Labor keeps the em-dash rows at the bottom in both directions, while $0.00 sorts as zero",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
TU-SUM-01,C30414,https://shopview.testrail.io/index.php?/cases/view/30414,TU,TU — Summary,"A pinned Summary row labeled Summary sits at the bottom, stays visible on scroll, and uses the row formats with no prefix",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T2
TU-SUM-02,C30415,https://shopview.testrail.io/index.php?/cases/view/30415,TU,TU — Summary,"Summary hours total the visible technicians from unrounded values - eye-summing the rows may differ by a cent, and all-selected equals shop totals",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
TU-SUM-03,C30416,https://shopview.testrail.io/index.php?/cases/view/30416,TU,TU — Summary,"Summary Utilization % is the weighted rate, not the average of the per-technician percentages",KEEP,Weighted utilization (not average of percentages) — a classic real-world calc bug this would catch.,,,T1
TU-SUM-04,C30417,https://shopview.testrail.io/index.php?/cases/view/30417,TU,TU — Summary,"Summary Est. Lost Labor sums the rated contributions only, and shows an em-dash only when every visible technician is an em-dash",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
TU-DAY-01,C30418,https://shopview.testrail.io/index.php?/cases/view/30418,TU,TU — Per-Day Breakdown,Each technician row has an accessible expand/collapse control named for its next action,WEAK-KEEP,Accessible-name wording of the chevron; one-time a11y check.,,,T2
TU-DAY-02,C30419,https://shopview.testrail.io/index.php?/cases/view/30419,TU,TU — Per-Day Breakdown,"Expanding shows one row per clocked day in date order, loaded on demand, with days pooled across selected locations",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-DAY-03,C30420,https://shopview.testrail.io/index.php?/cases/view/30420,TU,TU — Per-Day Breakdown,"Day rows use the same columns and formats as technician rows, including a per-day per-location Est. Lost Labor",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-DAY-04,C30421,https://shopview.testrail.io/index.php?/cases/view/30421,TU,TU — Per-Day Breakdown,A single control in the table header expands or collapses all technician rows with the correct accessible names,KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-DAY-05,C30422,https://shopview.testrail.io/index.php?/cases/view/30422,TU,TU — Per-Day Breakdown,"Expansion state is view-only: it resets on any reload and fresh visit, and the technician filter does not disturb it",KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T1
TU-TECH-01,C30423,https://shopview.testrail.io/index.php?/cases/view/30423,TU,TU — Technician Filter,The Filter by Technician multi-select starts with every technician selected on a first visit,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
TU-TECH-02,C30424,https://shopview.testrail.io/index.php?/cases/view/30424,TU,TU — Technician Filter,Deselecting a technician hides the row and recalculates the Summary on screen without reloading; re-selecting restores it,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
TU-TECH-03,C30425,https://shopview.testrail.io/index.php?/cases/view/30425,TU,TU — Technician Filter,"Select all and Clear all controls work, and the deselected-set model keeps newly-appearing technicians selected",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
TU-TECH-04,C30426,https://shopview.testrail.io/index.php?/cases/view/30426,TU,TU — Technician Filter,Previously deselected technicians stay deselected when the user returns to the report,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
TU-TECH-05,C30427,https://shopview.testrail.io/index.php?/cases/view/30427,TU,TU — Technician Filter,Clearing all technicians shows the no-data message and hides the Summary row,MERGE,NAV-08 explicitly covers the cleared-filter trigger for the same message.,G-TU-EMPTY,TU-NAV-08,T2
TU-LINK-01,C30428,https://shopview.testrail.io/index.php?/cases/view/30428,TU,TU — Deep Links,"Total Hours is a real link with a non-color affordance and keyboard access, while the Summary's Total Hours is not a link",KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
TU-LINK-02,C30429,https://shopview.testrail.io/index.php?/cases/view/30429,TU,TU — Deep Links,"The Total Hours link opens Timesheet Activities in the same tab, pre-filtered to that technician and date range",KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
TU-LINK-03,C30430,https://shopview.testrail.io/index.php?/cases/view/30430,TU,TU — Deep Links,"For the same range and single active location with closed records, Total Hours reconciles to the Timesheet Activities total to the cent",KEEP,Cross-report reconciliation to the cent vs Timesheet Activities — defines when a mismatch IS a defect.,,,T1
