id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
TU-SUM-04,C30417,https://shopview.testrail.io/index.php?/cases/view/30417,TU,SUM,Summary Est. Lost Labor sums rated contributions; em-dash only if all are,PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-DAY-01,C30418,https://shopview.testrail.io/index.php?/cases/view/30418,TU,DAY,Each technician row has an accessible expand/collapse control,NOT REACHED,-,"The per-day breakdown needs a technician row expanded, which needs clocked hours in range.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-DAY-02,C30419,https://shopview.testrail.io/index.php?/cases/view/30419,TU,DAY,"Expanding shows one row per clocked day in date order, loaded on demand",NOT REACHED,-,"The per-day breakdown needs a technician row expanded, which needs clocked hours in range.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-DAY-03,C30420,https://shopview.testrail.io/index.php?/cases/view/30420,TU,DAY,Day rows use the same columns and formats as the technician rows,NOT REACHED,-,"The per-day breakdown needs a technician row expanded, which needs clocked hours in range.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-DAY-04,C30421,https://shopview.testrail.io/index.php?/cases/view/30421,TU,DAY,One control in the table header expands or collapses all technician rows,NOT REACHED,-,"The per-day breakdown needs a technician row expanded, which needs clocked hours in range.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-DAY-05,C30422,https://shopview.testrail.io/index.php?/cases/view/30422,TU,DAY,Expansion state is view-only: it resets on any reload and fresh visit,NOT REACHED,-,"The per-day breakdown needs a technician row expanded, which needs clocked hours in range.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-TECH-01,C30423,https://shopview.testrail.io/index.php?/cases/view/30423,TU,TECH,Filter by Technician starts with every technician selected on a first visit,NOT REACHED,-,Needs technicians with clocked hours in the selected range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-TECH-02,C30424,https://shopview.testrail.io/index.php?/cases/view/30424,TU,TECH,Deselecting a technician hides the row and recalculates the Summary,NOT REACHED,-,Needs technicians with clocked hours in the selected range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-TECH-03,C30425,https://shopview.testrail.io/index.php?/cases/view/30425,TU,TECH,Select all and Clear all controls set every technician on or off,NOT REACHED,-,Needs technicians with clocked hours in the selected range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-TECH-04,C30426,https://shopview.testrail.io/index.php?/cases/view/30426,TU,TECH,Previously deselected technicians stay deselected on the next visit,NOT REACHED,-,Needs technicians with clocked hours in the selected range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LINK-01,C30428,https://shopview.testrail.io/index.php?/cases/view/30428,TU,LINK,Total Hours is a real link with a non-color affordance and keyboard access,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LINK-02,C30429,https://shopview.testrail.io/index.php?/cases/view/30429,TU,LINK,The Total Hours link opens Timesheet Activities in the same tab,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LINK-03,C30430,https://shopview.testrail.io/index.php?/cases/view/30430,TU,LINK,"Same range, single location, closed records: Total Hours matches Timesheet",NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LINK-04,C30431,https://shopview.testrail.io/index.php?/cases/view/30431,TU,LINK,Reconcile exception (a): an open clock is snapshotted at each load instant,NOT REACHED,-,Link targets need clicking through from a data row.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LINK-05,C30432,https://shopview.testrail.io/index.php?/cases/view/30432,TU,LINK,Reconciliation exception (b): the link passes no location,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LINK-06,C30433,https://shopview.testrail.io/index.php?/cases/view/30433,TU,LINK,A day row's Total Hours links to that technician's single-day timesheet,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-EXP-01,C30434,https://shopview.testrail.io/index.php?/cases/view/30434,TU,EXP,"Three-dot menu is leftmost, then Column Selection; three download options",DEVIATION,Expected,"CURRENT: item 2: ""The menu holds: \""Download Summary (PDF)\"", \""Download Expanded View (PDF)\"", and \""Download (CSV)\"".""  ||  PROPOSED: The build has FOUR items with different words and a different grouping: ""Summary (PDF)"", ""Summary (CSV)"", ""Expanded (PDF)"", ""Expanded (CSV)"" - no ""Download"" prefix anywhere. Spec S7-R3/R4 closes the list, so Chris must say which is right.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
TU-EXP-02,C30435,https://shopview.testrail.io/index.php?/cases/view/30435,TU,EXP,The Summary PDF holds the technician rows plus the Summary,NOT REACHED,Expected,Depends on the menu question in C30434; PDF file names and contents were not read (no PDF text extractor in this container).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
TU-EXP-03,C30436,https://shopview.testrail.io/index.php?/cases/view/30436,TU,EXP,"The CSV is always summary-level, quotes comma-containing values",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-EXP-04,C30437,https://shopview.testrail.io/index.php?/cases/view/30437,TU,EXP,"Downloads cover only selected technicians, locations, and date range",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-EXP-05,C30438,https://shopview.testrail.io/index.php?/cases/view/30438,TU,EXP,Downloads always order rows Technician A to Z; the on-screen sort is ignored,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-EXP-06,C30439,https://shopview.testrail.io/index.php?/cases/view/30439,TU,EXP,"PDF logo: the uploaded logo, else the bundled ShopView logo; CSV never",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-EXP-07,C30440,https://shopview.testrail.io/index.php?/cases/view/30440,TU,EXP,Choosing a download with no technician selected is a silent no-op,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-EXP-08,C30441,https://shopview.testrail.io/index.php?/cases/view/30441,TU,EXP,A starting download notifies; a failed one shows the failure message,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LOC-01,C30442,https://shopview.testrail.io/index.php?/cases/view/30442,TU,LOC,The Location filter is the rightmost multi-select; All Locations = select-all,EDIT NEEDED,Expected,"CURRENT: item 2: ""plus an \""All Locations\"" option""  ||  PROPOSED: The build's option reads ""All locations"" (lower-case l), and the filter also offers a ""Clear all"" action the case does not mention. Item 1 (labelled ""Location"", rightmost) MATCHES.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
TU-LOC-02,C30443,https://shopview.testrail.io/index.php?/cases/view/30443,TU,LOC,Location changes reload with hours pooled into one row per technician,CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LOC-03,C30444,https://shopview.testrail.io/index.php?/cases/view/30444,TU,LOC,The saved location selection restores defensively; bad ones are dropped,CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LOC-04,C30445,https://shopview.testrail.io/index.php?/cases/view/30445,TU,LOC,Deselecting every location falls back to the active location,CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LOC-05,C30446,https://shopview.testrail.io/index.php?/cases/view/30446,TU,LOC,Technician Utilization: Location filter hidden for a one-location user,DEVIATION,Expected,CURRENT: single-location Location filter hidden  ||  PROPOSED: NO CHANGE - same live observation as C30216.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
TU-EXP-09,C38887,https://shopview.testrail.io/index.php?/cases/view/38887,TU,EXP,An over-cap Technician Utilization export is refused with the too-large message,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-LOC-06,C38915,https://shopview.testrail.io/index.php?/cases/view/38915,TU,LOC,The Location column shows only with more than one location; Summary row blank,CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-VIS-01,C30447,https://shopview.testrail.io/index.php?/cases/view/30447,TU,VIS,All-white table with no row shading; toolbar controls in the fixed order,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-VIS-02,C30448,https://shopview.testrail.io/index.php?/cases/view/30448,TU,VIS,Dark mode keeps every report element legible,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-COL-01,C38859,https://shopview.testrail.io/index.php?/cases/view/38859,TU,COL,"Column Selection: Technician always on, the other five toggleable, remembered",CORRECT AS IS,Expected,"Tooltip ""Column Selection"", the five toggles, and Technician always-on all match the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
TU-API-01,C30449,https://shopview.testrail.io/index.php?/cases/view/30449,TU,API,The per-day breakdown is fetched only when a technician row is expanded,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-API-02,C30450,https://shopview.testrail.io/index.php?/cases/view/30450,TU,API,Date-range and location changes trigger a fresh server load,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-TAB-01,C30451,https://shopview.testrail.io/index.php?/cases/view/30451,WIP,TAB,Work In Progress appears in the reports navigation under the Performance group,CORRECT AS IS,-,The four WIP tabs and their live counts were observed.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-TAB-02,C30452,https://shopview.testrail.io/index.php?/cases/view/30452,WIP,TAB,Four tabs in a fixed order with the partially-completed tab selected,CORRECT AS IS,-,The four WIP tabs and their live counts were observed.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-TAB-03,C30453,https://shopview.testrail.io/index.php?/cases/view/30453,WIP,TAB,Each tab label shows its work-order count in parentheses,CORRECT AS IS,-,The four WIP tabs and their live counts were observed.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-TAB-05,C30455,https://shopview.testrail.io/index.php?/cases/view/30455,WIP,TAB,There is no Trend / over-time tab or chart,CORRECT AS IS,-,The four WIP tabs and their live counts were observed.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SCOPE-01,C30456,https://shopview.testrail.io/index.php?/cases/view/30456,WIP,SCOPE,Every open service WO at a selected location appears in the report,PARTLY OBSERVED,-,Row membership and one-tab-only were verified over all 178 live rows.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SCOPE-02,C30457,https://shopview.testrail.io/index.php?/cases/view/30457,WIP,SCOPE,Invoiced; Paid; Declined and part-sale work orders never appear,PARTLY OBSERVED,-,Row membership and one-tab-only were verified over all 178 live rows.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SCOPE-03,C30458,https://shopview.testrail.io/index.php?/cases/view/30458,WIP,SCOPE,Each qualifying work order appears exactly once in exactly one tab,PARTLY OBSERVED,-,Row membership and one-tab-only were verified over all 178 live rows.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SCOPE-04,C30459,https://shopview.testrail.io/index.php?/cases/view/30459,WIP,SCOPE,While loading the standard indicator shows and old rows stay until data,PARTLY OBSERVED,-,Row membership and one-tab-only were verified over all 178 live rows.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SCOPE-05,C30460,https://shopview.testrail.io/index.php?/cases/view/30460,WIP,SCOPE,No qualifying work orders: every tab shows the no-data message and no Totals,PARTLY OBSERVED,-,Row membership and one-tab-only were verified over all 178 live rows.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-PLACE-01,C30462,https://shopview.testrail.io/index.php?/cases/view/30462,WIP,PLACE,"Status-to-tab mapping: Estimate, Complete, In Progress and Review work orders",CORRECT AS IS,-,Placement observed in the live navigation.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-PLACE-03,C30464,https://shopview.testrail.io/index.php?/cases/view/30464,WIP,PLACE,Approved started-boundary: time or part received vs neither decides the tab,CORRECT AS IS,-,Placement observed in the live navigation.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-COL-01,C30466,https://shopview.testrail.io/index.php?/cases/view/30466,WIP,COL,"With all toggleable columns on, the fixed column order and alignment hold",CORRECT AS IS,Expected,"Column order matches the build selector order exactly, with Total last. Confirms C30467 item 3 is the outlier.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-COL-02,C30467,https://shopview.testrail.io/index.php?/cases/view/30467,WIP,COL,First visit shows the default columns; the rest are in the column selector,REFUTED / EDIT NEEDED,Expected,"CURRENT: item 3: ""Location is NOT offered in the column-selection control - it appears on its own whenever more than one location is in scope, and is hidden when a single location is in scope.""  ||  PROPOSED: Location IS offered in the Column Selection panel, between VIN and Advisor, and is OFF by default. Turning it on adds a Location column. (Item 2 must also add Location to the off-by-default list.) Items 1 and 2 otherwise MATCH the build exactly.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-COL-03,C30468,https://shopview.testrail.io/index.php?/cases/view/30468,WIP,COL,The WO # is a link that opens the WO in the same browser tab,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-COL-04,C30469,https://shopview.testrail.io/index.php?/cases/view/30469,WIP,COL,Status shows as a color-coded badge whose label text is always present,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-COL-05,C30470,https://shopview.testrail.io/index.php?/cases/view/30470,WIP,COL,"Asset cell identifies the asset by VIN, falling back to Unit #, then plate",DEVIATION,Expected,"CURRENT: item 1: ""The Asset cell identifies the asset by its VIN.""  ||  PROPOSED: NO CHANGE - the case follows Chris Ward 2026-07-29 (""A is the correct answer"", the VIN chain). The build still puts the unit number first (its export Unit column carries the unit number, VIN sits in a separate column), i.e. it follows the un-updated WIP spec S4-R7. Build behind the ruling.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-COL-06,C30471,https://shopview.testrail.io/index.php?/cases/view/30471,WIP,COL,Customer shows the customer's company name,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-COL-07,C30472,https://shopview.testrail.io/index.php?/cases/view/30472,WIP,COL,Days Open shows whole days since creation and reads 0 days / 1 days,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-COL-08,C30473,https://shopview.testrail.io/index.php?/cases/view/30473,WIP,COL,Last Activity shows Today; Xd ago; or an em-dash when there is none,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-01,C30474,https://shopview.testrail.io/index.php?/cases/view/30474,WIP,CALC,Money columns show US dollars to two decimals with thousands separators,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-02,C30475,https://shopview.testrail.io/index.php?/cases/view/30475,WIP,CALC,Labor Earned is the clocked share of each approved line's quoted value,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-03,C30476,https://shopview.testrail.io/index.php?/cases/view/30476,WIP,CALC,Labor Remaining is the approved labor's quoted value minus Labor Earned,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-04,C30477,https://shopview.testrail.io/index.php?/cases/view/30477,WIP,CALC,Parts Earned is the sell value of approved-line parts already received,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-05,C30478,https://shopview.testrail.io/index.php?/cases/view/30478,WIP,CALC,Parts Remaining values the not-yet-received quantity at its sell price,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-06,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,WIP,CALC,Earned + Remaining make Total; not the WO's grand total,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-07,C30480,https://shopview.testrail.io/index.php?/cases/view/30480,WIP,CALC,Lines that are not yet approved contribute nothing to any money figure,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-08,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,WIP,CALC,Inv. Hrs shows quoted minus worked hours; signed to one decimal,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-09,C30482,https://shopview.testrail.io/index.php?/cases/view/30482,WIP,CALC,An open estimate with no approved work shows $0.00 in every money column,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SORT-01,C30483,https://shopview.testrail.io/index.php?/cases/view/30483,WIP,SORT,The initial sort is Days Open with the longest-open work order first,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SORT-02,C30484,https://shopview.testrail.io/index.php?/cases/view/30484,WIP,SORT,"Clicking a header sorts ascending, clicking again toggles descending",NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SORT-03,C30485,https://shopview.testrail.io/index.php?/cases/view/30485,WIP,SORT,Columns sort by underlying values; Asset sorts by the identifier shown,DEVIATION,Expected,CURRENT: item 4: Asset sorts by the identifier shown  ||  PROPOSED: NO CHANGE for the same reason as C30470. Sorting itself was not driven this run.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-SORT-04,C30486,https://shopview.testrail.io/index.php?/cases/view/30486,WIP,SORT,Sorting reorders only the active tab's rows; Totals stays at the bottom,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-CALC-10,C38890,https://shopview.testrail.io/index.php?/cases/view/38890,WIP,CALC,"A technician still clocked in counts toward Labor Earned, capped at the quote",PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SUM-01,C30487,https://shopview.testrail.io/index.php?/cases/view/30487,WIP,SUM,The summary strip shows seven figures in a fixed order as US dollars,PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SUM-02,C30488,https://shopview.testrail.io/index.php?/cases/view/30488,WIP,SUM,Total Earned is the hero figure and equals the started-stage figures summed,PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SUM-03,C30489,https://shopview.testrail.io/index.php?/cases/view/30489,WIP,SUM,Total Remaining equals Not Started plus Started — Remaining,PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,WIP,SUM,Each per-stage figure equals the matching tab's money total,PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
